country,year_month,load_sum,load_peak,days_used,load_mean
AL,2017-01-01,751665.1,1420.0,31,1010.3025873655914
AL,2017-02-01,580503.4,1292.12,28,863.8443080357143
AL,2017-03-01,573777.9,1112.52,31,771.2068212365591
AL,2017-04-01,534561.6,1082.25,30,742.4467013888889
AL,2017-05-01,521355.78,951.34,31,700.7470178091398
AL,2017-06-01,550498.56,1026.9,30,764.5813368055556
AL,2017-07-01,596780.3,1032.91,31,802.1240759408602
AL,2017-08-01,616436.1,1096.1,31,828.5431787634409
AL,2017-09-01,517903.56,954.82,30,719.3105034722222
AL,2017-10-01,555149.2,1103.36,31,746.1682627688172
AL,2017-11-01,602622.06,1239.6,30,836.9750868055555
AL,2017-12-01,692862.56,1418.87,31,931.2668850806451
AL,2018-01-01,676849.4,1299.06,31,909.7437836021505
AL,2018-02-01,625544.75,1354.21,28,930.8701636904761
AL,2018-03-01,645584.25,1340.77,31,867.7207661290323
AL,2018-04-01,530866.4,1060.32,30,737.3144097222222
AL,2018-05-01,532507.8,929.88,31,715.7363071236559
AL,2018-06-01,530320.75,939.07,30,736.5565972222222
AL,2018-07-01,578495.75,1013.92,31,777.5480510752689
AL,2018-08-01,621130.75,1090.99,31,834.8531586021505
AL,2018-09-01,539030.3,1021.14,30,748.6532118055555
AL,2018-10-01,554773.56,1022.32,31,745.6633904569892
AL,2018-11-01,591386.2,1208.23,30,821.3697048611111
AL,2018-12-01,715369.44,1351.44,30,993.5686631944444
AL,2021-08-01,27000.0,1000.0,2,562.5
AL,2021-09-01,31725.0,255.0,8,165.234375
AL,2021-10-01,47516.0,282.0,10,197.98333333333332
AL,2021-11-01,51575.0,307.0,10,214.89583333333334
AL,2021-12-01,56332.0,382.0,9,260.7962962962963
AL,2022-01-01,48636.0,402.0,8,253.3125
AL,2022-02-01,66254.0,364.0,11,250.96212121212122
AL,2022-03-01,42675.0,363.0,7,254.01785714285714
AL,2022-04-01,51338.0,312.0,10,213.90833333333333
AL,2022-05-01,72021.0,249.0,16,187.5546875
AL,2022-06-01,107626.0,288.0,22,203.83712121212122
AL,2022-07-01,61405.0,289.0,12,213.21180555555554
AL,2022-08-01,86072.0,280.0,17,210.9607843137255
AL,2022-09-01,59970.0,246.0,14,178.48214285714286
AL,2022-10-01,90225.0,228.0,23,163.45108695652175
AL,2022-11-01,95717.0,319.0,20,199.41041666666666
AL,2022-12-01,163927.0,343.0,31,220.33198924731184
AL,2023-01-01,160004.0,1046.0,26,256.4166666666667
AL,2023-02-01,153159.0,1542.0,23,277.4619565217391
AL,2023-03-01,149931.0,308.0,31,201.5201612903226
AL,2023-04-01,143523.0,300.0,30,199.3375
AL,2023-05-01,150244.0,931.0,31,201.94086021505376
AL,2023-06-01,136354.0,252.0,30,189.38055555555556
AL,2023-07-01,162321.0,315.0,31,218.1733870967742
AL,2023-08-01,160211.0,307.0,31,215.33736559139786
AL,2023-09-01,137063.0,255.0,30,190.36527777777778
AL,2023-10-01,123713.0,247.0,29,177.7485632183908
AL,2023-11-01,147030.0,330.0,30,204.20833333333334
AL,2023-12-01,646699.0,1506.0,30,898.1930555555556
AL,2024-01-01,299834.0,1523.0,13,961.0064102564103
AL,2024-02-01,635808.0,1494.0,29,913.5172413793103
AL,2024-03-01,618857.0,1240.0,31,831.7970430107526
AL,2024-04-01,534102.0,1166.0,30,741.8083333333333
AL,2024-05-01,523733.0,944.0,31,703.9422043010753
AL,2024-06-01,595928.0,1198.0,30,827.6777777777778
AL,2024-07-01,736245.0,1367.0,31,989.5766129032259
AL,2024-08-01,702602.0,1346.0,31,944.3575268817204
AL,2024-09-01,474248.0,1135.0,26,760.0128205128206
AL,2024-10-01,537807.0,1037.0,31,722.858870967742
AL,2024-11-01,659917.0,1475.0,30,916.5513888888889
AL,2024-12-01,790493.0,1659.0,31,1062.4905913978494
AT,2016-01-01,6536280.0,11728.0,31,8785.322580645161
AT,2016-02-01,6036009.0,11003.0,29,8672.426724137931
AT,2016-03-01,6221061.0,10891.0,31,8361.641129032258
AT,2016-04-01,5485494.0,10185.0,30,7618.741666666667
AT,2016-05-01,5452655.0,10114.0,31,7328.837365591397
AT,2016-06-01,5462967.0,9829.0,30,7587.454166666666
AT,2016-07-01,5486842.0,9968.0,31,7374.787634408603
AT,2016-08-01,5355275.0,9766.0,31,7197.950268817204
AT,2016-09-01,5464576.0,10019.0,30,7589.688888888889
AT,2016-10-01,5913615.0,10442.0,31,7948.407258064516
AT,2016-11-01,6247230.0,11614.0,30,8676.708333333334
AT,2016-12-01,6540207.0,11490.0,31,8790.600806451614
AT,2017-01-01,7014637.0,11919.0,31,9428.275537634408
AT,2017-02-01,6012790.0,11604.0,28,8947.604166666666
AT,2017-03-01,6145113.0,10601.0,31,8259.560483870968
AT,2017-04-01,5534917.0,10310.0,30,7687.384722222222
AT,2017-05-01,5500787.0,9797.0,31,7393.530913978495
AT,2017-06-01,5400506.0,9947.0,30,7500.702777777778
AT,2017-07-01,5536734.0,9845.0,31,7441.846774193548
AT,2017-08-01,5517427.0,9804.0,31,7415.896505376344
AT,2017-09-01,5639533.0,10415.0,30,7832.684722222222
AT,2017-10-01,5836780.0,10694.0,31,7845.134408602151
AT,2017-11-01,6313417.0,11578.0,30,8768.634722222223
AT,2017-12-01,6530336.0,11565.0,31,8777.333333333334
AT,2018-01-01,6607770.0,11392.0,31,8881.411290322581
AT,2018-02-01,6255746.0,12068.0,28,9309.145833333334
AT,2018-03-01,6613399.0,11977.0,31,8888.977150537634
AT,2018-04-01,5478308.0,10257.0,30,7608.761111111111
AT,2018-05-01,5552446.0,10175.0,31,7462.965053763441
AT,2018-06-01,5506986.0,10115.0,30,7648.591666666666
AT,2018-07-01,5538634.0,9919.0,31,7444.4005376344085
AT,2018-08-01,5539658.0,9747.0,31,7445.7768817204305
AT,2018-09-01,5454483.0,9783.0,30,7575.670833333334
AT,2018-10-01,5919559.0,10466.0,31,7956.396505376344
AT,2018-11-01,6201926.0,11894.0,30,8613.78611111111
AT,2018-12-01,6563722.0,12073.0,31,8822.206989247312
AT,2019-01-01,6216600.5,10705.2,31,8355.645833333334
AT,2019-02-01,5414046.5,10254.5,28,8056.616815476191
AT,2019-03-01,5587706.0,9619.3,31,7510.35752688172
AT,2019-04-01,4878256.5,8515.8,30,6775.35625
AT,2019-05-01,5109958.5,9265.3,31,6868.2237903225805
AT,2019-06-01,4742007.5,8958.8,30,6586.121527777777
AT,2019-07-01,4966293.0,8806.8,31,6675.125
AT,2019-08-01,4845929.5,8838.1,31,6513.346102150537
AT,2019-09-01,4844191.0,8850.8,30,6728.043055555556
AT,2019-10-01,5254283.5,9307.6,31,7062.209005376344
AT,2019-11-01,5460884.0,10034.9,30,7584.561111111111
AT,2019-12-01,5765072.5,10779.0,31,7748.753360215053
AT,2020-01-01,5981478.0,10247.5,31,8039.620967741936
AT,2020-02-01,5448907.5,9946.5,29,7828.890086206897
AT,2020-03-01,5317250.0,9638.0,31,7146.841397849463
AT,2020-04-01,4345476.5,8176.8,30,6035.384027777778
AT,2020-05-01,4535761.5,8630.3,31,6096.4536290322585
AT,2020-06-01,4507329.0,8921.9,30,6260.179166666667
AT,2020-07-01,4796806.5,8489.3,31,6447.320564516129
AT,2020-08-01,4747478.0,8645.4,31,6381.018817204301
AT,2020-09-01,4855064.5,9170.1,30,6743.145138888889
AT,2020-10-01,5333865.0,9575.9,31,7169.173387096775
AT,2020-11-01,5460953.0,10122.8,30,7584.656944444445
AT,2020-12-01,5727634.5,10551.5,31,7698.433467741936
AT,2021-01-01,5803580.0,10134.3,31,7800.510752688172
AT,2021-02-01,5206238.0,10053.6,28,7747.377976190476
AT,2021-03-01,5602613.0,9407.5,31,7530.393817204301
AT,2021-04-01,5042684.0,9464.1,30,7003.727777777778
AT,2021-05-01,4912325.5,8973.4,31,6602.5880376344085
AT,2021-06-01,4855781.0,8810.2,30,6744.140277777778
AT,2021-07-01,5012174.5,9069.2,31,6736.793682795699
AT,2021-08-01,5018636.0,8626.2,31,6745.478494623656
AT,2021-09-01,4878294.0,8913.8,30,6775.408333333334
AT,2021-10-01,5270196.5,9374.5,31,7083.597446236559
AT,2021-11-01,5383565.0,9586.1,30,7477.173611111111
AT,2021-12-01,5951084.5,10357.7,31,7998.769489247312
AT,2022-01-01,5742111.0,9764.2,31,7717.8911290322585
AT,2022-02-01,5377398.5,10127.7,28,8002.081101190476
AT,2022-03-01,5648891.5,9722.8,31,7592.596102150537
AT,2022-04-01,5176249.5,9538.4,30,7189.235416666666
AT,2022-05-01,4857547.0,8530.9,31,6528.961021505376
AT,2022-06-01,4690258.0,8834.5,30,6514.247222222222
AT,2022-07-01,4785235.5,8529.0,31,6431.768145161291
AT,2022-08-01,4709644.0,8541.5,31,6330.166666666667
AT,2022-09-01,4770317.0,8673.9,30,6625.440277777778
AT,2022-10-01,4865039.5,8508.7,31,6539.031586021505
AT,2022-11-01,5238576.5,9644.2,30,7275.800694444444
AT,2022-12-01,5643634.0,10254.9,31,7585.529569892473
AT,2023-01-01,5662081.0,10159.7,31,7610.323924731183
AT,2023-02-01,5121684.0,10012.5,28,7621.553571428572
AT,2023-03-01,5260896.0,9346.3,31,7071.096774193548
AT,2023-04-01,4698365.5,9326.9,30,6525.507638888889
AT,2023-05-01,4499450.5,8603.7,31,6047.648521505376
AT,2023-06-01,4201289.0,7444.9,30,5835.123611111111
AT,2023-07-01,4414706.0,8026.1,31,5933.7446236559135
AT,2023-08-01,4477497.0,8351.3,31,6018.1411290322585
AT,2023-09-01,4420247.0,8251.3,30,6139.231944444445
AT,2023-10-01,4750466.5,9095.4,31,6385.0356182795695
AT,2023-11-01,5202719.0,9989.0,30,7225.998611111111
AT,2023-12-01,5506441.5,10318.0,31,7401.131048387097
AT,2024-01-01,5800134.5,10267.6,31,7795.879704301075
AT,2024-02-01,5037800.5,9488.0,29,7238.219109195402
AT,2024-03-01,4899441.5,8458.4,31,6585.270833333333
AT,2024-04-01,4523753.5,8903.0,30,6282.990972222222
AT,2024-05-01,4370053.5,8170.2,31,5873.727822580645
AT,2024-06-01,4407263.5,8382.3,30,6121.199305555556
AT,2024-07-01,4577806.5,8084.2,31,6152.965725806452
AT,2024-08-01,4520203.5,8119.1,31,6075.542338709677
AT,2024-09-01,4607523.0,8917.6,30,6399.3375
AT,2024-10-01,4998680.5,8867.0,31,6718.656586021505
AT,2024-11-01,5379225.5,10153.6,30,7471.146527777778
AT,2024-12-01,5680119.0,10228.4,31,7634.568548387097
BA,2016-01-01,1147753.0,2021.0,31,1542.6787634408602
BA,2016-02-01,998678.0,1807.0,29,1434.882183908046
BA,2016-03-01,1076480.0,1814.0,31,1446.8817204301076
BA,2016-04-01,940032.3,1701.0,30,1305.6004340277777
BA,2016-05-01,950769.3,1679.46,31,1277.915742607527
BA,2016-06-01,917014.4,1612.64,30,1273.631076388889
BA,2016-07-01,972518.5,1667.67,31,1307.1485215053763
BA,2016-08-01,963265.3,1644.17,31,1294.711441532258
BA,2016-09-01,939115.94,1680.0,30,1304.3276909722222
BA,2016-10-01,1029247.0,1788.84,31,1383.396505376344
BA,2016-11-01,1054054.2,1952.5,30,1463.9642361111112
BA,2016-12-01,1232305.4,2142.21,31,1656.324428763441
BA,2017-01-01,1288898.9,2237.4,31,1732.3909610215053
BA,2017-02-01,1033599.94,1970.13,28,1538.0951450892858
BA,2017-03-01,1036453.5,1799.18,31,1393.0826612903227
BA,2017-04-01,980488.56,1828.45,30,1361.7896701388888
BA,2017-05-01,937437.8,1587.26,31,1259.997059811828
BA,2017-06-01,952154.3,1691.31,30,1322.436545138889
BA,2017-07-01,1001878.5,1711.33,31,1346.6108870967741
BA,2017-08-01,1013884.0,1753.0,31,1362.747311827957
BA,2017-09-01,951731.0,1700.0,30,1321.848611111111
BA,2017-10-01,1034683.0,1840.0,31,1390.7029569892472
BA,2017-11-01,1083329.0,1901.0,30,1504.6236111111111
BA,2017-12-01,1170229.0,2000.0,31,1572.888440860215
BA,2018-01-01,1130133.0,1911.0,31,1518.9959677419354
BA,2018-02-01,1078835.0,2080.0,28,1605.4092261904761
BA,2018-03-01,1160944.0,2020.0,31,1560.4086021505377
BA,2018-04-01,959292.0,1729.0,30,1332.35
BA,2018-05-01,933711.0,1540.0,31,1254.9879032258063
BA,2018-06-01,923217.0,1619.0,30,1282.2458333333334
BA,2018-07-01,1003916.0,1704.0,31,1349.3494623655913
BA,2018-08-01,1022384.0,1736.0,31,1374.1720430107528
BA,2018-09-01,959399.0,1731.0,30,1332.4986111111111
BA,2018-10-01,1036846.0,1772.0,31,1393.6102150537633
BA,2018-11-01,1056880.0,1938.0,30,1467.888888888889
BA,2018-12-01,1209451.0,2050.0,31,1625.606182795699
BA,2019-01-01,1202487.6,2359.41,31,1616.246807795699
BA,2019-02-01,968733.9,2037.8,28,1441.5682663690477
BA,2019-03-01,1025833.3,1800.02,31,1378.8082157258063
BA,2019-04-01,994088.2,1834.11,30,1380.6780381944445
BA,2019-05-01,989978.3,1725.48,31,1330.6160114247311
BA,2019-06-01,885256.25,1809.6,30,1229.5225694444443
BA,2019-07-01,961365.6,1743.1,31,1292.1580981182797
BA,2019-08-01,962637.8,1697.32,31,1293.8680275537633
BA,2019-09-01,892790.4,1557.56,30,1239.9866319444445
BA,2019-10-01,990424.25,6449.6,31,1331.2153897849462
BA,2019-11-01,966851.06,1846.88,30,1342.8486979166667
BA,2019-12-01,1107749.9,2116.65,31,1488.911122311828
BA,2020-01-01,1194482.4,2160.19,31,1605.487063172043
BA,2020-02-01,1039124.1,2133.74,29,1492.9944324712644
BA,2020-03-01,946025.56,3027.57,31,1271.5397345430108
BA,2020-04-01,848987.3,3176.49,30,1179.1490451388888
BA,2020-05-01,814717.25,2662.04,31,1095.050067204301
BA,2020-06-01,825315.5,1591.53,30,1146.2715277777777
BA,2020-07-01,900229.1,1700.8,31,1209.985383064516
BA,2020-08-01,848522.5,2578.02,31,1140.4872311827958
BA,2020-09-01,815985.8,2014.36,30,1133.3136284722223
BA,2020-10-01,933874.4,3351.51,31,1255.20749327957
BA,2020-11-01,996340.56,2019.25,30,1383.8063368055555
BA,2020-12-01,1133774.8,2419.59,31,1523.8907930107528
BA,2021-01-01,953824.0,1987.31,31,1282.021505376344
BA,2021-02-01,799734.44,2004.17,27,1234.1580825617284
BA,2021-03-01,873409.8,1846.51,31,1173.9379200268818
BA,2021-04-01,800899.7,1780.02,30,1112.3606770833333
BA,2021-05-01,694609.6,1523.74,30,964.7355902777778
BA,2021-06-01,819859.06,1690.71,30,1138.693142361111
BA,2021-07-01,831554.8,2131.87,30,1154.9372395833334
BA,2021-08-01,914725.1,1735.04,31,1229.469254032258
BA,2021-09-01,793519.25,1570.45,30,1102.1100694444444
BA,2021-10-01,860365.94,3902.4,29,1236.157956178161
BA,2021-11-01,899562.06,1819.49,29,1292.4742277298851
BA,2021-12-01,854626.94,16590.52,29,1227.9122665229886
BA,2022-01-01,329313.66,2215.91,11,1247.4002130681818
BA,2022-02-01,79872.94,1534.65,5,665.6078125
BA,2022-07-01,344032.56,1991.93,12,1194.5575086805557
BA,2022-08-01,903755.25,1936.36,31,1214.7247983870968
BA,2022-09-01,733069.4,1685.19,30,1018.1519097222222
BA,2022-10-01,706659.06,1725.53,27,1090.5232445987654
BA,2022-11-01,1028299.2,2166.46,30,1428.1933159722223
BA,2022-12-01,1158033.6,2569.34,31,1556.496807795699
BA,2023-01-01,1067149.1,2086.55,31,1434.3402217741937
BA,2023-02-01,963541.4,2120.44,28,1433.841331845238
BA,2023-03-01,943639.7,1957.4,31,1268.3329133064517
BA,2023-04-01,831699.75,1813.91,30,1155.1385416666667
BA,2023-05-01,727719.1,1820.54,30,1010.7210069444444
BA,2023-06-01,780578.5,1635.1,30,1084.1368055555556
BA,2023-07-01,821393.9,1568.42,31,1104.0240255376343
BA,2023-08-01,806383.8,1663.82,30,1119.977517361111
BA,2023-09-01,708681.8,1584.88,27,1093.6447723765432
BA,2023-10-01,742436.9,1751.48,29,1066.7196479885058
BA,2023-11-01,899192.2,2171.76,29,1291.942798132184
BA,2023-12-01,963639.8,2148.16,31,1295.2148017473119
BA,2024-01-01,963940.4,2233.42,29,1384.9718031609195
BA,2024-02-01,884266.5,2074.16,28,1315.872767857143
BA,2024-03-01,919363.9,1993.07,31,1235.704133064516
BA,2024-04-01,803216.75,1756.3,30,1115.5788194444444
BA,2024-05-01,736874.3,1488.48,31,990.4224630376344
BA,2024-06-01,665629.0,1486.0,26,1066.713141025641
BA,2024-07-01,672626.1,1648.46,29,966.4168462643678
BA,2024-08-01,493650.84,1517.27,29,709.2684536637931
BA,2024-09-01,619317.44,1502.06,30,860.1631076388888
BA,2024-10-01,733985.44,1711.07,31,986.539566532258
BA,2024-11-01,794325.0,1960.78,29,1141.271551724138
BA,2024-12-01,1151917.1,2140.23,31,1548.2757056451612
BE,2016-01-01,7793438.0,13147.0,31,10475.051075268817
BE,2016-02-01,7351233.0,12578.0,29,10562.116379310344
BE,2016-03-01,7572144.0,12303.0,31,10177.612903225807
BE,2016-04-01,6947675.0,11965.0,30,9649.548611111111
BE,2016-05-01,6744832.0,11108.0,31,9065.63440860215
BE,2016-06-01,6614259.0,11222.0,30,9186.470833333333
BE,2016-07-01,6420327.0,10973.0,31,8629.47177419355
BE,2016-08-01,6601776.0,11234.0,31,8873.354838709678
BE,2016-09-01,6659534.0,11141.0,30,9249.352777777778
BE,2016-10-01,7189575.0,11852.0,31,9663.407258064517
BE,2016-11-01,7398829.0,12806.0,30,10276.15138888889
BE,2016-12-01,7729655.0,12658.0,31,10389.321236559139
BE,2017-01-01,8185917.0,13270.0,31,11002.576612903225
BE,2017-02-01,6953393.0,12613.0,28,10347.311011904761
BE,2017-03-01,7104414.0,11848.0,31,9548.943548387097
BE,2017-04-01,6834818.0,11481.0,30,9492.802777777777
BE,2017-05-01,6786237.0,11129.0,31,9121.286290322581
BE,2017-06-01,6620204.0,11409.0,30,9194.727777777778
BE,2017-07-01,6493741.0,10937.0,31,8728.146505376344
BE,2017-08-01,6609793.0,11189.0,31,8884.130376344086
BE,2017-09-01,6681778.0,11108.0,30,9280.247222222222
BE,2017-10-01,7191051.0,11817.0,31,9665.391129032258
BE,2017-11-01,7482705.0,13040.0,30,10392.645833333334
BE,2017-12-01,7821676.0,12998.0,31,10513.005376344086
BE,2018-01-01,7905877.0,12869.0,31,10626.178763440861
BE,2018-02-01,7395850.0,13038.0,28,11005.729166666666
BE,2018-03-01,7822421.0,13152.0,31,10514.006720430107
BE,2018-04-01,6426456.0,10916.0,30,8925.633333333333
BE,2018-05-01,6401310.0,10672.0,31,8603.911290322581
BE,2018-06-01,6299431.0,11012.0,30,8749.209722222222
BE,2018-07-01,6331632.0,10223.0,31,8510.258064516129
BE,2018-08-01,7006451.0,12002.0,31,9417.272849462366
BE,2018-09-01,6912245.0,12765.0,30,9600.340277777777
BE,2018-10-01,7477081.5,12770.0,31,10049.84072580645
BE,2018-11-01,7788459.0,13453.0,30,10817.304166666667
BE,2018-12-01,7500503.0,12880.0,31,10081.321236559139
BE,2019-01-01,8223418.0,13616.183,31,11052.981182795698
BE,2019-02-01,7129991.0,12810.75,28,10610.105654761905
BE,2019-03-01,7431673.5,12185.595,31,9988.808467741936
BE,2019-04-01,6814056.5,11718.025,30,9463.96736111111
BE,2019-05-01,6889980.0,11196.79,31,9260.725806451614
BE,2019-06-01,6546431.0,11347.832,30,9092.265277777778
BE,2019-07-01,6669408.0,10902.23,31,8964.258064516129
BE,2019-08-01,6601607.5,11266.405,31,8873.128360215054
BE,2019-09-01,6664889.0,11295.81,30,9256.790277777778
BE,2019-10-01,7110658.5,11844.912,31,9557.336693548386
BE,2019-11-01,7336305.5,12614.835,30,10189.313194444445
BE,2019-12-01,7530737.0,12836.115,31,10121.958333333334
BE,2020-01-01,7804931.5,13117.11,31,10490.49932795699
BE,2020-02-01,7054149.0,12554.21,29,10135.271551724138
BE,2020-03-01,6935491.5,11820.338,31,9321.897177419354
BE,2020-04-01,5913228.5,10013.935,30,8212.81736111111
BE,2020-05-01,6268034.5,10281.317,31,8424.77755376344
BE,2020-06-01,6297755.5,10822.152,30,8746.882638888888
BE,2020-07-01,6320162.5,10914.883,31,8494.842069892473
BE,2020-08-01,6593662.0,11035.702,31,8862.448924731183
BE,2020-09-01,6532149.0,11076.565,30,9072.429166666667
BE,2020-10-01,6928974.5,11852.918,31,9313.137768817205
BE,2020-11-01,7009860.0,12120.867,30,9735.916666666666
BE,2020-12-01,7487657.0,12704.832,31,10064.055107526881
BE,2021-01-01,8046289.0,13092.72,31,10814.904569892473
BE,2021-02-01,7069099.5,13485.31,28,10519.49330357143
BE,2021-03-01,7310388.0,11955.247,31,9825.790322580646
BE,2021-04-01,6937091.0,12437.725,30,9634.84861111111
BE,2021-05-01,6771927.5,10946.905,31,9102.05309139785
BE,2021-06-01,6652654.5,11189.242,30,9239.797916666666
BE,2021-07-01,6538336.0,11018.565,31,8788.086021505376
BE,2021-08-01,6611740.0,10966.037,31,8886.747311827958
BE,2021-09-01,6664785.5,11262.64,30,9256.646527777777
BE,2021-10-01,7059212.0,11440.518,31,9488.18817204301
BE,2021-11-01,7241725.0,12363.008,30,10057.951388888889
BE,2021-12-01,7553058.0,12592.825,31,10151.959677419354
BE,2022-01-01,7929442.0,13094.18,31,10657.852150537634
BE,2022-02-01,7003801.5,12693.28,28,10422.323660714286
BE,2022-03-01,7155912.0,11771.567,31,9618.161290322581
BE,2022-04-01,6716750.5,12482.713,30,9328.820138888888
BE,2022-05-01,6738154.0,11285.008,31,9056.658602150537
BE,2022-06-01,6549274.0,11332.897,30,9096.21388888889
BE,2022-07-01,6420581.0,10655.385,31,8629.81317204301
BE,2022-08-01,6533294.5,10907.205,31,8781.309811827958
BE,2022-09-01,6400912.5,10934.255,30,8890.15625
BE,2022-10-01,6503624.0,10600.207,31,8741.430107526881
BE,2022-11-01,6541876.0,11553.79,30,9085.93888888889
BE,2022-12-01,7232049.5,12533.42,31,9720.496639784946
BE,2023-01-01,7448026.0,12407.22,31,10010.787634408602
BE,2023-02-01,6645252.5,11977.463,28,9888.768601190477
BE,2023-03-01,7172637.0,12089.058,31,9640.641129032258
BE,2023-04-01,6473630.5,11162.277,30,8991.153472222222
BE,2023-05-01,6211364.5,10533.695,31,8348.60819892473
BE,2023-06-01,6131747.5,10670.45,30,8516.315972222223
BE,2023-07-01,5919343.0,10119.3,31,7956.106182795699
BE,2023-08-01,5989120.0,10499.085,31,8049.89247311828
BE,2023-09-01,6263502.5,11379.97,30,8699.309027777777
BE,2023-10-01,6555123.5,11206.678,31,8810.649865591398
BE,2023-11-01,6930919.0,12458.022,30,9626.27638888889
BE,2023-12-01,7161731.0,12597.39,31,9625.98252688172
BE,2024-01-01,7702952.5,13205.66,31,10353.430779569893
BE,2024-02-01,6956774.5,12116.718,29,9995.36566091954
BE,2024-03-01,7068153.5,11577.595,31,9500.206317204302
BE,2024-04-01,6575102.5,11197.513,30,9132.086805555555
BE,2024-05-01,6426778.5,10665.76,31,8638.14314516129
BE,2024-06-01,6248471.5,11099.91,30,8678.43263888889
BE,2024-07-01,6225948.5,10540.013,31,8368.210349462366
BE,2024-08-01,6357825.5,11077.832,31,8545.46438172043
BE,2024-09-01,6405100.0,11051.298,30,8895.972222222223
BE,2024-10-01,6788710.0,11246.268,31,9124.610215053763
BE,2024-11-01,6998179.0,12309.885,30,9719.693055555555
BE,2024-12-01,7218097.0,12225.843,31,9701.743279569893
BG,2016-01-01,4077612.0,7105.0,31,5480.6612903225805
BG,2016-02-01,3225824.0,6136.0,29,4634.80459770115
BG,2016-03-01,3199675.0,5674.0,31,4300.638440860215
BG,2016-04-01,2677000.0,4718.0,30,3718.0555555555557
BG,2016-05-01,2707551.0,4775.0,31,3639.1814516129034
BG,2016-06-01,2724298.0,4717.0,30,3783.7472222222223
BG,2016-07-01,2904860.0,4675.0,31,3904.3817204301076
BG,2016-08-01,2867263.0,4758.0,31,3853.84811827957
BG,2016-09-01,2736089.8,4783.21,30,3800.1246527777776
BG,2016-10-01,3138790.8,5697.1,31,4218.804771505376
BG,2016-11-01,3408783.2,6555.53,30,4734.421180555555
BG,2016-12-01,4031965.2,6857.87,31,5419.3081317204305
BG,2017-01-01,4499882.0,7689.98,31,6048.228494623656
BG,2017-02-01,3588045.0,6985.27,28,5339.352678571428
BG,2017-03-01,3301417.5,6061.55,31,4437.389112903225
BG,2017-04-01,2958991.8,5555.94,30,4109.710763888889
BG,2017-05-01,2795860.0,4594.26,31,3757.8763440860216
BG,2017-06-01,2778792.8,4974.72,30,3859.434375
BG,2017-07-01,2965149.5,4883.97,31,3985.415994623656
BG,2017-08-01,2966922.2,5039.33,31,3987.7987231182797
BG,2017-09-01,2819247.0,5013.04,30,3915.6208333333334
BG,2017-10-01,3066049.2,5570.45,31,4121.033938172043
BG,2017-11-01,3407270.0,6298.42,30,4732.319444444444
BG,2017-12-01,3713784.0,6527.26,31,4991.645161290323
BG,2018-01-01,3493862.0,6113.06,31,4696.051075268817
BG,2018-02-01,3137100.8,6468.93,28,4668.3046875
BG,2018-03-01,3175795.0,6269.89,31,4268.541666666667
BG,2018-04-01,2393349.2,4554.84,30,3324.0961805555557
BG,2018-05-01,2409389.5,3907.66,31,3238.426747311828
BG,2018-06-01,2471255.5,4111.44,30,3432.2993055555557
BG,2018-07-01,2595054.5,4159.21,31,3487.9764784946237
BG,2018-08-01,2604227.5,4226.69,31,3500.3057795698924
BG,2018-09-01,2431812.8,4385.88,30,3377.5177083333333
BG,2018-10-01,2648178.0,4976.49,31,3559.3790322580644
BG,2018-11-01,3019206.8,6100.54,30,4193.342708333334
BG,2018-12-01,3576638.8,6093.03,31,4807.310147849463
BG,2019-01-01,4144773.0,7111.0,31,5570.931451612903
BG,2019-02-01,3456607.0,6596.0,28,5143.760416666667
BG,2019-03-01,3219676.0,5746.0,31,4327.521505376344
BG,2019-04-01,2954721.0,5170.0,30,4103.779166666666
BG,2019-05-01,2788270.0,4836.0,31,3747.6747311827958
BG,2019-06-01,2719138.0,4592.0,30,3776.5805555555557
BG,2019-07-01,2919697.0,4865.0,31,3924.3239247311826
BG,2019-08-01,2930161.0,4860.0,31,3938.3884408602153
BG,2019-09-01,2727366.0,4631.0,30,3788.008333333333
BG,2019-10-01,2887082.0,5357.0,31,3880.4865591397847
BG,2019-11-01,3115316.0,5639.0,30,4326.827777777778
BG,2019-12-01,3634947.0,6497.0,31,4885.681451612903
BG,2020-01-01,3933256.0,6566.0,31,5286.634408602151
BG,2020-02-01,3456972.0,6293.0,29,4966.913793103448
BG,2020-03-01,3317661.0,5869.0,31,4459.221774193548
BG,2020-04-01,2769449.0,5613.0,30,3846.4569444444446
BG,2020-05-01,2537375.0,4213.0,31,3410.4502688172042
BG,2020-06-01,2546898.0,4330.0,30,3537.358333333333
BG,2020-07-01,2819173.0,4675.0,31,3789.2110215053763
BG,2020-08-01,2762008.0,4635.0,31,3712.3763440860216
BG,2020-09-01,2635092.0,4595.0,30,3659.85
BG,2020-10-01,2846703.0,5101.0,31,3826.2137096774195
BG,2020-11-01,3293503.0,6206.0,30,4574.309722222222
BG,2020-12-01,3585657.0,6392.0,31,4819.431451612903
BG,2021-01-01,3765413.0,6805.0,31,5061.038978494624
BG,2021-02-01,3350012.0,6794.0,28,4985.136904761905
BG,2021-03-01,3640400.0,6228.0,31,4893.010752688172
BG,2021-04-01,3137602.0,5683.0,30,4357.780555555555
BG,2021-05-01,2679454.0,4317.0,31,3601.4166666666665
BG,2021-06-01,2705599.0,4831.0,30,3757.776388888889
BG,2021-07-01,3063220.0,5145.0,31,4117.231182795699
BG,2021-08-01,3013520.0,5226.0,31,4050.430107526882
BG,2021-09-01,2758178.0,4744.0,30,3830.802777777778
