country,time_period,year,month,renewable_generation_gwh,total_generation_gwh,renewable_share
NL,2023-02,2023,2,3473.356,9705.701,0.3578676079141528
NL,2023-03,2023,3,4614.532,10586.603,0.4358841074894374
NL,2023-04,2023,4,4756.301,9506.21,0.5003362012831613
NL,2023-05,2023,5,5190.323,9657.239,0.5374541315587199
NL,2023-06,2023,6,5344.753,10102.08,0.5290745074281732
NL,2023-07,2023,7,5497.254,9825.446,0.5594915487805846
NL,2023-08,2023,8,4547.504,9939.708,0.45750881213009476
NL,2023-09,2023,9,4104.676,9369.268,0.43809996682771807
NL,2023-10,2023,10,4692.151,9444.979,0.49678787004184977
NL,2023-11,2023,11,4655.566,9510.074,0.48954045993753564
NL,2023-12,2023,12,4906.319,10389.384,0.4722434939357329
NL,2024-01,2024,1,4910.841,11476.359,0.42790932211165583
NL,2024-02,2024,2,5059.54,10140.156,0.49896076549512647
NL,2024-03,2024,3,5157.272,10525.395,0.4899837013242733
NL,2024-04,2024,4,6131.55,9789.071,0.6263668942640216
NL,2024-05,2024,5,5200.689,8955.093,0.5807520926918347
NL,2024-06,2024,6,5307.274,8947.615,0.5931495711427012
NL,2024-07,2024,7,5504.235,9403.903,0.5853138850964328
NL,2024-08,2024,8,5309.368,9630.202,0.551324676263281
NL,2024-09,2024,9,4806.937,9206.909,0.5221010656236529
NL,2024-10,2024,10,4213.687,9531.295,0.4420896635766703
NL,2024-11,2024,11,4042.026,11298.586,0.35774618169034605
NL,2024-12,2024,12,5152.947,11235.213,0.45864257313145734
NO,2015-01,2015,1,,14652.0,
NO,2015-02,2015,2,,12770.0,
NO,2015-03,2015,3,,13073.0,
NO,2015-04,2015,4,,10927.0,
NO,2015-05,2015,5,,10842.0,
NO,2015-06,2015,6,,11003.0,
NO,2015-07,2015,7,,10112.0,
NO,2015-08,2015,8,,10644.0,
NO,2015-09,2015,9,,11077.0,
NO,2015-10,2015,10,,11919.0,
NO,2015-11,2015,11,,13025.0,
NO,2015-12,2015,12,,13836.0,
NO,2016-01,2016,1,,16247.0,
NO,2016-02,2016,2,,13977.0,
NO,2016-03,2016,3,,11220.0,
NO,2016-04,2016,4,,11614.0,
NO,2016-05,2016,5,,11220.0,
NO,2016-06,2016,6,,10942.0,
NO,2016-07,2016,7,,10271.0,
NO,2016-08,2016,8,,10305.0,
NO,2016-09,2016,9,,10471.0,
NO,2016-10,2016,10,,11985.0,
NO,2016-11,2016,11,,13064.0,
NO,2016-12,2016,12,,13999.0,
NO,2017-01,2017,1,15032.559,15311.125,0.9818063009739649
NO,2017-02,2017,2,12890.227,13156.168,0.9797858312542073
NO,2017-03,2017,3,12532.131,12811.994,0.9781561714749475
NO,2017-04,2017,4,11263.027,11537.845,0.9761811672803717
NO,2017-05,2017,5,11033.441,11236.769,0.9819051188112883
NO,2017-06,2017,6,10840.639,11067.753,0.979479664932891
NO,2017-07,2017,7,10331.672,10624.135,0.9724718294712934
NO,2017-08,2017,8,10831.423,11111.611,0.9747842144581915
NO,2017-09,2017,9,11101.735,11358.316,0.9774102956811556
NO,2017-10,2017,10,12140.631,12429.056,0.9767942955603385
NO,2017-11,2017,11,13467.101,13742.892,0.9799320987169222
NO,2017-12,2017,12,14586.391,14865.499,0.9812244446015569
NO,2018-01,2018,1,15347.239,15628.756,0.9819872419788241
NO,2018-02,2018,2,14540.654,14795.892,0.9827494009823808
NO,2018-03,2018,3,13793.99,14075.834,0.979976745960488
NO,2018-04,2018,4,10276.599,10546.764,0.9743840859622914
NO,2018-05,2018,5,9994.271,10257.896,0.9743002853606627
NO,2018-06,2018,6,9422.552,9681.209,0.9732825724555682
NO,2018-07,2018,7,9078.97,9364.253,0.9695348897557551
NO,2018-08,2018,8,10255.835,10544.296,0.9726429341513173
NO,2018-09,2018,9,10921.507,11197.753,0.9753302291986614
NO,2018-10,2018,10,13018.208,13281.22,0.9801966987972491
NO,2018-11,2018,11,13396.177,13665.802,0.9802700931858958
NO,2018-12,2018,12,13516.316,13805.512,0.979052135118205
NO,2019-01,2019,1,14453.787,14706.643,0.982806681307216
NO,2019-02,2019,2,11497.336,11745.182,0.978898070715294
NO,2019-03,2019,3,11022.286,11304.994,0.9749926448435089
NO,2019-04,2019,4,9716.746,9995.47,0.9721149680805404
NO,2019-05,2019,5,9543.699,9810.046,0.972849566658505
NO,2019-06,2019,6,9216.334,9469.545,0.9732604892843321
NO,2019-07,2019,7,9544.025,9790.416,0.9748334493651751
NO,2019-08,2019,8,9858.355,10101.799,0.9759009261617657
NO,2019-09,2019,9,10716.035,10949.275,0.9786981329814075
NO,2019-10,2019,10,11274.859,11525.717,0.9782349332366914
NO,2019-11,2019,11,12611.135,12867.058,0.9801102163369435
NO,2019-12,2019,12,12100.096,12368.488,0.9783003387317836
NO,2020-01,2020,1,13061.08,13336.426,0.9793538388770725
NO,2020-02,2020,2,12677.692,12933.649,0.9802099933282556
NO,2020-03,2020,3,13972.062,14236.428,0.9814303138399604
NO,2020-04,2020,4,12325.189,12588.651,0.9790714668315136
NO,2020-05,2020,5,11905.852,12107.906,0.9833122259125566
NO,2020-06,2020,6,10387.64,10572.063,0.982555627979137
NO,2020-07,2020,7,10981.8,11247.123,0.9764097005074097
NO,2020-08,2020,8,11301.658,11567.229,0.9770410873684614
NO,2020-09,2020,9,11864.155,12048.431,0.9847053944202362
NO,2020-10,2020,10,13845.099,13913.217,0.9951040798113046
NO,2020-11,2020,11,13305.338,13359.201,0.9959680971938367
NO,2020-12,2020,12,16096.54,16218.798,0.9924619567985248
NO,2021-01,2021,1,17335.455,17451.9,0.9933276605985595
NO,2021-02,2021,2,14306.006,14411.581,0.9926742943747809
NO,2021-03,2021,3,13670.708,13789.716,0.9913698005093071
NO,2021-04,2021,4,12312.412,12427.141,0.9907678684904275
NO,2021-05,2021,5,11952.202,12079.885,0.9894301146078791
NO,2021-06,2021,6,11305.186,11426.466,0.9893860446440745
NO,2021-07,2021,7,10924.698,11050.844,0.988584944281179
NO,2021-08,2021,8,10272.591,10398.598,0.9878823087496988
NO,2021-09,2021,9,11120.019,11234.853,0.9897787714712423
NO,2021-10,2021,10,12238.643,12359.482,0.9902229721277963
NO,2021-11,2021,11,14292.867,14420.056,0.991179715252146
NO,2021-12,2021,12,15913.819,16042.237,0.9919950066814248
NO,2022-01,2022,1,14945.168,15079.225,0.9911098216254483
NO,2022-02,2022,2,12833.871,12949.406,0.9910779691361904
NO,2022-03,2022,3,14476.587,14614.699,0.990549788264541
NO,2022-04,2022,4,11013.912,11140.841,0.9886068744720439
NO,2022-05,2022,5,10666.862,10783.816,0.9891546740040815
NO,2022-06,2022,6,11273.756,11479.726,0.9820579341353617
NO,2022-07,2022,7,10404.23,10663.899,0.975649713111499
NO,2022-08,2022,8,10224.145,10462.504,0.9772177864878235
NO,2022-09,2022,9,8381.655,8578.986,0.9769983305719347
NO,2022-10,2022,10,10815.478,11018.54,0.9815708796265202
NO,2022-11,2022,11,14128.11,14326.777,0.9861331686812743
NO,2022-12,2022,12,14645.125,14856.525,0.9857705620930871
NO,2023-01,2023,1,13930.838,14146.398,0.9847621988296951
NO,2023-02,2023,2,13589.497,13788.388,0.9855754711863344
NO,2023-03,2023,3,14109.14,14306.15,0.9862289994163349
NO,2023-04,2023,4,11801.865,12003.407,0.9832096004076176
NO,2023-05,2023,5,11012.521,11122.716,0.9900927974786015
NO,2023-06,2023,6,11172.643,11333.217,0.9858315604474881
NO,2023-07,2023,7,11265.331,11480.244,0.9812797532874736
NO,2023-08,2023,8,11991.528,12198.709,0.9830161535946139
NO,2023-09,2023,9,11804.195,12003.887,0.9833643885518082
NO,2023-10,2023,10,13160.052,13364.535,0.9846995798955968
NO,2023-11,2023,11,14069.779,14283.444,0.9850410727272779
NO,2023-12,2023,12,13760.925,13964.652,0.9854112368858171
NO,2024-01,2024,1,15433.855,15629.119,0.987506397513513
NO,2024-02,2024,2,14106.291,14293.385,0.9869104484347129
NO,2024-03,2024,3,14282.989,14485.454,0.9860228750855858
NO,2024-04,2024,4,12310.032,12465.659,0.9875155416973944
NO,2024-05,2024,5,11562.534,11752.627,0.9838254885482198
NO,2024-06,2024,6,11109.958,11282.132,0.9847392319111318
NO,2024-07,2024,7,10895.25,11094.784,0.9820155128752395
NO,2024-08,2024,8,10925.137,11104.053,0.983887324745298
NO,2024-09,2024,9,11397.47,11578.518,0.9843634565321744
NO,2024-10,2024,10,12692.472,12878.212,0.9855771903739432
NO,2024-11,2024,11,14579.596,14743.252,0.9888995996270021
NO,2024-12,2024,12,15701.527,15846.492,0.9908519185192534
PL,2015-01,2015,1,,13453.0,
PL,2015-02,2015,2,,12356.0,
PL,2015-03,2015,3,,12969.0,
PL,2015-04,2015,4,,11712.0,
PL,2015-05,2015,5,,11591.0,
PL,2015-06,2015,6,,11368.0,
PL,2015-07,2015,7,,12262.0,
PL,2015-08,2015,8,,12014.0,
PL,2015-09,2015,9,,12257.0,
PL,2015-10,2015,10,,13089.0,
PL,2015-11,2015,11,,12977.0,
PL,2015-12,2015,12,,13415.0,
PL,2016-01,2016,1,,13788.0,
PL,2016-02,2016,2,,12413.0,
PL,2016-03,2016,3,,12634.0,
PL,2016-04,2016,4,,11799.0,
PL,2016-05,2016,5,,11454.0,
PL,2016-06,2016,6,,11558.0,
PL,2016-07,2016,7,,11955.0,
PL,2016-08,2016,8,,11841.0,
PL,2016-09,2016,9,,11913.0,
PL,2016-10,2016,10,,13292.0,
PL,2016-11,2016,11,,13698.0,
PL,2016-12,2016,12,,14158.0,
PL,2017-01,2017,1,1843.367,14829.849,0.12430113078022574
PL,2017-02,2017,2,1913.884,13159.563,0.1454367443660553
PL,2017-03,2017,3,2019.402,13072.946,0.15447183825283145
PL,2017-04,2017,4,2090.0,12181.38,0.1715733356975975
PL,2017-05,2017,5,1661.28,12176.268,0.13643589316529497
PL,2017-06,2017,6,1730.509,11843.536,0.14611421791600077
PL,2017-07,2017,7,1290.068,12232.321,0.1054638772151254
PL,2017-08,2017,8,1439.142,12292.012,0.11707944964583503
PL,2017-09,2017,9,1741.531,12280.02,0.14181825436766388
PL,2017-10,2017,10,2412.96,13174.813,0.18314946861105352
PL,2017-11,2017,11,2112.874,13352.877,0.15823361512279338
PL,2017-12,2017,12,2499.74,13596.165,0.1838562565252775
PL,2018-01,2018,1,2423.211,13781.637,0.17582896719743812
PL,2018-02,2018,2,1289.711,12896.023,0.1000084289551903
PL,2018-03,2018,3,1718.591,13824.73,0.12431280755573526
PL,2018-04,2018,4,1978.126,11659.889,0.16965221538558387
PL,2018-05,2018,5,1464.983,11711.657,0.12508759435150807
PL,2018-06,2018,6,1372.637,11926.421,0.11509211355191971
PL,2018-07,2018,7,1364.287,12883.169,0.10589684882655813
PL,2018-08,2018,8,1300.386,12791.11,0.10166326456421686
PL,2018-09,2018,9,1521.633,12254.572,0.12416859601461398
PL,2018-10,2018,10,2090.396,13159.518,0.15885049893164782
PL,2018-11,2018,11,1666.056,13217.455,0.12604968203031522
PL,2018-12,2018,12,2142.937,13990.319,0.1531728475955409
PL,2019-01,2019,1,2297.812,14539.677,0.15803734842252684
PL,2019-02,2019,2,2227.507,12337.499,0.18054769447195093
PL,2019-03,2019,3,2621.219,12855.136,0.20390441610263788
PL,2019-04,2019,4,2000.614,11830.078,0.16911249444001977
PL,2019-05,2019,5,1801.706,12023.635,0.14984703045293707
PL,2019-06,2019,6,1557.16,11662.228,0.13352165641076474
PL,2019-07,2019,7,1642.239,11913.081,0.137851744649432
PL,2019-08,2019,8,1333.095,11947.111,0.1115830429632737
PL,2019-09,2019,9,1868.449,11652.706,0.1603446444113496
PL,2019-10,2019,10,1902.13,12544.166,0.1516346323860829
PL,2019-11,2019,11,2041.695,12286.393,0.16617529652518848
PL,2019-12,2019,12,2558.392,13106.363,0.19520228456971625
PL,2020-01,2020,1,2685.377,13438.549,0.19982640983040653
PL,2020-02,2020,2,2988.29,12521.661,0.23864964879659337
PL,2020-03,2020,3,2531.034,12325.646,0.20534696518137874
PL,2020-04,2020,4,2143.399,10516.344,0.20381598395792302
PL,2020-05,2020,5,2049.785,10578.288,0.19377284868780276
PL,2020-06,2020,6,1729.145,10441.585,0.16560177406016424
PL,2020-07,2020,7,1832.343,11275.434,0.16250753629527698
PL,2020-08,2020,8,1655.402,11359.211,0.1457321287543651
PL,2020-09,2020,9,1826.066,11558.116,0.15798993538393283
PL,2020-10,2020,10,2257.303,12589.719,0.1792973298292043
PL,2020-11,2020,11,2143.031,12699.287,0.1687520724588711
PL,2020-12,2020,12,2529.622,13554.717,0.1866230036377742
PL,2021-01,2021,1,2063.334,14326.307,0.14402413685536683
PL,2021-02,2021,2,2103.579,12813.435,0.16416979521884648
PL,2021-03,2021,3,2483.441,13279.768,0.1870093664286906
PL,2021-04,2021,4,2589.056,12617.98,0.2051878351368444
PL,2021-05,2021,5,2684.094,12327.502,0.21773218937624184
PL,2021-06,2021,6,1961.681,12461.058,0.1574249152840794
PL,2021-07,2021,7,1921.427,13368.958,0.143723018652613
PL,2021-08,2021,8,2253.235,13206.243,0.17061892621542707
PL,2021-09,2021,9,2280.493,13930.678,0.16370294396295715
PL,2021-10,2021,10,3334.172,14649.185,0.22760119419612765
PL,2021-11,2021,11,2567.526,14611.601,0.17571832135301257
PL,2021-12,2021,12,2652.285,15659.328,0.16937412639929375
PL,2022-01,2022,1,3515.436,15081.075,0.23310248108971013
PL,2022-02,2022,2,3720.632,13538.651,0.27481556323447587
PL,2022-03,2022,3,2737.197,14866.789,0.1841148751085389
PL,2022-04,2022,4,3199.132,13587.077,0.2354540273820484
PL,2022-05,2022,5,3189.575,13128.713,0.24294650968453646
PL,2022-06,2022,6,2808.303,12639.449,0.22218555571528473
PL,2022-07,2022,7,3036.777,12748.785,0.2382012874168009
PL,2022-08,2022,8,2378.807,12915.987,0.1841753944162378
PL,2022-09,2022,9,2407.407,12521.856,0.19225640352356713
PL,2022-10,2022,10,2965.815,13193.467,0.22479421064986177
PL,2022-11,2022,11,2196.692,13815.462,0.15900242785945198
PL,2022-12,2022,12,2923.158,14850.949,0.1968330778053308
PL,2023-01,2023,1,3441.201,14180.618,0.24266932513096395
PL,2023-02,2023,2,3420.732,13023.569,0.26265703356737313
PL,2023-03,2023,3,3917.466,13580.694,0.2884584543323044
PL,2023-04,2023,4,3360.967,11816.792,0.28442296352512597
PL,2023-05,2023,5,3771.018,11740.518,0.32119690119294564
PL,2023-06,2023,6,3311.501,10993.424,0.30122562360916855
PL,2023-07,2023,7,3675.122,11541.401,0.31842945236891085
PL,2023-08,2023,8,3507.309,11971.16,0.29297987830753247
PL,2023-09,2023,9,3434.097,11976.97,0.28672502310684594
PL,2023-10,2023,10,3993.747,13426.184,0.29745957600461903
PL,2023-11,2023,11,3394.366,13746.806,0.24692033916824024
PL,2023-12,2023,12,4139.495,14575.394,0.28400570166405104
PL,2024-01,2024,1,4184.177,14602.632,0.28653581080451795
PL,2024-02,2024,2,3928.655,12787.085,0.3072361683683185
PL,2024-03,2024,3,4224.22,13379.795,0.3157163469245979
PL,2024-04,2024,4,4168.969,12159.431,0.3428588887095128
PL,2024-05,2024,5,4466.874,11843.994,0.37714254161222976
PL,2024-06,2024,6,3784.327,11457.137,0.33030302421975055
PL,2024-07,2024,7,3991.585,11977.861,0.33324689608603736
PL,2024-08,2024,8,4041.244,12541.906,0.32221928628710816
PL,2024-09,2024,9,4511.308,12642.008,0.3568505889254302
PL,2024-10,2024,10,3909.815,13181.241,0.2966196430214727
PL,2024-11,2024,11,3473.336,14021.82,0.2477093558468159
PL,2024-12,2024,12,3716.209,14698.01,0.2528375610031562
PT,2015-01,2015,1,,4478.0,
PT,2015-02,2015,2,,4710.0,
PT,2015-03,2015,3,,4428.0,
PT,2015-04,2015,4,,3686.0,
PT,2015-05,2015,5,,4074.0,
PT,2015-06,2015,6,,3776.0,
PT,2015-07,2015,7,,4149.0,
PT,2015-08,2015,8,,3830.0,
PT,2015-09,2015,9,,3909.0,
PT,2015-10,2015,10,,4594.0,
PT,2015-11,2015,11,,4075.0,
PT,2015-12,2015,12,,4172.0,
PT,2016-01,2016,1,,5617.0,
PT,2016-02,2016,2,,5511.0,
PT,2016-03,2016,3,,4995.0,
PT,2016-04,2016,4,,4976.0,
PT,2016-05,2016,5,,4776.0,
PT,2016-06,2016,6,,4447.0,
PT,2016-07,2016,7,,4607.0,
PT,2016-08,2016,8,,4499.0,
PT,2016-09,2016,9,,4387.0,
PT,2016-10,2016,10,,4187.0,
PT,2016-11,2016,11,,4662.0,
PT,2016-12,2016,12,,4914.0,
PT,2017-01,2017,1,2582.822,5420.041,0.47653181959324664
PT,2017-02,2017,2,2861.896,5034.43,0.5684647517196585
PT,2017-03,2017,3,2777.628,5049.657,0.5500627072294217
PT,2017-04,2017,4,2095.323,4379.414,0.4784482581459529
PT,2017-05,2017,5,1819.131,4604.848,0.395046915772247
PT,2017-06,2017,6,1698.083,4704.123,0.36097759348554453
PT,2017-07,2017,7,1742.918,5075.642,0.34338867871295886
PT,2017-08,2017,8,1708.014,5155.481,0.331300609972183
PT,2017-09,2017,9,1616.965,4600.635,0.3514656128990889
PT,2017-10,2017,10,1481.0,4113.0,0.3600778020909312
PT,2017-11,2017,11,1817.0,4608.0,0.3943142361111111
PT,2017-12,2017,12,2435.0,4853.0,0.5017514939212858
PT,2018-01,2018,1,2500.0,5181.0,0.4825323296660876
PT,2018-02,2018,2,2371.0,4638.0,0.5112117291936179
PT,2018-03,2018,3,4960.0,6013.0,0.8248794279062033
PT,2018-04,2018,4,3828.0,4736.0,0.808277027027027
PT,2018-05,2018,5,2263.0,4255.0,0.5318448883666275
PT,2018-06,2018,6,2160.0,4765.0,0.453305351521511
PT,2018-07,2018,7,1972.0,5058.0,0.38987742190589164
PT,2018-08,2018,8,1873.0,4770.0,0.39266247379454927
PT,2018-09,2018,9,1605.0,4564.0,0.3516652059596845
PT,2018-10,2018,10,2115.0,4349.0,0.4863186939526328
PT,2018-11,2018,11,2608.0,4889.0,0.5334424217631417
PT,2018-12,2018,12,2801.0,4867.0,0.575508526813232
PT,2019-01,2019,1,2768.0,5057.0,0.5473600949179356
PT,2019-02,2019,2,2207.0,3727.0,0.5921652803863697
PT,2019-03,2019,3,2422.0,3764.0,0.6434643995749203
PT,2019-04,2019,4,2516.0,4092.0,0.6148582600195504
PT,2019-05,2019,5,2242.721,4057.928,0.5526763905125965
PT,2019-06,2019,6,1591.589,3901.036,0.4079913643452662
PT,2019-07,2019,7,1652.928,4421.429,0.37384474566933
PT,2019-08,2019,8,1865.059,3789.269,0.49219493258462255
PT,2019-09,2019,9,2053.554,3871.832,0.5303830331481325
PT,2019-10,2019,10,2070.58,4186.867,0.49454162265006263
PT,2019-11,2019,11,3356.142,5187.589,0.6469560329470974
PT,2019-12,2019,12,4400.502,5784.008,0.7608049643084865
PT,2020-01,2020,1,3933.906,5825.361,0.6753068178950626
PT,2020-02,2020,2,2983.74,4363.125,0.6838538891276321
PT,2020-03,2020,3,3193.267,4392.073,0.727052350905825
PT,2020-04,2020,4,2779.042,3456.632,0.8039739260644465
PT,2020-05,2020,5,2293.843,3322.708,0.6903534707232775
PT,2020-06,2020,6,2047.792,3478.705,0.5886650348333647
PT,2020-07,2020,7,1761.683,3911.725,0.4503596239510702
PT,2020-08,2020,8,1942.306,4229.975,0.4591767090822049
PT,2020-09,2020,9,1981.834,4602.678,0.43058280418486805
PT,2020-10,2020,10,2746.193,4725.963,0.5810864367748966
PT,2020-11,2020,11,2958.129,5180.506,0.5710115961645444
PT,2020-12,2020,12,3682.278,4965.526,0.7415685669554444
PT,2021-01,2021,1,3722.6,5236.345,0.7109157246132559
PT,2021-02,2021,2,4650.542,5309.484,0.8758934013173408
PT,2021-03,2021,3,3512.036,4494.866,0.7813438709852529
PT,2021-04,2021,4,2352.476,3938.787,0.597259003850678
PT,2021-05,2021,5,2468.125,3536.39,0.6979221748732465
PT,2021-06,2021,6,2141.988,3376.948,0.6342970042772349
PT,2021-07,2021,7,2433.66,3953.36,0.615592812190137
PT,2021-08,2021,8,1976.677,3338.404,0.5921023938384928
PT,2021-09,2021,9,1936.562,3675.639,0.5268640364301281
PT,2021-10,2021,10,2136.961,3663.688,0.5832813820390819
PT,2021-11,2021,11,2596.847,4238.693,0.6126527682000088
PT,2021-12,2021,12,3298.196,4599.441,0.7170862720056633
PT,2022-01,2022,1,2820.77,4372.341,0.6451395259427386
PT,2022-02,2022,2,1969.861,3313.37,0.5945188735335928
PT,2022-03,2022,3,2950.25,4366.6,0.6756400861081848
PT,2022-04,2022,4,2652.042,3825.207,0.6933067935931311
PT,2022-05,2022,5,2210.652,3658.232,0.6042951895888505
PT,2022-06,2022,6,1926.074,3572.167,0.5391892372333097
PT,2022-07,2022,7,1886.54,3668.181,0.514298503808836
PT,2022-08,2022,8,1815.663,3527.012,0.5147878714333832
PT,2022-09,2022,9,2112.476,3683.075,0.5735631232054738
PT,2022-10,2022,10,2206.628,3734.876,0.5908169374297835
PT,2022-11,2022,11,2871.597,4414.342,0.650515297636658
PT,2022-12,2022,12,4429.513,5496.469,0.8058833771281162
PT,2023-01,2023,1,4913.786,5680.78,0.8649843859470003
PT,2023-02,2023,2,3220.416,4658.037,0.6913676297547658
PT,2023-03,2023,3,2978.73,3794.562,0.7849996916640182
PT,2023-04,2023,4,2389.493,3057.845,0.781430386432275
PT,2023-05,2023,5,2516.156,3312.95,0.7594910880031392
PT,2023-06,2023,6,2304.655,3492.44,0.6598982373355019
PT,2023-07,2023,7,2395.109,3568.364,0.671206468846788
PT,2023-08,2023,8,2495.19,3600.207,0.6930684818956244
PT,2023-09,2023,9,2170.45,3356.827,0.6465778546228327
PT,2023-10,2023,10,3315.922,4174.616,0.7943058714861438
PT,2023-11,2023,11,4259.586,4968.766,0.85727240928633
PT,2023-12,2023,12,3929.269,4585.064,0.8569714621213574
PT,2024-01,2024,1,4424.714,5277.047,0.838482962156676
PT,2024-02,2024,2,4315.07,4857.519,0.8883279715426743
PT,2024-03,2024,3,5240.888,5817.294,0.9009150990133901
PT,2024-04,2024,4,4404.742,4674.047,0.9423829071466334
PT,2024-05,2024,5,3569.085,3846.975,0.9277640223812217
PT,2024-06,2024,6,2862.958,3106.726,0.9215354041521524
PT,2024-07,2024,7,2947.369,3432.34,0.8587054312801179
PT,2024-08,2024,8,2898.707,3413.984,0.8490687126828949
PT,2024-09,2024,9,2893.466,3367.427,0.8592512918617092
PT,2024-10,2024,10,3566.586,4079.29,0.8743153833142532
PT,2024-11,2024,11,3446.835,4100.197,0.8406510711558494
PT,2024-12,2024,12,3093.359,3933.684,0.7863770958724696
RO,2015-01,2015,1,,5342.0,
RO,2015-02,2015,2,,4713.0,
RO,2015-03,2015,3,,5020.0,
RO,2015-04,2015,4,,4814.0,
RO,2015-05,2015,5,,4271.0,
RO,2015-06,2015,6,,4103.0,
RO,2015-07,2015,7,,4766.0,
RO,2015-08,2015,8,,4873.0,
RO,2015-09,2015,9,,4682.0,
RO,2015-10,2015,10,,5123.0,
RO,2015-11,2015,11,,5190.0,
RO,2015-12,2015,12,,5234.0,
RO,2016-01,2016,1,,5653.0,
RO,2016-02,2016,2,,4832.0,
RO,2016-03,2016,3,,5036.0,
RO,2016-04,2016,4,,5065.0,
RO,2016-05,2016,5,,4326.0,
RO,2016-06,2016,6,,4803.0,
RO,2016-07,2016,7,,5227.0,
RO,2016-08,2016,8,,4845.0,
RO,2016-09,2016,9,,4370.0,
RO,2016-10,2016,10,,4874.0,
RO,2016-11,2016,11,,5282.0,
RO,2016-12,2016,12,,5780.0,
RO,2017-01,2017,1,2076.0,5786.0,0.358797096439682
RO,2017-02,2017,2,1863.0,4947.0,0.37659187386294724
RO,2017-03,2017,3,2415.0,5302.0,0.45548849490758203
RO,2017-04,2017,4,2237.0,4663.0,0.4797340767746086
RO,2017-05,2017,5,2241.0,4343.0,0.5160027630670043
RO,2017-06,2017,6,2029.0,4428.0,0.4582204155374887
RO,2017-07,2017,7,1741.0,4530.0,0.38432671081677705
RO,2017-08,2017,8,1651.0,4433.0,0.3724340175953079
RO,2017-09,2017,9,1766.0,4318.0,0.4089856415006948
RO,2017-10,2017,10,1866.0,4699.0,0.39710576718450735
RO,2017-11,2017,11,1712.0,4863.0,0.3520460621015834
RO,2017-12,2017,12,2289.0,5490.0,0.4169398907103825
RO,2018-01,2018,1,2000.0,5453.0,0.36677058499908305
RO,2018-02,2018,2,2106.0,5320.0,0.39586466165413536
RO,2018-03,2018,3,2603.0,5574.0,0.46698959454610695
RO,2018-04,2018,4,2719.0,4608.0,0.5900607638888888
RO,2018-05,2018,5,2497.0,4361.0,0.5725750974547122
RO,2018-06,2018,6,2053.0,4428.0,0.4636404697380307
RO,2018-07,2018,7,2503.0,4916.0,0.5091537835638731
RO,2018-08,2018,8,2223.0,4902.0,0.45348837209302323
RO,2018-09,2018,9,1907.0,4407.0,0.43272067165872474
RO,2018-10,2018,10,1837.0,4759.0,0.3860054633326329
RO,2018-11,2018,11,1771.0,4950.0,0.35777777777777775
RO,2018-12,2018,12,1660.0,5044.0,0.32910388580491673
RO,2019-01,2019,1,1837.0,4995.0,0.36776776776776776
RO,2019-02,2019,2,1899.0,4699.0,0.4041285379868057
RO,2019-03,2019,3,2175.0,4808.0,0.4523710482529118
RO,2019-04,2019,4,2215.0,4462.0,0.4964141640519946
RO,2019-05,2019,5,3033.0,4665.0,0.6501607717041801
RO,2019-06,2019,6,2944.0,4789.0,0.6147421173522656
RO,2019-07,2019,7,1932.0,4402.0,0.4388914129940936
RO,2019-08,2019,8,1654.0,4057.0,0.4076904116342125
RO,2019-09,2019,9,1447.0,3702.0,0.3908698001080497
RO,2019-10,2019,10,1368.0,4079.0,0.3353763177249326
RO,2019-11,2019,11,1799.0,4478.0,0.4017418490397499
RO,2019-12,2019,12,1897.0,4738.0,0.4003799071338117
RO,2020-01,2020,1,1824.0,4889.0,0.373082429944774
RO,2020-02,2020,2,1974.0,4443.0,0.4442943956785955
RO,2020-03,2020,3,2276.0,4497.0,0.5061151879030464
RO,2020-04,2020,4,1970.0,3632.0,0.5424008810572687
RO,2020-05,2020,5,1913.0,3473.0,0.5508206161819752
RO,2020-06,2020,6,2190.0,3812.0,0.574501573976915
RO,2020-07,2020,7,2308.0,4238.0,0.5445965077866919
RO,2020-08,2020,8,1991.0,4277.0,0.4655132101940613
RO,2020-09,2020,9,1759.0,4097.0,0.42933854039541125
RO,2020-10,2020,10,1968.0,4069.0,0.48365691816171047
RO,2020-11,2020,11,1772.0,4353.0,0.40707558005972894
RO,2020-12,2020,12,2122.0,4913.0,0.43191532668430693
RO,2021-01,2021,1,2154.0,4706.0,0.457713557161071
RO,2021-02,2021,2,2262.0,4697.0,0.4815839897807111
RO,2021-03,2021,3,2396.0,4953.0,0.4837472239047042
RO,2021-04,2021,4,2236.0,4453.0,0.5021333932180553
RO,2021-05,2021,5,2898.0,4571.0,0.6339969372128637
RO,2021-06,2021,6,2724.0,4669.0,0.5834225744270721
RO,2021-07,2021,7,2121.0,4559.0,0.4652336038604957
RO,2021-08,2021,8,1677.0,4038.0,0.41530460624071325
RO,2021-09,2021,9,1606.0,3881.0,0.41381087348621487
RO,2021-10,2021,10,1673.0,4138.0,0.4043015949734171
RO,2021-11,2021,11,1554.0,4192.0,0.37070610687022904
RO,2021-12,2021,12,2105.0,4845.0,0.434468524251806
RO,2022-01,2022,1,2368.0,5024.0,0.4713375796178344
RO,2022-02,2022,2,1762.0,4214.0,0.41813004271476034
RO,2022-03,2022,3,2103.0,4333.0,0.4853450265405031
RO,2022-04,2022,4,2236.0,4192.0,0.5333969465648855
RO,2022-05,2022,5,2167.0,4200.0,0.5159523809523809
RO,2022-06,2022,6,1960.0,3916.0,0.5005107252298263
