country,time_period,year,month,renewable_generation_gwh,total_generation_gwh,renewable_share
AL,2015-01,2015,1,,,
AL,2015-02,2015,2,,,
AL,2015-03,2015,3,,,
AL,2015-04,2015,4,,,
AL,2015-05,2015,5,,,
AL,2015-06,2015,6,,,
AL,2015-07,2015,7,,,
AL,2015-08,2015,8,,,
AL,2015-09,2015,9,,,
AL,2015-10,2015,10,,,
AL,2015-11,2015,11,,,
AL,2015-12,2015,12,,,
AL,2016-01,2016,1,,,
AL,2016-02,2016,2,,,
AL,2016-03,2016,3,,,
AL,2016-04,2016,4,,,
AL,2016-05,2016,5,,,
AL,2016-06,2016,6,,,
AL,2016-07,2016,7,,,
AL,2016-08,2016,8,,,
AL,2016-09,2016,9,,,
AL,2016-10,2016,10,,,
AL,2016-11,2016,11,,,
AL,2016-12,2016,12,,,
AL,2017-01,2017,1,,,
AL,2017-02,2017,2,,,
AL,2017-03,2017,3,,,
AL,2017-04,2017,4,,,
AL,2017-05,2017,5,,,
AL,2017-06,2017,6,,,
AL,2017-07,2017,7,,,
AL,2017-08,2017,8,,,
AL,2017-09,2017,9,,,
AL,2017-10,2017,10,,,
AL,2017-11,2017,11,,,
AL,2017-12,2017,12,,,
AL,2018-01,2018,1,884.286,884.286,1.0
AL,2018-02,2018,2,1054.965,1054.965,1.0
AL,2018-03,2018,3,1291.465,1291.465,1.0
AL,2018-04,2018,4,1174.183,1174.183,1.0
AL,2018-05,2018,5,1007.731,1007.731,1.0
AL,2018-06,2018,6,533.948,533.948,1.0
AL,2018-07,2018,7,569.644,569.644,1.0
AL,2018-08,2018,8,581.776,581.776,1.0
AL,2018-09,2018,9,489.469,489.469,1.0
AL,2018-10,2018,10,271.923,271.923,1.0
AL,2018-11,2018,11,263.479,263.479,1.0
AL,2018-12,2018,12,473.668,473.668,1.0
AL,2019-01,2019,1,419.847,419.847,1.0
AL,2019-02,2019,2,525.664,525.664,1.0
AL,2019-03,2019,3,342.72,342.72,1.0
AL,2019-04,2019,4,320.069,320.069,1.0
AL,2019-05,2019,5,520.692,520.692,1.0
AL,2019-06,2019,6,443.934,443.934,1.0
AL,2019-07,2019,7,457.805,457.805,1.0
AL,2019-08,2019,8,477.79,477.79,1.0
AL,2019-09,2019,9,258.513,258.513,1.0
AL,2019-10,2019,10,263.104,263.104,1.0
AL,2019-11,2019,11,433.041,433.041,1.0
AL,2019-12,2019,12,773.454,773.454,1.0
AL,2020-01,2020,1,537.469,537.469,1.0
AL,2020-02,2020,2,469.007,469.007,1.0
AL,2020-03,2020,3,547.065,547.065,1.0
AL,2020-04,2020,4,405.656,405.656,1.0
AL,2020-05,2020,5,371.832,371.832,1.0
AL,2020-06,2020,6,416.142,416.142,1.0
AL,2020-07,2020,7,490.564,490.565,0.9999979615341494
AL,2020-08,2020,8,461.13,461.13,1.0
AL,2020-09,2020,9,336.961,336.962,0.9999970323063135
AL,2020-10,2020,10,554.54,554.541,0.9999981967068259
AL,2020-11,2020,11,361.263,361.263,1.0
AL,2020-12,2020,12,392.439,392.438,1.0000025481732147
AL,2021-01,2021,1,1156.584,1156.584,1.0
AL,2021-02,2021,2,1187.193,1187.193,1.0
AL,2021-03,2021,3,1017.182,1017.182,1.0
AL,2021-04,2021,4,1003.523,1003.524,0.9999990035116251
AL,2021-05,2021,5,984.572,984.572,1.0
AL,2021-06,2021,6,685.176,685.176,1.0
AL,2021-07,2021,7,639.673,639.673,1.0
AL,2021-08,2021,8,453.248,453.248,1.0
AL,2021-09,2021,9,288.069,288.069,1.0
AL,2021-10,2021,10,313.048,313.047,1.0000031944085073
AL,2021-11,2021,11,344.823,344.822,1.0000029000469808
AL,2021-12,2021,12,938.389,938.389,1.0
AL,2022-01,2022,1,798.957,798.957,1.0
AL,2022-02,2022,2,575.537,575.537,1.0
AL,2022-03,2022,3,651.408,651.552,0.9997789892441432
AL,2022-04,2022,4,697.597,697.597,1.0
AL,2022-05,2022,5,573.015,573.015,1.0
AL,2022-06,2022,6,382.698,382.83,0.9996551994357809
AL,2022-07,2022,7,450.858,450.858,1.0
AL,2022-08,2022,8,514.055,514.207,0.9997043992010999
AL,2022-09,2022,9,408.139,408.139,1.0
AL,2022-10,2022,10,392.896,393.003,0.9997277374472969
AL,2022-11,2022,11,550.533,550.644,0.9997984178525509
AL,2022-12,2022,12,1034.728,1034.864,0.9998685817653334
AL,2023-01,2023,1,1164.524,1164.524,1.0
AL,2023-02,2023,2,936.733,936.733,1.0
AL,2023-03,2023,3,862.225,862.225,1.0
AL,2023-04,2023,4,771.551,771.55,1.000001296092282
AL,2023-05,2023,5,868.677,868.677,1.0
AL,2023-06,2023,6,759.421,759.421,1.0
AL,2023-07,2023,7,600.516,600.516,1.0
AL,2023-08,2023,8,563.483,563.483,1.0
AL,2023-09,2023,9,488.306,488.306,1.0
AL,2023-10,2023,10,404.39,404.389,1.0000024728664725
AL,2023-11,2023,11,808.767,808.766,1.000001236451582
AL,2023-12,2023,12,1061.547,1061.548,0.9999990579794791
AL,2024-01,2024,1,1049.85,1049.85,1.0
AL,2024-02,2024,2,790.996,790.996,1.0
AL,2024-03,2024,3,783.613,783.613,1.0
AL,2024-04,2024,4,665.817,665.817,1.0
AL,2024-05,2024,5,711.162,711.162,1.0
AL,2024-06,2024,6,510.722,510.722,1.0
AL,2024-07,2024,7,581.226,581.226,1.0
AL,2024-08,2024,8,563.12,570.756,0.9866212532150341
AL,2024-09,2024,9,488.394,490.249,0.9962162084981305
AL,2024-10,2024,10,530.222,532.954,0.994873854028678
AL,2024-11,2024,11,598.518,600.827,0.9961569636517666
AL,2024-12,2024,12,1001.19,1008.573,0.9926797564479716
AT,2015-01,2015,1,,5843.0,
AT,2015-02,2015,2,,4806.0,
AT,2015-03,2015,3,,5109.0,
AT,2015-04,2015,4,,5437.0,
AT,2015-05,2015,5,,6142.0,
AT,2015-06,2015,6,,5764.0,
AT,2015-07,2015,7,,5150.0,
AT,2015-08,2015,8,,4861.0,
AT,2015-09,2015,9,,4902.0,
AT,2015-10,2015,10,,5421.0,
AT,2015-11,2015,11,,4963.0,
AT,2015-12,2015,12,,4708.0,
AT,2016-01,2016,1,,4840.0,
AT,2016-02,2016,2,,5421.0,
AT,2016-03,2016,3,,4970.0,
AT,2016-04,2016,4,,5239.0,
AT,2016-05,2016,5,,5669.0,
AT,2016-06,2016,6,,6148.0,
AT,2016-07,2016,7,,6245.0,
AT,2016-08,2016,8,,5760.0,
AT,2016-09,2016,9,,4926.0,
AT,2016-10,2016,10,,5283.0,
AT,2016-11,2016,11,,5524.0,
AT,2016-12,2016,12,,5838.0,
AT,2017-01,2017,1,3074.288,6290.276,0.4887365832596217
AT,2017-02,2017,2,2578.002,4953.167,0.5204754856842096
AT,2017-03,2017,3,3730.42,5623.003,0.6634213070844885
AT,2017-04,2017,4,3695.41,5125.689,0.7209586847738908
AT,2017-05,2017,5,4465.873,5623.2,0.7941871176554275
AT,2017-06,2017,6,3979.431,5297.569,0.7511805886813366
AT,2017-07,2017,7,4230.602,5535.699,0.7642398909333763
AT,2017-08,2017,8,4720.52,6011.563,0.7852400448934829
AT,2017-09,2017,9,4822.447,6146.523,0.7845812990531394
AT,2017-10,2017,10,3944.406,5698.776,0.6921496826686994
AT,2017-11,2017,11,3852.622,5988.583,0.6433278122721184
AT,2017-12,2017,12,3878.967,5881.452,0.6595254029107098
AT,2018-01,2018,1,4305.411,6456.739,0.6668088953262631
AT,2018-02,2018,2,3524.728,5675.931,0.6209955688326726
AT,2018-03,2018,3,3441.494,5384.918,0.6390986826540349
AT,2018-04,2018,4,4557.838,5851.886,0.7788665056017837
AT,2018-05,2018,5,4939.223,6166.201,0.8010155685810436
AT,2018-06,2018,6,4546.079,5710.64,0.7960717187565666
AT,2018-07,2018,7,3778.851,4902.891,0.770739345418856
AT,2018-08,2018,8,3141.604,4264.524,0.7366833906902621
AT,2018-09,2018,9,3231.407,4583.06,0.7050763027322356
AT,2018-10,2018,10,3232.431,4997.904,0.6467573206688243
AT,2018-11,2018,11,3237.224,5389.783,0.6006223256112537
AT,2018-12,2018,12,3656.609,6203.315,0.5894604739562638
AT,2019-01,2019,1,4119.727,6653.671,0.6191660212835891
AT,2019-02,2019,2,3379.85,5496.646,0.6148931548438812
AT,2019-03,2019,3,4435.321,6053.56,0.7326797785104963
AT,2019-04,2019,4,4723.691,6275.728,0.7526921179502999
AT,2019-05,2019,5,5102.429,6260.935,0.8149627811181557
AT,2019-06,2019,6,5326.03,6573.525,0.8102243469067205
AT,2019-07,2019,7,4388.718,5829.36,0.7528644653958583
AT,2019-08,2019,8,4093.864,5541.063,0.7388228576358002
AT,2019-09,2019,9,3566.382,5261.288,0.6778534077587086
AT,2019-10,2019,10,3274.752,5377.409,0.6089832482520857
AT,2019-11,2019,11,3901.497,5989.263,0.651415207513846
AT,2019-12,2019,12,3639.567,5699.986,0.638522094615671
AT,2020-01,2020,1,3224.005,5778.298,0.5579506283684227
AT,2020-02,2020,2,4033.043,5856.173,0.6886823527925149
AT,2020-03,2020,3,4049.386,5861.556,0.6908380641590731
AT,2020-04,2020,4,3592.725,4844.768,0.741568017292056
AT,2020-05,2020,5,4502.706,5585.092,0.8062008647306079
AT,2020-06,2020,6,5033.629,6113.22,0.8234005973938447
AT,2020-07,2020,7,4908.227,6300.998,0.7789602535979221
AT,2020-08,2020,8,4629.917,5963.146,0.7764218752987099
AT,2020-09,2020,9,4529.002,5792.247,0.7819076085671071
AT,2020-10,2020,10,4528.579,6195.639,0.7309300945390782
AT,2020-11,2020,11,3658.366,5539.789,0.6603800253042129
AT,2020-12,2020,12,3477.842,5572.253,0.6241356952026407
AT,2021-01,2021,1,3308.497,5408.415,0.6117313482785621
AT,2021-02,2021,2,3472.805,5240.045,0.662743354303255
AT,2021-03,2021,3,3305.492,5126.138,0.6448308648733219
AT,2021-04,2021,4,3485.076,5125.547,0.6799422578702332
AT,2021-05,2021,5,5078.092,6437.096,0.7888793331651416
AT,2021-06,2021,6,5085.921,6299.526,0.8073497910795194
AT,2021-07,2021,7,4944.421,6060.688,0.815818435134757
AT,2021-08,2021,8,5224.328,6382.536,0.8185348269089278
AT,2021-09,2021,9,3655.333,4757.183,0.7683818343755118
AT,2021-10,2021,10,3358.305,5029.643,0.6677024592003845
AT,2021-11,2021,11,3339.622,5612.153,0.5950696639952616
AT,2021-12,2021,12,3499.865,5695.746,0.6144699921660832
AT,2022-01,2022,1,4109.272,6355.315,0.6465882493629348
AT,2022-02,2022,2,3529.675,5410.038,0.652430722298069
AT,2022-03,2022,3,3369.832,5587.563,0.6030951239386473
AT,2022-04,2022,4,4035.313,5620.21,0.7180003950030337
AT,2022-05,2022,5,4465.005,6044.519,0.7386865687741241
AT,2022-06,2022,6,4532.441,5786.805,0.7832372094791512
AT,2022-07,2022,7,3810.322,5018.698,0.7592252014367072
AT,2022-08,2022,8,3549.468,4663.664,0.7610899927610566
AT,2022-09,2022,9,3656.602,5161.63,0.7084200146077886
AT,2022-10,2022,10,3624.782,5160.094,0.7024643349520377
AT,2022-11,2022,11,3100.701,4967.549,0.6241913265475589
AT,2022-12,2022,12,3399.515,5289.284,0.6427174264040275
AT,2023-01,2023,1,3712.006,5412.35,0.6858399770894342
AT,2023-02,2023,2,3482.24,5182.126,0.6719713106165307
AT,2023-03,2023,3,3871.298,5559.889,0.6962905194690038
AT,2023-04,2023,4,4150.284,5768.142,0.7195183475025406
AT,2023-05,2023,5,5444.002,7042.562,0.7730144228762204
AT,2023-06,2023,6,4441.225,5791.215,0.766890022214682
AT,2023-07,2023,7,4174.198,5561.896,0.7504991103753109
AT,2023-08,2023,8,4834.097,6097.86,0.7927530313913406
AT,2023-09,2023,9,3887.32,5264.222,0.7384415018971465
AT,2023-10,2023,10,3416.498,4761.429,0.7175362690486407
AT,2023-11,2023,11,4674.983,6349.579,0.7362666091720412
AT,2023-12,2023,12,4865.356,6496.213,0.7489526590338094
AT,2024-01,2024,1,5166.731,7240.023,0.7136346113817594
AT,2024-02,2024,2,4378.335,5938.472,0.7372830923510291
AT,2024-03,2024,3,4462.499,6099.192,0.7316541273007965
AT,2024-04,2024,4,4797.823,6389.752,0.7508621617865607
AT,2024-05,2024,5,5231.519,6818.208,0.7672865069531467
AT,2024-06,2024,6,5328.238,6887.266,0.7736361569307764
AT,2024-07,2024,7,5400.274,6942.193,0.7778916546975863
AT,2024-08,2024,8,4188.501,5598.074,0.7482039358536526
AT,2024-09,2024,9,4582.548,5853.403,0.7828861262414359
AT,2024-10,2024,10,5331.12,6884.949,0.7743151038591571
AT,2024-11,2024,11,3575.33,5934.697,0.6024452469940756
AT,2024-12,2024,12,3814.311,5966.272,0.6393122874719759
BA,2015-01,2015,1,,,
BA,2015-02,2015,2,,,
BA,2015-03,2015,3,,,
BA,2015-04,2015,4,,,
BA,2015-05,2015,5,,,
BA,2015-06,2015,6,,,
BA,2015-07,2015,7,,,
BA,2015-08,2015,8,,,
BA,2015-09,2015,9,,,
BA,2015-10,2015,10,,,
BA,2015-11,2015,11,,,
BA,2015-12,2015,12,,,
BA,2016-01,2016,1,,,
BA,2016-02,2016,2,,,
BA,2016-03,2016,3,,,
BA,2016-04,2016,4,,,
BA,2016-05,2016,5,,,
BA,2016-06,2016,6,,,
BA,2016-07,2016,7,,,
BA,2016-08,2016,8,,,
BA,2016-09,2016,9,,,
BA,2016-10,2016,10,,,
BA,2016-11,2016,11,,,
BA,2016-12,2016,12,,,
BA,2017-01,2017,1,331.313,1396.362,0.2372687025284274
BA,2017-02,2017,2,287.871,1249.307,0.2304245473690614
BA,2017-03,2017,3,407.662,1344.106,0.30329601980796156
BA,2017-04,2017,4,315.536,1058.429,0.2981173040421228
BA,2017-05,2017,5,254.704,922.419,0.2761261422412158
BA,2017-06,2017,6,222.594,1155.907,0.19257085561381668
BA,2017-07,2017,7,274.66,1219.894,0.2251507098157709
BA,2017-08,2017,8,261.333,1195.137,0.21866363437831818
BA,2017-09,2017,9,,,
BA,2017-10,2017,10,,,
BA,2017-11,2017,11,,,
BA,2017-12,2017,12,,,
BA,2018-01,2018,1,520.586,1469.877,0.35416977066788585
BA,2018-02,2018,2,551.49,1474.993,0.3738932998326094
BA,2018-03,2018,3,1129.831,1960.591,0.5762706245208715
BA,2018-04,2018,4,812.36,1351.83,0.600933549336825
BA,2018-05,2018,5,484.655,1245.136,0.3892386052607908
BA,2018-06,2018,6,,,
BA,2018-07,2018,7,,,
BA,2018-08,2018,8,,,
BA,2018-09,2018,9,,,
BA,2018-10,2018,10,,,
BA,2018-11,2018,11,,,
BA,2018-12,2018,12,,,
BA,2019-01,2019,1,425.751,1381.712,0.30813295390066814
BA,2019-02,2019,2,520.195,1356.438,0.3835007571300716
BA,2019-03,2019,3,503.3,1349.648,0.37291204817848805
BA,2019-04,2019,4,535.572,1042.98,0.5135016970603463
BA,2019-05,2019,5,631.876,1220.749,0.5176133668755821
BA,2019-06,2019,6,591.055,1262.396,0.46820094486991404
BA,2019-07,2019,7,380.862,1344.049,0.28336913311940265
BA,2019-08,2019,8,392.649,1374.492,0.2856684505984757
BA,2019-09,2019,9,348.888,1169.254,0.29838512419029567
BA,2019-10,2019,10,415.989,1121.055,0.37106921605095194
BA,2019-11,2019,11,643.119,1482.494,0.4338088383494301
BA,2019-12,2019,12,831.249,1738.129,0.47824355959770537
BA,2020-01,2020,1,604.072,1703.876,0.35452814641441044
BA,2020-02,2020,2,433.595,1369.651,0.31657334605676923
BA,2020-03,2020,3,585.799,1436.964,0.40766435345631485
BA,2020-04,2020,4,243.798,1082.729,0.2251699178649505
BA,2020-05,2020,5,193.205,1017.45,0.18989139515455306
BA,2020-06,2020,6,273.078,953.126,0.28650776497545966
BA,2020-07,2020,7,303.543,1139.828,0.266305968970757
BA,2020-08,2020,8,271.06,1213.854,0.22330527394563102
BA,2020-09,2020,9,321.672,1071.386,0.30023912950141224
BA,2020-10,2020,10,448.613,1189.291,0.3772104556412182
BA,2020-11,2020,11,477.857,1438.112,0.33228079593244475
BA,2020-12,2020,12,593.412,1555.32,0.3815369184476507
BA,2021-01,2021,1,900.179,1927.507,0.46701724040431497
BA,2021-02,2021,2,976.341,1850.101,0.5277230810642229
BA,2021-03,2021,3,773.706,1602.114,0.4829281811406679
BA,2021-04,2021,4,549.02,1220.233,0.4499304640998891
BA,2021-05,2021,5,470.002,1122.253,0.4188021774056296
BA,2021-06,2021,6,316.041,1091.022,0.2896742687131882
BA,2021-07,2021,7,283.964,1182.445,0.24014985897864172
BA,2021-08,2021,8,385.733,1188.004,0.3246899842088074
BA,2021-09,2021,9,326.699,1101.557,0.2965792963959196
BA,2021-10,2021,10,364.764,1185.718,0.3076313254922334
BA,2021-11,2021,11,574.369,1434.282,0.4004575111449492
BA,2021-12,2021,12,856.435,1697.523,0.504520410032736
BA,2022-01,2022,1,643.395,1570.291,0.40972978893720974
BA,2022-02,2022,2,475.661,1296.847,0.3667826659582819
BA,2022-03,2022,3,459.83,1336.761,0.3439881923545047
BA,2022-04,2022,4,519.423,1373.034,0.3783030864494251
BA,2022-05,2022,5,390.441,1180.314,0.330794178498264
BA,2022-06,2022,6,336.521,1062.127,0.3168368754395661
BA,2022-07,2022,7,359.456,1135.205,0.3166441303553103
BA,2022-08,2022,8,265.407,1096.016,0.24215613640676775
BA,2022-09,2022,9,243.729,902.574,0.27003769220030716
BA,2022-10,2022,10,329.105,1025.236,0.32100413953470225
BA,2022-11,2022,11,372.804,1244.32,0.29960460331747457
BA,2022-12,2022,12,602.857,1415.786,0.4258108216919788
BA,2023-01,2023,1,680.0,1438.155,0.47282803313968247
BA,2023-02,2023,2,648.087,1224.88,0.5291024426882632
BA,2023-03,2023,3,878.03,1583.355,0.5545376747476087
BA,2023-04,2023,4,523.824,1237.953,0.42313722734223347
BA,2023-05,2023,5,771.688,1341.763,0.5751298850840275
BA,2023-06,2023,6,599.578,1208.587,0.4960983363216715
BA,2023-07,2023,7,475.766,1183.916,0.4018579020808909
BA,2023-08,2023,8,374.692,1216.84,0.30792215903487724
BA,2023-09,2023,9,301.81,1058.8,0.2850491122024934
BA,2023-10,2023,10,325.27,1122.207,0.2898484860636228
BA,2023-11,2023,11,644.642,1337.058,0.48213465683612833
BA,2023-12,2023,12,739.074,1424.668,0.5187692851948664
BA,2024-01,2024,1,641.012,1477.729,0.43378183685912636
BA,2024-02,2024,2,581.724,1299.575,0.447626339380182
BA,2024-03,2024,3,663.272,1276.864,0.5194539120846073
BA,2024-04,2024,4,394.959,949.918,0.415782204358692
BA,2024-05,2024,5,336.159,1011.996,0.33217423784283734
BA,2024-06,2024,6,353.37,953.051,0.37077763939180586
BA,2024-07,2024,7,436.564,1195.214,0.36526011241501527
BA,2024-08,2024,8,327.13,1152.347,0.28388150444267224
BA,2024-09,2024,9,256.456,967.482,0.2650757326751299
BA,2024-10,2024,10,440.727,1067.714,0.41277626780205184
BA,2024-11,2024,11,509.753,1326.268,0.38435142821812784
BA,2024-12,2024,12,583.794,1362.464,0.4284839819620922
BE,2015-01,2015,1,,6537.0,
BE,2015-02,2015,2,,5894.0,
BE,2015-03,2015,3,,5622.0,
BE,2015-04,2015,4,,4834.0,
BE,2015-05,2015,5,,5018.0,
BE,2015-06,2015,6,,4795.0,
BE,2015-07,2015,7,,4710.0,
BE,2015-08,2015,8,,4461.0,
BE,2015-09,2015,9,,4795.0,
BE,2015-10,2015,10,,5479.0,
BE,2015-11,2015,11,,6084.0,
BE,2015-12,2015,12,,6309.0,
BE,2016-01,2016,1,,7916.0,
BE,2016-02,2016,2,,7041.0,
BE,2016-03,2016,3,,7401.0,
BE,2016-04,2016,4,,6565.0,
BE,2016-05,2016,5,,5837.0,
BE,2016-06,2016,6,,5619.0,
BE,2016-07,2016,7,,6302.0,
BE,2016-08,2016,8,,6828.0,
BE,2016-09,2016,9,,5929.0,
BE,2016-10,2016,10,,6029.0,
BE,2016-11,2016,11,,6623.0,
BE,2016-12,2016,12,,7402.0,
BE,2017-01,2017,1,991.573,7566.33,0.13105072075894125
BE,2017-02,2017,2,1115.666,6778.839,0.16458068999721043
BE,2017-03,2017,3,1379.943,7005.369,0.1969836278431586
BE,2017-04,2017,4,1069.624,5339.215,0.20033356963523663
BE,2017-05,2017,5,1201.475,5735.443,0.20948251076682303
BE,2017-06,2017,6,1297.341,6532.45,0.19859945349753919
BE,2017-07,2017,7,1206.045,7029.324,0.17157339738501173
BE,2017-08,2017,8,1081.333,6848.001,0.15790491268911908
BE,2017-09,2017,9,1078.063,6437.893,0.16745587415012958
BE,2017-10,2017,10,1379.56,6697.184,0.20599105534505247
BE,2017-11,2017,11,1176.593,6730.611,0.17481221244252565
BE,2017-12,2017,12,1405.465,7590.556,0.18515969054177323
BE,2018-01,2018,1,1459.253,7023.601,0.20776422236969327
BE,2018-02,2018,2,1338.481,6962.57,0.19223950351666125
BE,2018-03,2018,3,1363.034,7141.561,0.1908593933455165
BE,2018-04,2018,4,1258.863,5481.296,0.22966521056334122
BE,2018-05,2018,5,1248.352,5289.703,0.2359966145547302
BE,2018-06,2018,6,1307.188,5185.437,0.2520883003688985
BE,2018-07,2018,7,1277.32,5506.12,0.23198186744931093
BE,2018-08,2018,8,1246.811,5256.643,0.23718768803588144
BE,2018-09,2018,9,1160.455,4536.412,0.25580899618464986
BE,2018-10,2018,10,1243.558,5333.183,0.23317369758360063
BE,2018-11,2018,11,1348.211,5839.314,0.230885169045542
BE,2018-12,2018,12,1471.669,5656.507,0.2601727532556753
BE,2019-01,2019,1,1393.956,7374.325,0.18902828394463222
BE,2019-02,2019,2,1296.4,6424.771,0.20178151096747263
BE,2019-03,2019,3,1704.352,7134.404,0.23889199434178385
BE,2019-04,2019,4,1284.603,6764.483,0.18990409170959555
BE,2019-05,2019,5,1220.791,6681.769,0.18270475977244946
BE,2019-06,2019,6,1455.796,6386.188,0.2279600913721926
BE,2019-07,2019,7,1285.06,7029.44,0.1828111485409933
BE,2019-08,2019,8,1497.778,7840.02,0.19104262489126303
BE,2019-09,2019,9,1520.45,7962.518,0.1909509027169546
BE,2019-10,2019,10,1549.153,7693.224,0.20136590329359966
BE,2019-11,2019,11,1448.226,7729.24,0.18736978021124978
BE,2019-12,2019,12,1781.983,7822.894,0.22779076387843167
BE,2020-01,2020,1,1818.496,7730.039,0.2352505595379273
BE,2020-02,2020,2,2172.107,7344.901,0.29572992202345544
BE,2020-03,2020,3,2216.856,7557.341,0.29333809338496175
BE,2020-04,2020,4,1744.606,6319.85,0.27605180502701804
BE,2020-05,2020,5,1950.46,6946.053,0.28080119745703064
BE,2020-06,2020,6,1673.908,6363.644,0.2630423700634416
BE,2020-07,2020,7,1682.899,7013.139,0.2399637309341794
BE,2020-08,2020,8,1610.102,6388.543,0.2520296098813141
BE,2020-09,2020,9,1566.061,6601.349,0.2372334806113114
BE,2020-10,2020,10,1960.555,6819.878,0.28747655016702645
BE,2020-11,2020,11,1703.085,7194.745,0.2367123504724629
BE,2020-12,2020,12,1901.055,7959.872,0.23882984550505335
BE,2021-01,2021,1,1731.978,8439.551,0.20522158110070077
BE,2021-02,2021,2,1903.507,8136.933,0.23393421083840804
BE,2021-03,2021,3,2037.813,8988.896,0.22670336824455417
BE,2021-04,2021,4,1893.695,8217.967,0.23043351232731887
BE,2021-05,2021,5,1989.203,7561.579,0.26306714510289453
BE,2021-06,2021,6,1507.741,7311.862,0.2062047943465016
BE,2021-07,2021,7,1851.631,7711.215,0.24012182256622336
BE,2021-08,2021,8,1870.55,7505.882,0.24921121861494758
BE,2021-09,2021,9,1479.686,6494.959,0.2278206837025453
BE,2021-10,2021,10,2128.137,7795.428,0.27299809580692685
BE,2021-11,2021,11,1459.372,7784.34,0.1874753672116069
BE,2021-12,2021,12,1864.546,8753.196,0.21301316684785765
BE,2022-01,2022,1,1629.925,8792.903,0.18536824527690116
BE,2022-02,2022,2,2414.41,7726.513,0.3124837814936699
BE,2022-03,2022,3,1799.307,7487.821,0.24029781160634048
BE,2022-04,2022,4,2129.672,7352.886,0.28963756544029107
BE,2022-05,2022,5,1835.455,7098.852,0.2585565947846215
BE,2022-06,2022,6,1814.318,6665.86,0.27218063385669666
BE,2022-07,2022,7,1842.729,6871.319,0.26817689587690513
BE,2022-08,2022,8,1737.268,7675.175,0.22634897575625312
BE,2022-09,2022,9,1615.012,7407.14,0.2180344910451267
BE,2022-10,2022,10,1886.349,7486.677,0.2519607831351613
BE,2022-11,2022,11,2074.235,7393.091,0.2805639752033351
BE,2022-12,2022,12,1684.091,7671.293,0.21953157049274483
BE,2023-01,2023,1,2294.201,8201.537,0.27972817777936015
BE,2023-02,2023,2,1725.549,6865.581,0.25133328118916665
BE,2023-03,2023,3,2271.198,7173.605,0.31660483118320565
BE,2023-04,2023,4,2008.654,6051.825,0.33190880436893005
BE,2023-05,2023,5,2050.384,5657.454,0.36242168296905286
BE,2023-06,2023,6,2067.088,6100.039,0.3388647187337655
BE,2023-07,2023,7,2333.506,6626.395,0.3521531692571903
BE,2023-08,2023,8,1852.001,5980.742,0.3096607410919916
BE,2023-09,2023,9,1679.476,5191.126,0.3235282672776581
BE,2023-10,2023,10,2104.056,5817.76,0.3616608454112923
BE,2023-11,2023,11,2251.727,6430.015,0.35019000733279776
BE,2023-12,2023,12,2361.675,6685.021,0.3532786209646911
BE,2024-01,2024,1,2175.053,7082.084,0.30712047470772724
BE,2024-02,2024,2,2154.802,6241.9,0.3452157195725661
BE,2024-03,2024,3,1978.867,5684.746,0.3481012168353696
BE,2024-04,2024,4,2511.023,5763.956,0.4356422915095119
BE,2024-05,2024,5,1849.254,5530.884,0.334350530584261
BE,2024-06,2024,6,2142.481,5856.957,0.3658010465161346
BE,2024-07,2024,7,2144.538,6039.114,0.35510805061802114
BE,2024-08,2024,8,2293.555,6069.778,0.3778647258598255
BE,2024-09,2024,9,2020.888,5159.865,0.39165520803354353
BE,2024-10,2024,10,1693.535,5109.184,0.3314687824905112
BE,2024-11,2024,11,1503.8,5682.69,0.2646281954496902
BE,2024-12,2024,12,2078.183,6485.476,0.32043646449389374
BG,2015-01,2015,1,,4507.0,
BG,2015-02,2015,2,,3887.0,
BG,2015-03,2015,3,,4056.0,
BG,2015-04,2015,4,,3517.0,
BG,2015-05,2015,5,,2999.0,
BG,2015-06,2015,6,,3455.0,
BG,2015-07,2015,7,,3867.0,
BG,2015-08,2015,8,,3710.0,
BG,2015-09,2015,9,,3198.0,
BG,2015-10,2015,10,,3211.0,
BG,2015-11,2015,11,,3487.0,
BG,2015-12,2015,12,,4040.0,
BG,2016-01,2016,1,,4254.0,
BG,2016-02,2016,2,,3366.0,
BG,2016-03,2016,3,,3264.0,
BG,2016-04,2016,4,,2670.0,
BG,2016-05,2016,5,,2822.0,
BG,2016-06,2016,6,,3161.0,
BG,2016-07,2016,7,,3335.0,
BG,2016-08,2016,8,,3357.0,
BG,2016-09,2016,9,,3197.0,
BG,2016-10,2016,10,,3271.0,
BG,2016-11,2016,11,,3465.0,
BG,2016-12,2016,12,,4119.0,
BG,2017-01,2017,1,468.222,4260.411,0.10990066451335329
BG,2017-02,2017,2,351.064,3571.19,0.09830448673971422
BG,2017-03,2017,3,476.357,3589.177,0.1327203980188216
BG,2017-04,2017,4,488.501,3106.833,0.15723439270794407
BG,2017-05,2017,5,536.165,2879.1,0.1862265985898371
BG,2017-06,2017,6,633.544,3022.444,0.20961314750579332
BG,2017-07,2017,7,565.479,3381.235,0.16724037223085647
BG,2017-08,2017,8,512.53,3449.899,0.14856376954803605
BG,2017-09,2017,9,380.664,3061.824,0.12432589201730733
BG,2017-10,2017,10,397.464,3057.42,0.1299998037561081
BG,2017-11,2017,11,311.911,3622.729,0.0860983529267577
BG,2017-12,2017,12,414.811,3722.362,0.11143757646354653
