country,time_period,C0000,CF,CF_NR_OTH,CF_R,FE,G3000,N9000,O4000XBIO,RA000,RA100,RA110,RA120,RA130,RA200,RA300,RA310,RA320,RA400,RA410,RA420,RA500_5160,TOTAL,X9900,year,month,share_ra000,share_ra100,share_ra110,share_ra120,share_ra130,share_ra200,share_ra300,share_ra310,share_ra320,share_ra400,share_ra410,share_ra420,share_ra500_5160,share_cf,share_cf_r,share_cf_nr_oth,share_c0000,share_g3000,share_o4000xbio,share_fe,share_n9000,share_x9900
BG,2022-03,1974.102,2406.975,0.0,191.45,,199.943,1535.552,41.48,925.485,378.875,333.829,42.297,2.749,0.0,203.201,203.201,0.0,154.708,0.0,154.708,0.0,4683.338,4.027,2022,3,0.1976122586070021,0.08089849590185462,0.07128014249665517,0.00903137890111711,0.0005869745040823447,0.0,0.04338807064533886,0.04338807064533886,0.0,0.033033703738658195,0.0,0.033033703738658195,0.0,0.5139443277423069,0.04087896282523277,0.0,0.42151602126517457,0.04269241297553156,0.00885693067636801,,0.3278755451773927,0.0008598567944487458
BG,2022-04,1430.972,1791.826,0.0,173.152,,158.205,1274.945,29.497,858.707,364.486,332.745,31.18,0.561,0.0,139.042,139.042,0.0,182.588,0.0,182.588,0.0,3754.041,1.154,2022,4,0.22874204091004866,0.09709164071463257,0.08863648532341549,0.008305716426645314,0.00014943896457177746,0.0,0.03703795456682545,0.03703795456682545,0.0,0.04863772132483369,0.0,0.04863772132483369,0.0,0.4773059218053292,0.04612416326832871,0.0,0.3811817718559813,0.042142587148089224,0.00785739953292998,,0.33961935951152367,0.000307402076855314
BG,2022-05,1522.584,1760.327,0.0,106.314,,102.54,823.199,28.889,812.096,407.05,381.427,25.623,0.0,0.0,72.224,72.224,0.0,226.508,0.0,226.508,0.0,3292.464,3.156,2022,5,0.24665296264439035,0.12363081266795932,0.11584849523031991,0.0077823174376394095,0.0,0.0,0.0219361548068559,0.0219361548068559,0.0,0.068795892680983,0.0,0.068795892680983,0.0,0.5346533781386827,0.032290102488592126,0.0,0.462445147464027,0.031143848497660113,0.008774279688403578,,0.2500252090835314,0.0009585526219876664
BG,2022-06,1308.465,1538.728,0.0,96.408,,102.575,1426.203,31.28,817.63,429.99,376.378,53.612,0.0,0.0,84.241,84.241,0.0,206.991,0.0,206.991,0.0,3689.91,3.757,2022,6,0.22158535032019752,0.11653129751132142,0.10200194584691767,0.01452935166440374,0.0,0.0,0.02283009612700581,0.02283009612700581,0.0,0.05609649015829655,0.0,0.05609649015829655,0.0,0.41700962896114,0.026127466523573745,0.0,0.3546062099075587,0.027798781000078595,0.008477171529928915,,0.3865143052269568,0.0010181820152795056
BG,2022-07,1417.354,1702.002,0.0,154.033,,91.443,1483.242,39.172,788.55,310.82,272.746,38.074,0.0,0.0,76.528,76.528,0.0,247.169,0.0,247.169,0.0,3823.629,3.868,2022,7,0.20623078232746953,0.08128926734262137,0.07133171131404223,0.009957556028579131,0.0,0.0,0.02001449408402332,0.02001449408402332,0.0,0.06464251631107516,0.0,0.06464251631107516,0.0,0.44512739075888375,0.040284504589749685,0.0,0.3706829297507682,0.023915238638476694,0.01024471777988921,,0.38791472708256997,0.001011604420826393
BG,2022-08,1414.279,1679.23,0.0,148.728,,79.787,1478.799,36.436,761.966,297.548,254.138,43.41,0.0,0.0,95.472,95.472,0.0,220.218,0.0,220.218,0.0,3771.267,0.0,2022,8,0.20204509518949468,0.07889868312161404,0.06738796271916044,0.011510720402453605,0.0,0.0,0.025315629999148825,0.025315629999148825,0.0,0.058393638000173415,0.0,0.058393638000173415,0.0,0.44526945453610156,0.039437144068558395,0.0,0.37501428564988903,0.021156550305242248,0.009661474512411877,,0.3921225943429622,0.0
BG,2022-09,1405.471,1640.577,0.0,134.93,,85.003,1216.993,15.173,651.858,195.655,179.026,16.629,0.0,0.0,106.333,106.333,0.0,214.94,0.0,214.94,0.0,3374.498,0.0,2022,9,0.1931718436342235,0.057980475910787324,0.05305263182849716,0.004927844082290166,0.0,0.0,0.03151076100800771,0.03151076100800771,0.0,0.0636954000269077,0.0,0.0636954000269077,0.0,0.48616920205612807,0.039985206688520784,0.0,0.41649780204344466,0.02518982082668296,0.004496372497479625,,0.3606441609981692,0.0
BG,2022-10,1338.916,1611.375,0.0,152.479,,94.755,757.173,25.225,666.746,223.559,178.998,44.561,0.0,0.0,92.313,92.313,0.0,198.395,0.0,198.395,0.0,2883.19,0.375,2022,10,0.23125288309129816,0.07753876782314034,0.062083317436589326,0.015455450386551007,0.0,0.0,0.03201766099355228,0.03201766099355228,0.0,0.06881093511006905,0.0,0.06881093511006905,0.0,0.5588861642833112,0.05288551916453651,0.0,0.46438701577072616,0.032864639513871786,0.008748989834176728,,0.2626164075208363,0.0001300642690908334
BG,2022-11,1667.133,2009.881,0.0,161.621,,152.526,1347.077,28.601,606.435,218.338,180.219,38.119,0.0,0.0,126.164,126.164,0.0,100.312,0.0,100.312,0.0,3803.385,1.613,2022,11,0.15944612496499827,0.057406231554260216,0.04738384360247516,0.010022387951785054,0.0,0.0,0.03317150380516303,0.03317150380516303,0.0,0.026374400698325307,0.0,0.026374400698325307,0.0,0.5284453191039035,0.04249398890724972,0.0,0.4383287518881207,0.04010269799139451,0.0075198803171385485,,0.35417844893430456,0.0004240959040433719
BG,2022-12,1764.316,2135.821,0.0,143.137,,206.007,1343.205,22.361,630.306,265.921,238.316,27.605,0.0,0.0,140.551,140.551,0.0,80.697,0.0,80.697,0.0,3969.229,3.034,2022,12,0.15879809403791015,0.0669956306375873,0.06004087947558582,0.006954751162001487,0.0,0.0,0.03541015144250936,0.03541015144250936,0.0,0.02033064859699453,0.0,0.02033064859699453,0.0,0.538094677832899,0.036061663360818945,0.0,0.44449841518340216,0.051901011506264826,0.005633587782413159,,0.3384045113043364,0.0007643801856733385
BG,2023-01,1565.887,1976.855,0.0,177.441,,212.515,1538.084,21.012,686.799,244.587,213.488,31.099,0.0,0.0,186.168,186.168,0.0,78.603,0.0,78.603,0.0,4026.02,1.723,2023,1,0.17059006164897342,0.060751561095076526,0.05302705898132647,0.007724502113750056,0.0,0.0,0.04624120098757582,0.04624120098757582,0.0,0.019523748019135524,0.0,0.019523748019135524,0.0,0.4910196670657374,0.044073551547185556,0.0,0.3889416843433465,0.05278538109597071,0.005219050079234579,,0.3820358567518294,0.0004279660806454017
BG,2023-02,1400.785,1756.101,0.0,140.954,,193.054,1390.628,21.308,737.572,247.621,206.737,40.884,0.0,0.0,189.09,189.09,0.0,159.907,0.0,159.907,0.0,3743.668,0.321,2023,2,0.19701853903711547,0.06614395293599754,0.05522311273328724,0.010920840202710282,0.0,0.0,0.05050928661409078,0.05050928661409078,0.0,0.04271399066370202,0.0,0.04271399066370202,0.0,0.46908566678455466,0.037651308823325146,0.0,0.37417447273636445,0.05156814119200741,0.0056917440328576145,,0.3714613582187309,8.574478292412681e-05
BG,2023-03,944.659,1301.434,0.0,136.529,,195.967,1538.204,24.279,679.347,201.887,179.468,22.419,0.0,0.0,123.299,123.299,0.0,217.632,0.0,217.632,0.0,3385.401,2.945,2023,3,0.20066958094476844,0.059634589816686415,0.05301233147860475,0.006622258338081663,0.0,0.0,0.03642079623654628,0.03642079623654628,0.0,0.06428544210863056,0.0,0.06428544210863056,0.0,0.3844253605407454,0.04032875278290519,0.0,0.27903902669137276,0.057885904801233304,0.007171676265234163,,0.45436389957939993,0.000869911717991458
BG,2023-04,629.547,958.774,0.0,139.509,,172.115,1165.646,17.603,806.843,286.049,256.471,29.578,0.0,0.0,131.925,131.925,0.0,249.36,0.0,249.36,0.0,2795.315,3.561,2023,4,0.28864117281952123,0.102331579804065,0.09175030363304315,0.01058127617102187,0.0,0.0,0.04719503884177633,0.04719503884177633,0.0,0.08920640428717336,0.0,0.08920640428717336,0.0,0.3429931868143662,0.04990814988650653,0.0,0.22521504732024836,0.06157266712338323,0.006297322484228075,,0.4169998730017905,0.0012739172508286186
BG,2023-05,554.331,780.791,0.0,122.157,,93.409,727.836,10.894,915.176,390.366,358.526,31.84,0.0,0.0,106.857,106.857,0.0,295.796,0.0,295.796,0.0,2301.646,0.0,2023,5,0.3976180524720135,0.16960297109112346,0.15576939286058758,0.013833578230535885,0.0,0.0,0.046426340106167495,0.046426340106167495,0.0,0.1285149844937058,0.0,0.1285149844937058,0.0,0.33923157601125453,0.05307375678101671,0.0,0.24084111978992423,0.0405835649791497,0.00473313446116388,,0.31622412829774865,0.0
BG,2023-06,339.031,508.831,0.0,78.834,,81.42,1306.33,9.546,1023.909,511.189,427.511,83.678,0.0,0.0,58.139,58.139,0.0,375.747,0.0,375.747,0.0,2760.236,0.0,2023,6,0.3709498028429453,0.1851975700628497,0.15488204631777863,0.030315523745071075,0.0,0.0,0.021063054028713488,0.021063054028713488,0.0,0.1361285774114967,0.0,0.1361285774114967,0.0,0.18434329528344678,0.028560601339885434,0.0,0.12282681625774029,0.029497477751902375,0.0034583999339186937,,0.4732675032134933,0.0
BG,2023-07,577.725,776.574,0.0,110.003,,80.615,1448.074,8.231,976.696,307.296,269.975,37.321,0.0,0.0,104.786,104.786,0.0,454.611,0.0,454.611,0.0,3093.93,2.589,2023,7,0.31568135025679317,0.09932222125258167,0.08725956954423664,0.01206265170834505,0.0,0.0,0.03386825170575934,0.03386825170575934,0.0,0.14693642066885806,0.0,0.14693642066885806,0.0,0.25099921459115104,0.035554456629594076,0.0,0.18672852973402762,0.02605585776019496,0.002660370467334426,,0.46803709198333515,0.0008367997983147647
BG,2023-08,562.135,780.192,0.0,103.357,,109.367,1390.477,5.333,893.864,237.634,199.542,38.092,0.0,0.0,103.788,103.788,0.0,449.085,0.0,449.085,0.0,2964.622,3.446,2023,8,0.3015102768582302,0.08015659331948559,0.06730773771495996,0.012848855604525635,0.0,0.0,0.03500884767096783,0.03500884767096783,0.0,0.1514813692942979,0.0,0.1514813692942979,0.0,0.2631674459678165,0.034863466573478843,0.0,0.18961439266118918,0.036890706471179126,0.001798880261969317,,0.46902336958978247,0.001162374157649778
BG,2023-09,654.196,893.388,0.0,133.516,,93.936,1346.213,11.74,774.56,139.271,123.074,16.197,0.0,0.0,129.943,129.943,0.0,371.83,0.0,371.83,0.0,2883.815,3.17,2023,9,0.2685886577328989,0.048294013312227026,0.04267749491558925,0.005616518396637787,0.0,0.0,0.04505940915072569,0.04505940915072569,0.0,0.12893684234252195,0.0,0.12893684234252195,0.0,0.3097937974523331,0.046298392927424256,0.0,0.22685089022700833,0.032573518065479236,0.004070996232421289,,0.46681669940686205,0.0010992383353301096
BG,2023-10,781.035,1045.825,0.0,145.968,,100.636,917.336,18.186,705.718,123.958,98.898,25.06,0.0,0.0,110.177,110.177,0.0,325.615,0.0,325.615,0.0,2526.321,3.41,2023,10,0.2793461321819357,0.04906660713345612,0.03914704425922121,0.009919562874234905,0.0,0.0,0.043611639217660786,0.043611639217660786,0.0,0.12888900499976053,0.0,0.12888900499976053,0.0,0.41397154201702796,0.05777888083105828,0.0,0.3091590498594597,0.039835001173643414,0.00719861015286656,,0.36311141774936756,0.001349788882727096
BG,2023-11,871.225,1185.413,0.0,137.065,,165.52,1069.463,11.603,695.45,208.299,172.672,35.627,0.0,0.0,165.593,165.593,0.0,184.493,0.0,184.493,0.0,2816.303,3.042,2023,11,0.246937208105804,0.07396185708711031,0.061311584726501375,0.012650272360608927,0.0,0.0,0.05879800575435242,0.05879800575435242,0.0,0.0655089313898398,0.0,0.0655089313898398,0.0,0.4209110312349204,0.04866841387450143,0.0,0.3093505918929888,0.05877208524792965,0.00411994021950053,,0.379740035074351,0.001080139459426063
BG,2023-12,1043.759,1392.454,0.0,111.669,,221.225,1504.651,15.801,651.914,201.077,172.205,28.872,0.0,0.0,174.087,174.087,0.0,165.081,0.0,165.081,0.0,3439.238,1.888,2023,12,0.18955187166459547,0.05846556708201061,0.05007068426203712,0.008394882819973495,0.0,0.0,0.05061789849960951,0.05061789849960951,0.0,0.047999295192714196,0.0,0.047999295192714196,0.0,0.4048728235731287,0.03246911089026116,0.0,0.3034855395293958,0.06432384150210017,0.004594331651371612,,0.43749545684247504,0.0005489588100619963
BG,2024-01,905.171,1303.201,0.0,141.962,1161.239,240.209,1505.508,15.859,736.059,207.422,180.919,26.503,0.0,0.0,193.162,193.162,0.0,193.513,0.0,193.513,0.0,3402.806,0.0,2024,1,0.21630942228266906,0.06095616382479636,0.05316759168756609,0.007788572137230274,0.0,0.0,0.056765504704058944,0.056765504704058944,0.0,0.05686865486895227,0.0,0.05686865486895227,0.0,0.38297834199187375,0.04171909888486149,0.0,0.2660072305032964,0.07059144717624219,0.004660565427473679,0.3412592431070123,0.4424313346103187,0.0
BG,2024-02,583.303,927.548,0.0,123.576,803.972,203.398,1408.781,17.271,737.042,206.245,167.078,39.167,0.0,0.0,149.182,149.182,0.0,258.039,0.0,258.039,0.0,2949.795,0.0,2024,2,0.24986210906181616,0.06991841805956008,0.056640546207448315,0.013277871852111756,0.0,0.0,0.050573683933968286,0.050573683933968286,0.0,0.08747692636267944,0.0,0.08747692636267944,0.0,0.3144449021033665,0.041893080705608356,0.0,0.19774357201093634,0.06895326624392542,0.005854983142896371,0.27255182139775813,0.47758606954042565,0.0
BG,2024-03,519.203,845.361,0.0,90.196,755.165,209.594,1504.102,26.368,804.378,270.546,226.998,43.548,0.0,0.0,101.323,101.323,0.0,342.313,0.0,342.313,0.0,3066.402,2.757,2024,3,0.26231981325344816,0.08822913629719782,0.07402747584954614,0.014201660447651678,0.0,0.0,0.03304296044680378,0.03304296044680378,0.0,0.11163343879895721,0.0,0.11163343879895721,0.0,0.27568498846530887,0.02941427771048936,0.0,0.1693199391338774,0.0683517686200309,0.008599003000911164,0.2462707107548195,0.49051037665642017,0.0008990993353121998
BG,2024-04,360.31,592.407,0.0,86.255,506.152,124.922,1414.976,20.92,1067.909,392.831,324.41,68.421,0.0,0.0,130.085,130.085,0.0,458.738,0.0,458.738,0.0,2992.957,3.92,2024,4,0.3568073313448874,0.1312518021475083,0.1083911329163767,0.022860669231131624,0.0,0.0,0.043463704958006416,0.043463704958006416,0.0,0.15327249940443516,0.0,0.15327249940443516,0.0,0.1979336823081655,0.028819324834937488,0.0,0.1203859594374393,0.041738655115993985,0.006989742919794706,0.16911435747322798,0.4727685696787492,0.001309741503135528
BG,2024-05,290.517,530.383,0.0,101.209,429.174,116.91,800.463,21.747,1177.245,502.847,432.105,70.742,0.0,0.0,88.794,88.794,0.0,484.395,0.0,484.395,0.0,2410.655,3.773,2024,5,0.4883506764758955,0.208593515040518,0.17924796372770055,0.02934555131281747,0.0,0.0,0.036833972509546155,0.036833972509546155,0.0,0.20093916383721433,0.0,0.20093916383721433,0.0,0.2200161366931394,0.04198402508861699,0.0,0.12051371930035612,0.04849719267170125,0.009021199632465034,0.1780321116045224,0.3320520771325635,0.001565134787018466
BG,2024-06,251.088,460.644,0.0,83.125,377.519,108.251,765.955,18.18,1150.692,379.356,308.693,70.663,0.0,0.0,56.897,56.897,0.0,631.314,0.0,631.314,0.0,2297.617,3.451,2024,6,0.5008197623885965,0.16510845802411803,0.1343535497865832,0.0307549082375348,0.0,0.0,0.024763483208907314,0.024763483208907314,0.0,0.27476903243665063,0.0,0.27476903243665063,0.0,0.20048772271444718,0.03617878871892052,0.0,0.10928192122533911,0.0471144668584886,0.007912545911698947,0.16430893399552665,0.3333693126400092,0.0015019909758676054
BG,2024-07,711.753,957.609,0.0,111.374,846.235,102.405,1235.649,32.077,1159.812,286.688,231.613,55.075,0.0,0.0,85.306,85.306,0.0,676.444,0.0,676.444,0.0,3242.072,0.376,2024,7,0.3577378910770643,0.08842740074865703,0.07143980762919515,0.016987593119461877,0.0,0.0,0.026312185540604896,0.026312185540604896,0.0,0.20864558220792134,0.0,0.20864558220792134,0.0,0.2953694427514256,0.03435272257988101,0.0,0.21953645693248022,0.03158628185925544,0.00989398137980896,0.2610167201715446,0.3811294135355414,0.00011597521584961715
BG,2024-08,529.202,790.157,0.0,122.71,667.447,111.908,1420.847,26.337,1045.955,219.436,172.268,47.168,0.0,0.0,77.863,77.863,0.0,625.946,0.0,625.946,0.0,3136.52,2.271,2024,8,0.3334762730669659,0.06996161350796425,0.05492329078086542,0.015038322727098822,0.0,0.0,0.024824646423424686,0.024824646423424686,0.0,0.19956703607820134,0.0,0.19956703607820134,0.0,0.25192155637458075,0.03912297705737569,0.0,0.1687226607832885,0.03567903281343655,0.008396885720480023,0.21279857931720506,0.4530010967569153,0.0007240508589137005
BG,2024-09,555.836,823.808,0.0,129.936,693.872,112.478,1390.706,25.558,841.621,135.242,113.673,21.569,0.0,0.0,100.869,100.869,0.0,475.574,0.0,475.574,0.0,2929.038,2.839,2024,9,0.2873370027975055,0.046172839000381695,0.038808987797358724,0.007363851203022972,0.0,0.0,0.03443758667521555,0.03443758667521555,0.0,0.16236525439410482,0.0,0.16236525439410482,0.0,0.28125548388242144,0.044361322727803465,0.0,0.18976742534579613,0.03840100401565292,0.008725731793168951,0.23689416115461798,0.4747995758334306,0.0009692602144458351
BG,2024-10,546.408,835.295,0.0,139.309,695.986,128.986,1161.977,20.592,818.835,91.28,74.164,17.116,0.0,0.0,97.431,97.431,0.0,490.815,0.0,490.815,0.0,2680.223,3.425,2024,10,0.30551002659107096,0.03405686765616145,0.027670831867348353,0.006386035788813095,0.0,0.0,0.03635182594881098,0.03635182594881098,0.0,0.1831246877591902,0.0,0.1831246877591902,0.0,0.3116513066263516,0.051976645226908355,0.0,0.20386661856121674,0.04812510003831771,0.0076829427999088136,0.25967466139944323,0.4335374332658141,0.001277878743671702
BG,2024-11,982.119,1317.288,0.0,143.041,1174.247,176.219,876.473,15.909,671.521,98.09,74.64,23.45,0.0,0.0,127.329,127.329,0.0,303.061,0.0,303.061,0.0,2726.153,3.912,2024,11,0.24632549970599596,0.03598110597607691,0.02737924100371476,0.008601864972362153,0.0,0.0,0.04670647612221324,0.04670647612221324,0.0,0.11116800854537512,0.0,0.11116800854537512,0.0,0.4832039874504476,0.05246990906233069,0.0,0.36025821001242414,0.0646401724334621,0.0058356959422306825,0.43073407838811695,0.3215054327471716,0.0014349891587155967
BG,2024-12,1157.082,1538.105,0.0,138.967,1399.138,219.688,1473.567,22.368,595.067,108.696,90.41,12.818,5.468,0.0,168.843,168.843,0.0,184.029,0.0,184.029,0.0,3476.782,3.542,2024,12,0.17115453312862294,0.03126339241286914,0.02600393122145708,0.0036867425107470066,0.0015727186806650517,0.0,0.0485630102778949,0.0485630102778949,0.0,0.05293084237090505,0.0,0.05293084237090505,0.0,0.44239328206370143,0.03997000674761892,0.0,0.3328025743345427,0.06318716560313531,0.006433535378404512,0.40242327531608246,0.4238307147241328,0.0010187581504966373
CH,2015-01,,,,,,,,,,,,,,,,,,,,,,,,2015,1,,,,,,,,,,,,,,,,,,,,,,
CH,2015-02,,,,,,,,,,,,,,,,,,,,,,,,2015,2,,,,,,,,,,,,,,,,,,,,,,
CH,2015-03,,,,,,,,,,,,,,,,,,,,,,,,2015,3,,,,,,,,,,,,,,,,,,,,,,
CH,2015-04,,,,,,,,,,,,,,,,,,,,,,,,2015,4,,,,,,,,,,,,,,,,,,,,,,
CH,2015-05,,,,,,,,,,,,,,,,,,,,,,,,2015,5,,,,,,,,,,,,,,,,,,,,,,
CH,2015-06,,,,,,,,,,,,,,,,,,,,,,,,2015,6,,,,,,,,,,,,,,,,,,,,,,
CH,2015-07,,,,,,,,,,,,,,,,,,,,,,,,2015,7,,,,,,,,,,,,,,,,,,,,,,
CH,2015-08,,,,,,,,,,,,,,,,,,,,,,,,2015,8,,,,,,,,,,,,,,,,,,,,,,
CH,2015-09,,,,,,,,,,,,,,,,,,,,,,,,2015,9,,,,,,,,,,,,,,,,,,,,,,
CH,2015-10,,,,,,,,,,,,,,,,,,,,,,,,2015,10,,,,,,,,,,,,,,,,,,,,,,
CH,2015-11,,,,,,,,,,,,,,,,,,,,,,,,2015,11,,,,,,,,,,,,,,,,,,,,,,
CH,2015-12,,,,,,,,,,,,,,,,,,,,,,,,2015,12,,,,,,,,,,,,,,,,,,,,,,
CH,2016-01,,,,,,,,,,,,,,,,,,,,,,,,2016,1,,,,,,,,,,,,,,,,,,,,,,
CH,2016-02,,,,,,,,,,,,,,,,,,,,,,,,2016,2,,,,,,,,,,,,,,,,,,,,,,
CH,2016-03,,,,,,,,,,,,,,,,,,,,,,,,2016,3,,,,,,,,,,,,,,,,,,,,,,
CH,2016-04,,,,,,,,,,,,,,,,,,,,,,,,2016,4,,,,,,,,,,,,,,,,,,,,,,
CH,2016-05,,,,,,,,,,,,,,,,,,,,,,,,2016,5,,,,,,,,,,,,,,,,,,,,,,
CH,2016-06,,,,,,,,,,,,,,,,,,,,,,,,2016,6,,,,,,,,,,,,,,,,,,,,,,
CH,2016-07,,,,,,,,,,,,,,,,,,,,,,,,2016,7,,,,,,,,,,,,,,,,,,,,,,
CH,2016-08,,,,,,,,,,,,,,,,,,,,,,,,2016,8,,,,,,,,,,,,,,,,,,,,,,
CH,2016-09,,,,,,,,,,,,,,,,,,,,,,,,2016,9,,,,,,,,,,,,,,,,,,,,,,
CH,2016-10,,,,,,,,,,,,,,,,,,,,,,,,2016,10,,,,,,,,,,,,,,,,,,,,,,
CH,2016-11,,,,,,,,,,,,,,,,,,,,,,,,2016,11,,,,,,,,,,,,,,,,,,,,,,
CH,2016-12,,,,,,,,,,,,,,,,,,,,,,,,2016,12,,,,,,,,,,,,,,,,,,,,,,
CH,2017-01,,,,,,,,,,,,,,,,,,,,,,,,2017,1,,,,,,,,,,,,,,,,,,,,,,
CH,2017-02,,,,,,,,,,,,,,,,,,,,,,,,2017,2,,,,,,,,,,,,,,,,,,,,,,
CH,2017-03,,,,,,,,,,,,,,,,,,,,,,,,2017,3,,,,,,,,,,,,,,,,,,,,,,
CH,2017-04,,,,,,,,,,,,,,,,,,,,,,,,2017,4,,,,,,,,,,,,,,,,,,,,,,
CH,2017-05,,,,,,,,,,,,,,,,,,,,,,,,2017,5,,,,,,,,,,,,,,,,,,,,,,
CH,2017-06,,,,,,,,,,,,,,,,,,,,,,,,2017,6,,,,,,,,,,,,,,,,,,,,,,
CH,2017-07,,,,,,,,,,,,,,,,,,,,,,,,2017,7,,,,,,,,,,,,,,,,,,,,,,
CH,2017-08,,,,,,,,,,,,,,,,,,,,,,,,2017,8,,,,,,,,,,,,,,,,,,,,,,
CH,2017-09,,,,,,,,,,,,,,,,,,,,,,,,2017,9,,,,,,,,,,,,,,,,,,,,,,
CH,2017-10,,,,,,,,,,,,,,,,,,,,,,,,2017,10,,,,,,,,,,,,,,,,,,,,,,
CH,2017-11,,,,,,,,,,,,,,,,,,,,,,,,2017,11,,,,,,,,,,,,,,,,,,,,,,
CH,2017-12,,,,,,,,,,,,,,,,,,,,,,,,2017,12,,,,,,,,,,,,,,,,,,,,,,
CH,2018-01,,,,,,,,,,,,,,,,,,,,,,,,2018,1,,,,,,,,,,,,,,,,,,,,,,
CH,2018-02,,,,,,,,,,,,,,,,,,,,,,,,2018,2,,,,,,,,,,,,,,,,,,,,,,
CH,2018-03,,,,,,,,,,,,,,,,,,,,,,,,2018,3,,,,,,,,,,,,,,,,,,,,,,
CH,2018-04,,,,,,,,,,,,,,,,,,,,,,,,2018,4,,,,,,,,,,,,,,,,,,,,,,
CH,2018-05,,,,,,,,,,,,,,,,,,,,,,,,2018,5,,,,,,,,,,,,,,,,,,,,,,
CH,2018-06,,,,,,,,,,,,,,,,,,,,,,,,2018,6,,,,,,,,,,,,,,,,,,,,,,
CH,2018-07,,,,,,,,,,,,,,,,,,,,,,,,2018,7,,,,,,,,,,,,,,,,,,,,,,
CH,2018-08,,,,,,,,,,,,,,,,,,,,,,,,2018,8,,,,,,,,,,,,,,,,,,,,,,
CH,2018-09,,,,,,,,,,,,,,,,,,,,,,,,2018,9,,,,,,,,,,,,,,,,,,,,,,
CH,2018-10,,,,,,,,,,,,,,,,,,,,,,,,2018,10,,,,,,,,,,,,,,,,,,,,,,
CH,2018-11,,,,,,,,,,,,,,,,,,,,,,,,2018,11,,,,,,,,,,,,,,,,,,,,,,
CH,2018-12,,,,,,,,,,,,,,,,,,,,,,,,2018,12,,,,,,,,,,,,,,,,,,,,,,
CH,2019-01,,,,,,,,,,,,,,,,,,,,,,,,2019,1,,,,,,,,,,,,,,,,,,,,,,
CH,2019-02,,,,,,,,,,,,,,,,,,,,,,,,2019,2,,,,,,,,,,,,,,,,,,,,,,
CH,2019-03,,,,,,,,,,,,,,,,,,,,,,,,2019,3,,,,,,,,,,,,,,,,,,,,,,
CH,2019-04,,,,,,,,,,,,,,,,,,,,,,,,2019,4,,,,,,,,,,,,,,,,,,,,,,
CH,2019-05,,,,,,,,,,,,,,,,,,,,,,,,2019,5,,,,,,,,,,,,,,,,,,,,,,
CH,2019-06,,,,,,,,,,,,,,,,,,,,,,,,2019,6,,,,,,,,,,,,,,,,,,,,,,
CH,2019-07,,,,,,,,,,,,,,,,,,,,,,,,2019,7,,,,,,,,,,,,,,,,,,,,,,
CH,2019-08,,,,,,,,,,,,,,,,,,,,,,,,2019,8,,,,,,,,,,,,,,,,,,,,,,
CH,2019-09,,,,,,,,,,,,,,,,,,,,,,,,2019,9,,,,,,,,,,,,,,,,,,,,,,
CH,2019-10,,,,,,,,,,,,,,,,,,,,,,,,2019,10,,,,,,,,,,,,,,,,,,,,,,
CH,2019-11,,,,,,,,,,,,,,,,,,,,,,,,2019,11,,,,,,,,,,,,,,,,,,,,,,
CH,2019-12,,,,,,,,,,,,,,,,,,,,,,,,2019,12,,,,,,,,,,,,,,,,,,,,,,
CH,2020-01,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,1,,,,,,,,,,,,,,,,,,,,,,
CH,2020-02,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,2,,,,,,,,,,,,,,,,,,,,,,
CH,2020-03,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,3,,,,,,,,,,,,,,,,,,,,,,
CH,2020-04,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,4,,,,,,,,,,,,,,,,,,,,,,
CH,2020-05,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,5,,,,,,,,,,,,,,,,,,,,,,
CH,2020-06,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,6,,,,,,,,,,,,,,,,,,,,,,
CH,2020-07,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,7,,,,,,,,,,,,,,,,,,,,,,
CH,2020-08,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,8,,,,,,,,,,,,,,,,,,,,,,
CH,2020-09,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,9,,,,,,,,,,,,,,,,,,,,,,
CH,2020-10,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,10,,,,,,,,,,,,,,,,,,,,,,
CH,2020-11,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,11,,,,,,,,,,,,,,,,,,,,,,
CH,2020-12,,,0.0,,,,,,,,,,,,,,,,,,,,,2020,12,,,,,,,,,,,,,,,,,,,,,,
CH,2021-01,,,78.0,,,,,,,,,,,,,,,,,,,,,2021,1,,,,,,,,,,,,,,,,,,,,,,
CH,2021-02,,,66.0,,,,,,,,,,,,,,,,,,,,,2021,2,,,,,,,,,,,,,,,,,,,,,,
CH,2021-03,,,73.0,,,,,,,,,,,,,,,,,,,,,2021,3,,,,,,,,,,,,,,,,,,,,,,
CH,2021-04,,,65.0,,,,,,,,,,,,,,,,,,,,,2021,4,,,,,,,,,,,,,,,,,,,,,,
CH,2021-05,,,64.0,,,,,,,,,,,,,,,,,,,,,2021,5,,,,,,,,,,,,,,,,,,,,,,
CH,2021-06,,,70.0,,,,,,,,,,,,,,,,,,,,,2021,6,,,,,,,,,,,,,,,,,,,,,,
