country,time_period,C0000,CF,CF_NR_OTH,CF_R,FE,G3000,N9000,O4000XBIO,RA000,RA100,RA110,RA120,RA130,RA200,RA300,RA310,RA320,RA400,RA410,RA420,RA500_5160,TOTAL,X9900,year,month,share_ra000,share_ra100,share_ra110,share_ra120,share_ra130,share_ra200,share_ra300,share_ra310,share_ra320,share_ra400,share_ra410,share_ra420,share_ra500_5160,share_cf,share_cf_r,share_cf_nr_oth,share_c0000,share_g3000,share_o4000xbio,share_fe,share_n9000,share_x9900
MT,2022-07,0.0,211.402,0.0,0.0,,205.45,0.0,5.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,242.714,0.0,2022,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.8709921965770412,0.0,0.0,0.0,0.846469507321374,0.024522689255667165,,0.0,0.0
MT,2022-08,0.0,202.133,0.0,0.0,,199.68,0.0,2.453,29.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.212,0.0,29.212,0.0,231.345,0.0,2022,8,0.12627028896237222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12627028896237222,0.0,0.12627028896237222,0.0,0.8737297110376279,0.0,0.0,0.0,0.8631264993840368,0.010603211653590957,,0.0,0.0
MT,2022-09,0.0,170.907,0.0,0.0,,166.337,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,195.611,0.0,2022,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.8737085337736631,0.0,0.0,0.0,0.8503458394466569,0.02336269432700615,,0.0,0.0
MT,2022-10,0.0,136.031,0.0,0.0,,135.932,0.0,0.099,22.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.797,0.0,22.797,0.0,158.828,0.0,2022,10,0.14353262648903217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14353262648903217,0.0,0.14353262648903217,0.0,0.8564673735109679,0.0,0.0,0.0,0.8558440577228196,0.0006233157881481854,,0.0,0.0
MT,2022-11,0.0,178.05,0.0,0.0,,171.129,0.0,6.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,193.908,0.0,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.9182189491924007,0.0,0.0,0.0,0.8825267652701281,0.03569218392227242,,0.0,0.0
MT,2022-12,0.0,172.549,0.0,0.0,,171.133,0.0,1.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,187.516,0.0,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.920182811066789,0.0,0.0,0.0,0.9126314554491352,0.00755135561765396,,0.0,0.0
MT,2023-01,0.0,178.196,0.0,0.0,,177.927,0.0,0.269,15.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.936,0.0,15.936,0.0,194.132,0.0,2023,1,0.0820884758823893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820884758823893,0.0,0.0820884758823893,0.0,0.9179115241176107,0.0,0.0,0.0,0.9165258689963529,0.001385655121257701,,0.0,0.0
MT,2023-02,0.0,155.834,0.0,0.0,,149.638,0.0,6.196,17.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.637,0.0,17.637,0.0,173.471,0.0,2023,2,0.1016711727032184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016711727032184,0.0,0.1016711727032184,0.0,0.8983288272967815,0.0,0.0,0.0,0.862611041615025,0.035717785681756604,,0.0,0.0
MT,2023-03,0.0,164.903,0.0,0.0,,164.465,0.0,0.438,27.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.674,0.0,27.674,0.0,192.577,0.0,2023,3,0.14370355753802375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14370355753802375,0.0,0.14370355753802375,0.0,0.8562964424619762,0.0,0.0,0.0,0.8540220275526154,0.002274414909360931,,0.0,0.0
MT,2023-04,0.0,159.568,0.0,0.0,,159.509,0.0,0.059,30.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55,0.0,30.55,0.0,190.118,0.0,2023,4,0.16068967693748093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16068967693748093,0.0,0.16068967693748093,0.0,0.8393103230625192,0.0,0.0,0.0,0.8389999894802175,0.00031033358230151797,,0.0,0.0
MT,2023-05,0.0,165.078,0.0,0.0,,164.871,0.0,0.207,29.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.359,0.0,29.359,0.0,194.437,0.0,2023,5,0.15099492380565427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15099492380565427,0.0,0.15099492380565427,0.0,0.8490050761943457,0.0,0.0,0.0,0.8479404640063363,0.0010646121880094836,,0.0,0.0
MT,2023-06,0.0,165.354,0.0,0.0,,164.999,0.0,0.355,33.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.002,0.0,33.002,0.0,198.356,0.0,2023,6,0.1663776240698542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663776240698542,0.0,0.1663776240698542,0.0,0.8336223759301459,0.0,0.0,0.0,0.8318326645022082,0.0017897114279376474,,0.0,0.0
MT,2023-07,0.0,198.664,0.0,0.0,,197.124,0.0,1.54,35.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.275,0.0,35.275,0.0,233.939,0.0,2023,7,0.1507871710146662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507871710146662,0.0,0.1507871710146662,0.0,0.8492128289853338,0.0,0.0,0.0,0.842629916345714,0.00658291263961973,,0.0,0.0
MT,2023-08,0.0,196.546,0.0,0.0,,196.471,0.0,0.075,32.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.338,0.0,32.338,0.0,228.884,0.0,2023,8,0.1412855420212859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1412855420212859,0.0,0.1412855420212859,0.0,0.8587144579787142,0.0,0.0,0.0,0.8583867810768775,0.00032767690183673826,,0.0,0.0
MT,2023-09,0.0,183.229,0.0,0.0,,183.182,0.0,0.047,30.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.035,0.0,30.035,0.0,213.264,0.0,2023,9,0.14083483382099182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14083483382099182,0.0,0.14083483382099182,0.0,0.8591651661790082,0.0,0.0,0.0,0.8589447820541675,0.00022038412484057316,,0.0,0.0
MT,2023-10,0.0,149.849,0.0,0.0,,143.304,0.0,6.545,24.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.08,0.0,24.08,0.0,173.929,0.0,2023,10,0.138447297460458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138447297460458,0.0,0.138447297460458,0.0,0.861552702539542,0.0,0.0,0.0,0.8239224051193303,0.03763029742021169,,0.0,0.0
MT,2023-11,0.0,134.581,0.0,0.0,,133.944,0.0,0.637,17.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.391,0.0,17.391,0.0,151.972,0.0,2023,11,0.11443555391782695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11443555391782695,0.0,0.11443555391782695,0.0,0.8855644460821729,0.0,0.0,0.0,0.8813728844787196,0.004191561603453267,,0.0,0.0
MT,2023-12,0.0,125.509,0.0,0.0,,125.372,0.0,0.137,12.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.879,0.0,12.879,0.0,138.388,0.0,2023,12,0.0930644275515218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0930644275515218,0.0,0.0930644275515218,0.0,0.9069355724484781,0.0,0.0,0.0,0.9059456022198457,0.0009899702286325404,,0.0,0.0
MT,2024-01,0.0,148.232,0.0,0.775,147.457,147.402,0.0,0.055,17.792,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,17.014,0.0,17.014,0.0,165.249,0.0,2024,1,0.10766782249816945,0.0,0.0,0.0,0.0,0.0,1.8154421509358605e-05,1.8154421509358605e-05,0.0,0.1029597758534091,0.0,0.1029597758534091,0.0,0.8970220697250816,0.0046898922232509735,0.0,0.0,0.8919993464408256,0.00033283106100490773,0.8923321775018306,0.0,0.0
MT,2024-02,0.0,145.576,0.0,0.774,144.802,144.753,0.0,0.049,22.368,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,21.591,0.0,21.591,0.0,167.17,0.0,2024,2,0.13380391218520069,0.0,0.0,0.0,0.0,0.0,1.794580367290782e-05,1.794580367290782e-05,0.0,0.12915594903391758,0.0,0.12915594903391758,0.0,0.8708261051624095,0.004630017347610218,0.0,0.0,0.8659029730214751,0.00029311479332416106,0.8661960878147993,0.0,0.0
MT,2024-03,0.0,144.187,0.0,0.775,143.412,139.16,0.0,4.252,32.16,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,31.382,0.0,31.382,0.0,175.572,0.0,2024,3,0.18317271546715874,0.0,0.0,0.0,0.0,0.0,1.70870070398469e-05,1.70870070398469e-05,0.0,0.17874148497482514,0.0,0.17874148497482514,0.0,0.821241428018135,0.004414143485293782,0.0,0.0,0.7926092998883648,0.02421798464447634,0.8168272845328413,0.0,0.0
MT,2024-04,0.0,111.833,0.0,0.774,111.059,110.957,0.0,0.102,31.36,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,30.583,0.0,30.583,0.0,142.419,0.0,2024,4,0.2201953391050351,0.0,0.0,0.0,0.0,0.0,2.1064605143976575e-05,2.1064605143976575e-05,0.0,0.2147396063727452,0.0,0.2147396063727452,0.0,0.7852393290221107,0.005434668127145956,0.0,0.0,0.7790884643200695,0.0007161965748952035,0.7798046608949648,0.0,0.0
MT,2024-05,0.0,132.833,0.0,0.775,132.058,131.6,0.0,0.458,36.88,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,36.102,0.0,36.102,0.0,168.938,0.0,2024,5,0.21830494027394667,0.0,0.0,0.0,0.0,0.0,1.7757994056991323e-05,1.7757994056991323e-05,0.0,0.21369970048183357,0.0,0.21369970048183357,0.0,0.7862825415241095,0.004587481798056092,0.0,0.0,0.778984005966686,0.002711053759367342,0.7816950597260534,0.0,0.0
MT,2024-06,0.0,157.677,0.0,0.775,156.902,156.283,0.0,0.619,35.724,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,34.947,0.0,34.947,0.0,192.626,0.0,2024,6,0.18545783019945383,0.0,0.0,0.0,0.0,0.0,1.0382814365661957e-05,1.0382814365661957e-05,0.0,0.18142410681839422,0.0,0.18142410681839422,0.0,0.8185655103672401,0.004023340566694008,0.0,0.0,0.8113286887543737,0.003213481046172375,0.8145421698005461,0.0,0.0
MT,2024-07,0.0,184.507,0.0,0.775,183.732,183.653,0.0,0.079,37.184,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,36.407,0.0,36.407,0.0,220.916,0.0,2024,7,0.1683173694979087,0.0,0.0,0.0,0.0,0.0,9.053214796574264e-06,9.053214796574264e-06,0.0,0.1648001955494396,0.0,0.1648001955494396,0.0,0.8351907512357638,0.0035081207336725272,0.0,0.0,0.8313250285176266,0.0003576019844646834,0.8316826305020913,0.0,0.0
MT,2024-08,0.0,208.534,0.0,0.775,207.759,207.49,0.0,0.269,33.17,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.0,32.393,0.0,32.393,0.0,240.929,0.0,2024,8,0.13767541474874342,0.0,0.0,0.0,0.0,0.0,8.301200768691191e-06,8.301200768691191e-06,0.0,0.13445039825010688,0.0,0.13445039825010688,0.0,0.8655413005491244,0.0032167152978678365,0.0,0.0,0.8612080737478677,0.0011165115033889652,0.8623245852512565,0.0,0.0
MT,2024-09,0.0,142.854,0.0,0.775,142.079,141.941,0.0,0.138,29.698,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,28.92,0.0,28.92,0.0,171.777,0.0,2024,9,0.17288694062650997,0.0,0.0,0.0,0.0,0.0,1.7464503396845913e-05,1.7464503396845913e-05,0.0,0.1683578127455946,0.0,0.1683578127455946,0.0,0.8316247227510087,0.004511663377518528,0.0,0.0,0.8263096922172352,0.000803367156254912,0.8271130593734901,0.0,0.0
MT,2024-10,0.0,144.026,0.0,0.775,143.251,142.421,0.0,0.83,25.309,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,24.531,0.0,24.531,0.0,168.56,0.0,2024,10,0.1501483151400095,0.0,0.0,0.0,0.0,0.0,1.779781680113906e-05,1.779781680113906e-05,0.0,0.14553274798291407,0.0,0.14553274798291407,0.0,0.8544494542002848,0.004597769340294257,0.0,0.0,0.8449276222116753,0.004924062648315139,0.8498516848599905,0.0,0.0
MT,2024-11,0.0,148.512,0.0,0.774,147.738,146.854,0.0,0.884,18.541,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,17.764,0.0,17.764,0.0,166.279,0.0,2024,11,0.11150536147078104,0.0,0.0,0.0,0.0,0.0,1.8041965612013544e-05,1.8041965612013544e-05,0.0,0.10683249237726952,0.0,0.10683249237726952,0.0,0.8931494656571185,0.004654827127899494,0.0,0.0,0.8831782726622124,0.005316365867006657,0.888494638529219,0.0,0.0
MT,2024-12,0.0,143.124,0.0,0.775,142.349,142.309,0.0,0.04,15.82,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,15.042,0.0,15.042,0.0,158.169,0.0,2024,12,0.1000195992893677,0.0,0.0,0.0,0.0,0.0,1.8967054226808035e-05,1.8967054226808035e-05,0.0,0.09510080989321548,0.0,0.09510080989321548,0.0,0.9048802230525577,0.004899822341925409,0.0,0.0,0.8997275066542748,0.00025289405635744045,0.8999804007106321,0.0,0.0
NL,2015-01,,8864.0,,,,,364.0,,,9.0,,,,0.0,860.0,,,,,,,10097.0,,2015,1,,0.0008913538674853917,,,,0.0,0.08517381400415965,,,,,,,0.8778845201545014,,,,,,,0.03605031197385362,
NL,2015-02,,8366.0,,,,,329.0,,,12.0,,,,0.0,503.0,,,,,,,9210.0,,2015,2,,0.0013029315960912053,,,,0.0,0.054614549402823016,,,,,,,0.9083604777415852,,,,,,,0.03572204125950054,
NL,2015-03,,8201.0,,,,,363.0,,,13.0,,,,0.0,681.0,,,,,,,9258.0,,2015,3,,0.0014041909699719162,,,,0.0,0.07355800388852884,,,,,,,0.8858284726722835,,,,,,,0.03920933246921581,
NL,2015-04,,7477.0,,,,,345.0,,,12.0,,,,0.0,418.0,,,,,,,8252.0,,2015,4,,0.001454192922927775,,,,0.0,0.0506543868153175,,,,,,,0.9060833737275812,,,,,,,0.04180804653417353,
NL,2015-05,,6425.0,,,,,132.0,,,10.0,,,,0.0,562.0,,,,,,,7129.0,,2015,5,,0.0014027212792818067,,,,0.0,0.07883293589563754,,,,,,,0.9012484219385608,,,,,,,0.01851592088651985,
NL,2015-06,,6288.0,,,,,229.0,,,4.0,,,,0.0,419.0,,,,,,,6940.0,,2015,6,,0.0005763688760806917,,,,0.0,0.06037463976945245,,,,,,,0.9060518731988473,,,,,,,0.0329971181556196,
NL,2015-07,,7085.0,,,,,329.0,,,2.0,,,,0.0,568.0,,,,,,,7984.0,,2015,7,,0.000250501002004008,,,,0.0,0.07114228456913828,,,,,,,0.8873997995991983,,,,,,,0.04120741482965932,
NL,2015-08,,6560.0,,,,,353.0,,,2.0,,,,0.0,394.0,,,,,,,7309.0,,2015,8,,0.00027363524421945547,,,,0.0,0.05390614311123273,,,,,,,0.8975236010398139,,,,,,,0.048296620604733886,
NL,2015-09,,7700.0,,,,,345.0,,,4.0,,,,0.0,530.0,,,,,,,8579.0,,2015,9,,0.0004662548082527101,,,,0.0,0.06177876209348409,,,,,,,0.8975405058864669,,,,,,,0.040214477211796246,
NL,2015-10,,9104.0,,,,,360.0,,,3.0,,,,0.0,311.0,,,,,,,9778.0,,2015,10,,0.0003068112088361628,,,,0.0,0.03180609531601555,,,,,,,0.9310697484148087,,,,,,,0.03681734506033954,
NL,2015-11,,8387.0,,,,,349.0,,,6.0,,,,0.0,1093.0,,,,,,,9835.0,,2015,11,,0.0006100660904931368,,,,0.0,0.11113370615149974,,,,,,,0.8527707168276564,,,,,,,0.03548551093035079,
NL,2015-12,,8533.0,,,,,363.0,,,13.0,,,,0.0,1151.0,,,,,,,10060.0,,2015,12,,0.0012922465208747515,,,,0.0,0.11441351888667992,,,,,,,0.8482107355864811,,,,,,,0.03608349900596421,
NL,2016-01,,8790.0,,,,,364.0,,,14.0,,,,0.0,898.0,,,,,,,10066.0,,2016,1,,0.0013908205841446453,,,,0.0,0.0892112060401351,,,,,,,0.8732366381879595,,,,,,,0.03616133518776078,
NL,2016-02,,7843.0,,,,,340.0,,,5.0,,,,0.0,831.0,,,,,,,9019.0,,2016,2,,0.000554385186827808,,,,0.0,0.09213881805078168,,,,,,,0.8696086040580996,,,,,,,0.03769819270429094,
NL,2016-03,,8702.0,,,,,363.0,,,14.0,,,,0.0,638.0,,,,,,,9717.0,,2016,3,,0.0014407739014099,,,,0.0,0.06565812493567974,,,,,,,0.8955438921477822,,,,,,,0.03735720901512812,
NL,2016-04,,7696.0,,,,,340.0,,,16.0,,,,0.0,589.0,,,,,,,8641.0,,2016,4,,0.0018516375419511631,,,,0.0,0.06816340701307719,,,,,,,0.8906376576785094,,,,,,,0.039347297766462216,
NL,2016-05,,7192.0,,,,,135.0,,,13.0,,,,0.0,575.0,,,,,,,7915.0,,2016,5,,0.0016424510423247,,,,0.0,0.07264687302590019,,,,,,,0.9086544535691724,,,,,,,0.017056222362602652,
NL,2016-06,,7010.0,,,,,343.0,,,9.0,,,,0.0,353.0,,,,,,,7715.0,,2016,6,,0.0011665586519766689,,,,0.0,0.0457550226830849,,,,,,,0.9086195722618277,,,,,,,0.044458846403110826,
NL,2016-07,,6944.0,,,,,343.0,,,11.0,,,,0.0,499.0,,,,,,,7797.0,,2016,7,,0.001410799025266128,,,,0.0,0.06399897396434526,,,,,,,0.8905989483134539,,,,,,,0.04399127869693472,
NL,2016-08,,7130.0,,,,,350.0,,,11.0,,,,0.0,499.0,,,,,,,7990.0,,2016,8,,0.001376720901126408,,,,0.0,0.06245306633291615,,,,,,,0.8923654568210263,,,,,,,0.04380475594493116,
NL,2016-09,,8495.0,,,,,338.0,,,2.0,,,,0.0,501.0,,,,,,,9335.0,,2016,9,,0.00021424745581146223,,,,0.0,0.05366898768077129,,,,,,,0.9100160685591858,,,,,,,0.03620782003213712,
NL,2016-10,,9697.0,,,,,343.0,,,2.0,,,,0.0,633.0,,,,,,,10675.0,,2016,10,,0.0001873536299765808,,,,0.0,0.059297423887587825,,,,,,,0.908384074941452,,,,,,,0.032131147540983604,
NL,2016-11,,9617.0,,,,,349.0,,,5.0,,,,0.0,928.0,,,,,,,10899.0,,2016,11,,0.0004587576841912102,,,,0.0,0.08514542618588862,,,,,,,0.8823745297733737,,,,,,,0.03202128635654647,
NL,2016-12,,9690.0,,,,,362.0,,,3.0,,,,0.0,963.0,,,,,,,10688.0,,2016,12,,0.000280688622754491,,,,0.0,0.09010104790419161,,,,,,,0.906624251497006,,,,,,,0.033869760479041916,
NL,2017-01,3574.0,10122.0,116.0,371.0,,6050.0,363.0,11.0,1293.0,5.0,5.0,0.0,0.0,0.0,857.0,535.0,322.0,60.0,0.0,60.0,0.0,11407.0,0.0,2017,1,0.11335145086350487,0.0004383273428596476,0.0004383273428596476,0.0,0.0,0.0,0.0751293065661436,0.04690102568598229,0.028228280880161303,0.005259928114315771,0.0,0.005259928114315771,0.0,0.8873498728850706,0.03252388884018585,0.010169194354343825,0.3133163846760761,0.5303760848601736,0.0009643201542912247,,0.03182256509161042,0.0
NL,2017-02,3524.0,8429.0,90.0,335.0,,4473.0,328.0,7.0,1547.0,11.0,11.0,0.0,0.0,0.0,1142.0,763.0,379.0,59.0,0.0,59.0,0.0,9969.0,0.0,2017,2,0.155181061289999,0.001103420603872003,0.001103420603872003,0.0,0.0,0.0,0.1145551208747116,0.07653726552312168,0.03801785535158993,0.0059183468753134716,0.0,0.0059183468753134716,0.0,0.8455211154579195,0.03360417293610191,0.009027986758952753,0.3534958370949945,0.44869094191995185,0.0007021767479185475,,0.03290199618818337,0.0
NL,2017-03,2976.0,8332.0,102.0,340.0,,4908.0,358.0,6.0,1488.0,14.0,14.0,0.0,0.0,0.0,977.0,672.0,305.0,157.0,0.0,157.0,0.0,9838.0,0.0,2017,3,0.15125025411669038,0.0014230534661516568,0.0014230534661516568,0.0,0.0,0.0,0.09930880260215491,0.06830656637527953,0.031002236226875382,0.015958528156129293,0.0,0.015958528156129293,0.0,0.8469201057125432,0.03455986989225452,0.010367960967676356,0.30250050823338076,0.4988818865623094,0.0006098800569221387,,0.03638951006302094,0.0
NL,2017-04,2454.0,7443.0,106.0,346.0,,4531.0,277.0,6.0,1292.0,3.0,3.0,0.0,0.0,0.0,735.0,467.0,268.0,208.0,0.0,208.0,0.0,8666.0,0.0,2017,4,0.14908839141472421,0.0003461804754211862,0.0003461804754211862,0.0,0.0,0.0,0.08481421647819062,0.053888760673897994,0.030925455804292637,0.024001846295868913,0.0,0.024001846295868913,0.0,0.858873759519963,0.03992614816524348,0.01223171013154858,0.28317562889453035,0.5228479113777983,0.0006923609508423724,,0.0319639972305562,0.0
NL,2017-05,1808.0,7272.0,104.0,331.0,,5029.0,0.0,,1143.0,2.0,2.0,0.0,0.0,0.0,590.0,355.0,235.0,220.0,0.0,220.0,0.0,8084.0,0.0,2017,5,0.14139040079168727,0.00024740227610094015,0.00024740227610094015,0.0,0.0,0.0,0.07298367144977734,0.04391390400791687,0.029069767441860465,0.027214250371103414,0.0,0.027214250371103414,0.0,0.8995546759030183,0.04094507669470559,0.012864918357248886,0.22365165759524988,0.622093023255814,,,0.0,0.0
NL,2017-06,2933.0,7250.0,109.0,325.0,,3866.0,0.0,17.0,1290.0,1.0,1.0,0.0,0.0,0.0,741.0,498.0,243.0,223.0,0.0,223.0,0.0,8215.0,0.0,2017,6,0.15702982349360925,0.00012172854534388314,0.00012172854534388314,0.0,0.0,0.0,0.0902008520998174,0.060620815581253804,0.029580036518563602,0.027145465611685942,0.0,0.027145465611685942,0.0,0.8825319537431527,0.03956177723676202,0.013268411442483263,0.35702982349360923,0.47060255629945225,0.0020693852708460136,,0.0,0.0
NL,2017-07,,7440.0,109.0,,,,174.0,9.0,818.0,2.0,2.0,0.0,0.0,0.0,589.0,385.0,204.0,227.0,0.0,227.0,0.0,8432.0,0.0,2017,7,0.09701138519924099,0.00023719165085388995,0.00023719165085388995,0.0,0.0,0.0,0.06985294117647059,0.045659392789373816,0.024193548387096774,0.026921252371916508,0.0,0.026921252371916508,0.0,0.8823529411764706,,0.012926944971537001,,,0.0010673624288425048,,0.020635673624288427,0.0
NL,2017-08,2311.0,6046.0,100.0,348.0,,3276.0,336.0,11.0,1173.0,1.0,1.0,0.0,0.0,0.0,558.0,340.0,218.0,266.0,0.0,266.0,0.0,7207.0,0.0,2017,8,0.16275842930484252,0.00013875398917718884,0.00013875398917718884,0.0,0.0,0.0,0.07742472596087137,0.04717635632024421,0.030248369640627167,0.036908561121132236,0.0,0.036908561121132236,0.0,0.8389066185652837,0.048286388233661715,0.013875398917718884,0.32066046898848344,0.4545580685444707,0.0015262938809490773,,0.04662134036353545,0.0
NL,2017-09,2462.0,6544.0,90.0,320.0,,3664.0,342.0,8.0,1145.0,2.0,2.0,0.0,0.0,0.0,619.0,404.0,215.0,204.0,0.0,204.0,0.0,7711.0,0.0,2017,9,0.1484891713137077,0.00025936973155232785,0.00025936973155232785,0.0,0.0,0.0,0.08027493191544546,0.05239268577357022,0.027882246141875244,0.02645571261833744,0.0,0.02645571261833744,0.0,0.8486577616392167,0.041499157048372454,0.011671637919854753,0.31928413954091556,0.47516534820386463,0.0010374789262093114,,0.04435222409544806,0.0
NL,2017-10,3076.0,8079.0,87.0,294.0,,4596.0,334.0,26.0,1836.0,3.0,3.0,0.0,0.0,0.0,1396.0,902.0,494.0,143.0,0.0,143.0,0.0,9955.0,0.0,2017,10,0.1844299347061778,0.00030135610246107485,0.00030135610246107485,0.0,0.0,0.0,0.1402310396785535,0.09060773480662983,0.04962330487192366,0.014364640883977901,0.0,0.014364640883977901,0.0,0.8115519839276746,0.029532898041185335,0.00873932697137117,0.3089904570567554,0.46167754897036667,0.002611752887995982,,0.033550979407332995,0.0
NL,2017-11,2710.0,9525.0,105.0,334.0,,6376.0,348.0,0.0,1424.0,8.0,8.0,0.0,0.0,0.0,1008.0,676.0,332.0,74.0,0.0,74.0,0.0,10963.0,0.0,2017,11,0.1298914530694153,0.0007297272644349174,0.0007297272644349174,0.0,0.0,0.0,0.0919456353187996,0.061661953844750525,0.030283681474049074,0.006749977196022987,0.0,0.006749977196022987,0.0,0.8688315242178236,0.030466113290157804,0.009577670345708292,0.24719511082732828,0.5815926297546292,0.0,,0.031743136002918906,0.0
NL,2017-12,2922.0,9142.0,100.0,309.0,,5797.0,362.0,14.0,1879.0,5.0,5.0,0.0,0.0,0.0,1528.0,900.0,628.0,37.0,0.0,37.0,0.0,11074.0,0.0,2017,12,0.16967672024562036,0.00045150803684305583,0.00045150803684305583,0.0,0.0,0.0,0.13798085605923785,0.08127144663175004,0.05670940942748781,0.003341159472638613,0.0,0.003341159472638613,0.0,0.8255372945638433,0.02790319667690085,0.009030160736861116,0.26386129673108183,0.5234784179158389,0.0012642225031605564,,0.03268918186743724,0.0
NL,2018-01,3092.0,8653.0,116.0,371.0,,5049.0,362.0,,1900.0,5.0,5.0,0.0,0.0,0.0,1464.0,864.0,600.0,60.0,0.0,60.0,0.0,10544.0,0.0,2018,1,0.18019726858877086,0.0004742033383915023,0.0004742033383915023,0.0,0.0,0.0,0.13884673748103188,0.0819423368740516,0.05690440060698027,0.005690440060698027,0.0,0.005690440060698027,0.0,0.8206562974203339,0.03518588770864947,0.011001517450682853,0.293247344461305,0.478850531107739,,,0.03433232169954476,0.0
NL,2018-02,3171.0,9105.0,116.0,371.0,,5418.0,327.0,29.0,1675.0,5.0,5.0,0.0,0.0,0.0,1106.0,900.0,206.0,193.0,0.0,193.0,0.0,10736.0,0.0,2018,2,0.15601713859910582,0.00046572280178837556,0.00046572280178837556,0.0,0.0,0.0,0.10301788375558868,0.0838301043219076,0.019187779433681072,0.017976900149031298,0.0,0.017976900149031298,0.0,0.848081222056632,0.03455663189269747,0.010804769001490314,0.2953614008941878,0.5046572280178837,0.0027011922503725784,,0.030458271236959763,0.0
NL,2018-03,2932.0,8568.0,116.0,371.0,,5122.0,362.0,27.0,1675.0,5.0,5.0,0.0,0.0,0.0,1106.0,900.0,206.0,193.0,0.0,193.0,0.0,10234.0,0.0,2018,3,0.1636701192104749,0.0004885675200312683,0.0004885675200312683,0.0,0.0,0.0,0.10807113543091655,0.08794215360562829,0.020128981825288255,0.018858706273206956,0.0,0.018858706273206956,0.0,0.8372093023255814,0.03625170998632011,0.011334766464725424,0.2864959937463357,0.5004885675200312,0.002638264608168849,,0.03537228845026383,0.0
