category,country,year,capacity_mw,group,is_renewable
Fossil Gas,LT,2015,553.0,fossil,False
Biogas,LT,2015,23.0,other,False
Fossil_Mixed_fuels,LT,2015,1780.0,other,False
Hydro_Pure_pumped_Storage,LT,2015,900.0,other,False
Hydro_RunOfRiver_and_poundage,LT,2015,126.0,other,False
Other_non_renewable,LT,2015,6.0,other,False
Solar_PV,LT,2015,69.0,other,False
Waste_non_renewable,LT,2015,0.0,other,False
Waste_renewable,LT,2015,18.0,other,False
Wind_onshore,LT,2015,290.0,other,False
Biomass,LT,2015,30.0,renewable,True
Fossil Gas,LT,2016,560.24,fossil,False
Biogas,LT,2016,39.32,other,False
Fossil_Mixed_fuels,LT,2016,1138.0,other,False
Hydro_Pure_pumped_Storage,LT,2016,900.0,other,False
Hydro_RunOfRiver_and_poundage,LT,2016,126.56,other,False
Other_non_renewable,LT,2016,12.11,other,False
Solar_PV,LT,2016,80.25,other,False
Waste_non_renewable,LT,2016,20.34,other,False
Waste_renewable,LT,2016,0.0,other,False
Wind_onshore,LT,2016,509.45,other,False
Biomass,LT,2016,53.77,renewable,True
Fossil Gas,LT,2017,560.13,fossil,False
Biogas,LT,2017,39.92,other,False
Fossil_Mixed_fuels,LT,2017,1192.0,other,False
Hydro_Pure_pumped_Storage,LT,2017,900.0,other,False
Hydro_RunOfRiver_and_poundage,LT,2017,126.61,other,False
Other_non_renewable,LT,2017,15.11,other,False
Solar_PV,LT,2017,82.32,other,False
Waste_non_renewable,LT,2017,20.34,other,False
Waste_renewable,LT,2017,0.0,other,False
Wind_onshore,LT,2017,520.85,other,False
Biomass,LT,2017,51.47,renewable,True
Fossil Gas,LT,2018,568.08,fossil,False
Biogas,LT,2018,41.1,other,False
Fossil_Mixed_fuels,LT,2018,1192.0,other,False
Hydro_Pure_pumped_Storage,LT,2018,900.0,other,False
Hydro_RunOfRiver_and_poundage,LT,2018,126.61,other,False
Other_non_renewable,LT,2018,37.11,other,False
Solar_PV,LT,2018,82.92,other,False
Waste_non_renewable,LT,2018,20.34,other,False
Waste_renewable,LT,2018,0.0,other,False
Wind_onshore,LT,2018,532.64,other,False
Biomass,LT,2018,51.97,renewable,True
Fossil Gas,LT,2019,1710.0,fossil,False
Fossil Oil,LT,2019,0.0,fossil,False
Other,LT,2019,140.0,other,False
Waste,LT,2019,21.0,other,False
Biomass,LT,2019,96.0,renewable,True
Hydro Pumped Storage,LT,2019,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2019,128.0,renewable,True
Other renewable,LT,2019,0.0,renewable,True
Solar,LT,2019,82.0,renewable,True
Wind Onshore,LT,2019,525.0,renewable,True
Fossil Gas,LT,2020,1770.0,fossil,False
Fossil Oil,LT,2020,0.0,fossil,False
Other,LT,2020,144.0,other,False
Waste,LT,2020,22.0,other,False
Biomass,LT,2020,98.0,renewable,True
Hydro Pumped Storage,LT,2020,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2020,128.0,renewable,True
Other renewable,LT,2020,0.0,renewable,True
Solar,LT,2020,103.0,renewable,True
Wind Onshore,LT,2020,534.0,renewable,True
Fossil Gas,LT,2021,1887.0,fossil,False
Fossil Oil,LT,2021,0.0,fossil,False
Other,LT,2021,37.0,other,False
Waste,LT,2021,48.0,other,False
Biomass,LT,2021,99.0,renewable,True
Hydro Pumped Storage,LT,2021,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2021,128.0,renewable,True
Other renewable,LT,2021,0.0,renewable,True
Solar,LT,2021,169.0,renewable,True
Wind Onshore,LT,2021,540.0,renewable,True
Fossil Gas,LT,2022,1527.0,fossil,False
Fossil Oil,LT,2022,0.0,fossil,False
Other,LT,2022,37.0,other,False
Waste,LT,2022,70.0,other,False
Biomass,LT,2022,95.0,renewable,True
Hydro Pumped Storage,LT,2022,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2022,128.0,renewable,True
Other renewable,LT,2022,0.0,renewable,True
Solar,LT,2022,259.0,renewable,True
Wind Onshore,LT,2022,671.0,renewable,True
Fossil Gas,LT,2023,1518.0,fossil,False
Fossil Oil,LT,2023,0.0,fossil,False
Other,LT,2023,37.0,other,False
Waste,LT,2023,70.0,other,False
Biomass,LT,2023,99.0,renewable,True
Hydro Pumped Storage,LT,2023,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2023,128.0,renewable,True
Other renewable,LT,2023,0.0,renewable,True
Solar,LT,2023,578.0,renewable,True
Wind Onshore,LT,2023,814.0,renewable,True
Fossil Gas,LT,2024,1503.0,fossil,False
Fossil Oil,LT,2024,0.0,fossil,False
Other,LT,2024,37.0,other,False
Waste,LT,2024,70.0,other,False
Biomass,LT,2024,196.0,renewable,True
Hydro Pumped Storage,LT,2024,900.0,renewable,True
Hydro Run-of-river and poundage,LT,2024,129.0,renewable,True
Other renewable,LT,2024,0.0,renewable,True
Solar,LT,2024,1165.0,renewable,True
Wind Onshore,LT,2024,1288.0,renewable,True
Fossil Gas,LU,2014,495.0,fossil,False
Hydro_Pure_pumped_Storage,LU,2014,1296.0,other,False
Hydro_Pure_storage,LU,2014,17.0,other,False
Hydro_RunOfRiver_and_poundage,LU,2014,15.0,other,False
Solar_PV,LU,2014,109.0,other,False
Waste_non_renewable,LU,2014,14.0,other,False
Wind_onshore,LU,2014,57.0,other,False
Biomass,LU,2014,11.0,renewable,True
Fossil Gas,LU,2015,495.0,fossil,False
Biogas,LU,2015,11.0,other,False
Hydro_Pure_pumped_Storage,LU,2015,1290.0,other,False
Hydro_Pure_storage,LU,2015,17.0,other,False
Hydro_RunOfRiver_and_poundage,LU,2015,15.0,other,False
Solar_PV,LU,2015,116.0,other,False
Waste_non_renewable,LU,2015,21.0,other,False
Wind_onshore,LU,2015,60.0,other,False
Fossil Gas,LU,2016,495.0,fossil,False
Biogas,LU,2016,11.0,other,False
Hydro_Pure_pumped_Storage,LU,2016,1290.0,other,False
Hydro_Pure_storage,LU,2016,17.0,other,False
Hydro_RunOfRiver_and_poundage,LU,2016,15.0,other,False
Solar_PV,LU,2016,121.0,other,False
Waste_non_renewable,LU,2016,21.0,other,False
Wind_onshore,LU,2016,120.0,other,False
Fossil Gas,LU,2017,136.0,fossil,False
Biogas,LU,2017,11.0,other,False
Hydro_Pure_pumped_Storage,LU,2017,1296.0,other,False
Hydro_Pure_storage,LU,2017,17.0,other,False
Hydro_RunOfRiver_and_poundage,LU,2017,15.0,other,False
Solar_PV,LU,2017,128.0,other,False
Waste_non_renewable,LU,2017,21.0,other,False
Wind_onshore,LU,2017,120.0,other,False
Fossil Gas,LU,2018,136.0,fossil,False
Biogas,LU,2018,11.0,other,False
Hydro_Pure_pumped_Storage,LU,2018,1296.0,other,False
Hydro_Pure_storage,LU,2018,17.0,other,False
Hydro_RunOfRiver_and_poundage,LU,2018,15.0,other,False
Solar_PV,LU,2018,128.0,other,False
Waste_non_renewable,LU,2018,21.0,other,False
Wind_onshore,LU,2018,120.0,other,False
Fossil Brown coal/Lignite,LU,2019,0.0,fossil,False
Fossil Coal-derived gas,LU,2019,0.0,fossil,False
Fossil Gas,LU,2019,81.0,fossil,False
Fossil Hard coal,LU,2019,0.0,fossil,False
Fossil Oil,LU,2019,0.0,fossil,False
Fossil Oil shale,LU,2019,0.0,fossil,False
Fossil Peat,LU,2019,0.0,fossil,False
Nuclear,LU,2019,0.0,nuclear,False
Other,LU,2019,0.0,other,False
Waste,LU,2019,21.0,other,False
Biomass,LU,2019,30.0,renewable,True
Geothermal,LU,2019,0.0,renewable,True
Hydro Pumped Storage,LU,2019,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2019,25.0,renewable,True
Hydro Water Reservoir,LU,2019,11.0,renewable,True
Marine,LU,2019,0.0,renewable,True
Other renewable,LU,2019,0.0,renewable,True
Solar,LU,2019,136.0,renewable,True
Wind Offshore,LU,2019,0.0,renewable,True
Wind Onshore,LU,2019,154.0,renewable,True
Fossil Brown coal/Lignite,LU,2020,0.0,fossil,False
Fossil Coal-derived gas,LU,2020,0.0,fossil,False
Fossil Gas,LU,2020,81.0,fossil,False
Fossil Hard coal,LU,2020,0.0,fossil,False
Fossil Oil,LU,2020,0.0,fossil,False
Fossil Oil shale,LU,2020,0.0,fossil,False
Fossil Peat,LU,2020,0.0,fossil,False
Nuclear,LU,2020,0.0,nuclear,False
Other,LU,2020,0.0,other,False
Waste,LU,2020,21.0,other,False
Biomass,LU,2020,47.0,renewable,True
Geothermal,LU,2020,0.0,renewable,True
Hydro Pumped Storage,LU,2020,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2020,25.0,renewable,True
Hydro Water Reservoir,LU,2020,11.0,renewable,True
Marine,LU,2020,0.0,renewable,True
Other renewable,LU,2020,0.0,renewable,True
Solar,LU,2020,170.0,renewable,True
Wind Offshore,LU,2020,0.0,renewable,True
Wind Onshore,LU,2020,154.0,renewable,True
Fossil Brown coal/Lignite,LU,2021,0.0,fossil,False
Fossil Coal-derived gas,LU,2021,0.0,fossil,False
Fossil Gas,LU,2021,96.0,fossil,False
Fossil Hard coal,LU,2021,0.0,fossil,False
Fossil Oil,LU,2021,0.0,fossil,False
Fossil Oil shale,LU,2021,0.0,fossil,False
Fossil Peat,LU,2021,0.0,fossil,False
Nuclear,LU,2021,0.0,nuclear,False
Other,LU,2021,0.0,other,False
Waste,LU,2021,21.0,other,False
Biomass,LU,2021,47.0,renewable,True
Geothermal,LU,2021,0.0,renewable,True
Hydro Pumped Storage,LU,2021,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2021,25.0,renewable,True
Hydro Water Reservoir,LU,2021,11.0,renewable,True
Marine,LU,2021,0.0,renewable,True
Other renewable,LU,2021,0.0,renewable,True
Solar,LU,2021,236.0,renewable,True
Wind Offshore,LU,2021,0.0,renewable,True
Wind Onshore,LU,2021,167.0,renewable,True
Fossil Brown coal/Lignite,LU,2022,0.0,fossil,False
Fossil Coal-derived gas,LU,2022,0.0,fossil,False
Fossil Gas,LU,2022,96.0,fossil,False
Fossil Hard coal,LU,2022,0.0,fossil,False
Fossil Oil,LU,2022,0.0,fossil,False
Fossil Oil shale,LU,2022,0.0,fossil,False
Fossil Peat,LU,2022,0.0,fossil,False
Nuclear,LU,2022,0.0,nuclear,False
Other,LU,2022,0.0,other,False
Waste,LU,2022,21.0,other,False
Biomass,LU,2022,47.0,renewable,True
Geothermal,LU,2022,0.0,renewable,True
Hydro Pumped Storage,LU,2022,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2022,25.0,renewable,True
Hydro Water Reservoir,LU,2022,11.0,renewable,True
Marine,LU,2022,0.0,renewable,True
Other renewable,LU,2022,0.0,renewable,True
Solar,LU,2022,258.0,renewable,True
Wind Offshore,LU,2022,0.0,renewable,True
Wind Onshore,LU,2022,167.0,renewable,True
Fossil Brown coal/Lignite,LU,2023,0.0,fossil,False
Fossil Coal-derived gas,LU,2023,0.0,fossil,False
Fossil Gas,LU,2023,70.0,fossil,False
Fossil Hard coal,LU,2023,0.0,fossil,False
Fossil Oil,LU,2023,0.0,fossil,False
Fossil Oil shale,LU,2023,0.0,fossil,False
Fossil Peat,LU,2023,0.0,fossil,False
Nuclear,LU,2023,0.0,nuclear,False
Other,LU,2023,0.0,other,False
Waste,LU,2023,21.0,other,False
Biomass,LU,2023,47.0,renewable,True
Geothermal,LU,2023,0.0,renewable,True
Hydro Pumped Storage,LU,2023,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2023,22.0,renewable,True
Hydro Water Reservoir,LU,2023,11.0,renewable,True
Marine,LU,2023,0.0,renewable,True
Other renewable,LU,2023,0.0,renewable,True
Solar,LU,2023,300.0,renewable,True
Wind Offshore,LU,2023,0.0,renewable,True
Wind Onshore,LU,2023,152.0,renewable,True
Fossil Brown coal/Lignite,LU,2024,0.0,fossil,False
Fossil Coal-derived gas,LU,2024,0.0,fossil,False
Fossil Gas,LU,2024,72.0,fossil,False
Fossil Hard coal,LU,2024,0.0,fossil,False
Fossil Oil,LU,2024,0.0,fossil,False
Fossil Oil shale,LU,2024,0.0,fossil,False
Fossil Peat,LU,2024,0.0,fossil,False
Nuclear,LU,2024,0.0,nuclear,False
Other,LU,2024,0.0,other,False
Waste,LU,2024,24.0,other,False
Biomass,LU,2024,83.0,renewable,True
Geothermal,LU,2024,0.0,renewable,True
Hydro Pumped Storage,LU,2024,0.0,renewable,True
Hydro Run-of-river and poundage,LU,2024,22.0,renewable,True
Hydro Water Reservoir,LU,2024,11.0,renewable,True
Marine,LU,2024,0.0,renewable,True
Other renewable,LU,2024,0.0,renewable,True
Solar,LU,2024,415.0,renewable,True
Wind Offshore,LU,2024,0.0,renewable,True
Wind Onshore,LU,2024,208.0,renewable,True
Fossil Gas,LV,2014,1031.0,fossil,False
Biogas,LV,2014,55.0,other,False
Fossil_Mixed_fuels,LV,2014,107.0,other,False
Hydro_RunOfRiver_and_poundage,LV,2014,1556.0,other,False
Wind_onshore,LV,2014,74.0,other,False
Biomass,LV,2014,37.0,renewable,True
Fossil Gas,LV,2015,1031.0,fossil,False
Biogas,LV,2015,68.0,other,False
Fossil_Mixed_fuels,LV,2015,118.0,other,False
Hydro_RunOfRiver_and_poundage,LV,2015,1578.0,other,False
Wind_onshore,LV,2015,71.0,other,False
Biomass,LV,2015,68.0,renewable,True
Fossil Gas,LV,2016,1031.0,fossil,False
Biogas,LV,2016,57.0,other,False
Fossil_Mixed_fuels,LV,2016,107.0,other,False
Hydro_RunOfRiver_and_poundage,LV,2016,1556.0,other,False
Wind_onshore,LV,2016,74.0,other,False
Biomass,LV,2016,76.0,renewable,True
Fossil Gas,LV,2017,1031.0,fossil,False
Biogas,LV,2017,63.0,other,False
Fossil_Mixed_fuels,LV,2017,109.0,other,False
Hydro_RunOfRiver_and_poundage,LV,2017,1572.0,other,False
Wind_onshore,LV,2017,74.0,other,False
Biomass,LV,2017,80.0,renewable,True
Fossil Gas,LV,2018,1031.0,fossil,False
Biogas,LV,2018,65.0,other,False
Fossil_Mixed_fuels,LV,2018,90.0,other,False
Hydro_RunOfRiver_and_poundage,LV,2018,1557.0,other,False
Wind_onshore,LV,2018,77.0,other,False
Biomass,LV,2018,9.0,renewable,True
Fossil Gas,LV,2019,1110.0,fossil,False
Biomass,LV,2019,126.0,renewable,True
Hydro Run-of-river and poundage,LV,2019,1539.0,renewable,True
Solar,LV,2019,7.0,renewable,True
Wind Onshore,LV,2019,59.0,renewable,True
Fossil Gas,LV,2020,1026.0,fossil,False
Biomass,LV,2020,145.0,renewable,True
Hydro Run-of-river and poundage,LV,2020,1578.0,renewable,True
Solar,LV,2020,9.0,renewable,True
Wind Onshore,LV,2020,74.0,renewable,True
Fossil Gas,LV,2021,1021.0,fossil,False
Biomass,LV,2021,149.0,renewable,True
Hydro Run-of-river and poundage,LV,2021,1578.0,renewable,True
Solar,LV,2021,11.0,renewable,True
Wind Onshore,LV,2021,84.0,renewable,True
Fossil Gas,LV,2022,1162.0,fossil,False
Biomass,LV,2022,164.0,renewable,True
Hydro Run-of-river and poundage,LV,2022,1588.0,renewable,True
Solar,LV,2022,14.0,renewable,True
Wind Onshore,LV,2022,87.0,renewable,True
Fossil Gas,LV,2023,1157.0,fossil,False
Biomass,LV,2023,177.0,renewable,True
Hydro Run-of-river and poundage,LV,2023,1609.0,renewable,True
Solar,LV,2023,63.0,renewable,True
Wind Onshore,LV,2023,165.0,renewable,True
Fossil Gas,LV,2024,1112.0,fossil,False
Biomass,LV,2024,166.0,renewable,True
Hydro Run-of-river and poundage,LV,2024,1588.0,renewable,True
Solar,LV,2024,303.0,renewable,True
Wind Onshore,LV,2024,136.0,renewable,True
Fossil_Brown_coal_Lignite,ME,2014,220.0,other,False
Hydro_Pure_storage,ME,2014,660.0,other,False
Fossil_Brown_coal_Lignite,ME,2015,220.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,ME,2015,649.0,other,False
Fossil_Brown_coal_Lignite,ME,2016,220.0,other,False
Hydro_Pure_storage,ME,2016,660.0,other,False
Fossil_Brown_coal_Lignite,ME,2017,220.0,other,False
Hydro_Mixed_pumped_storage_non_renewable,ME,2017,660.0,other,False
Wind_onshore,ME,2017,72.0,other,False
Fossil Brown coal/Lignite,ME,2019,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2019,307.0,renewable,True
Hydro Water Reservoir,ME,2019,342.0,renewable,True
Wind Onshore,ME,2019,118.0,renewable,True
Fossil Brown coal/Lignite,ME,2020,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2020,307.0,renewable,True
Hydro Water Reservoir,ME,2020,342.0,renewable,True
Wind Onshore,ME,2020,118.0,renewable,True
Fossil Brown coal/Lignite,ME,2021,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2021,307.0,renewable,True
Hydro Water Reservoir,ME,2021,342.0,renewable,True
Wind Onshore,ME,2021,118.0,renewable,True
Fossil Brown coal/Lignite,ME,2022,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2022,307.0,renewable,True
Hydro Water Reservoir,ME,2022,342.0,renewable,True
Wind Onshore,ME,2022,118.0,renewable,True
Fossil Brown coal/Lignite,ME,2023,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2023,307.0,renewable,True
Hydro Water Reservoir,ME,2023,342.0,renewable,True
Wind Onshore,ME,2023,118.0,renewable,True
Fossil Brown coal/Lignite,ME,2024,210.0,fossil,False
Hydro Run-of-river and poundage,ME,2024,307.0,renewable,True
Hydro Water Reservoir,ME,2024,342.0,renewable,True
Wind Onshore,ME,2024,118.0,renewable,True
Fossil Gas,MK,2014,250.0,fossil,False
Fossil Oil,MK,2014,189.0,fossil,False
Fossil_Brown_coal_Lignite,MK,2014,718.0,other,False
Hydro_Pure_storage,MK,2014,539.0,other,False
Solar_PV,MK,2014,13.0,other,False
Wind_onshore,MK,2014,36.0,other,False
Fossil Gas,MK,2015,250.0,fossil,False
Fossil Oil,MK,2015,189.0,fossil,False
Fossil_Brown_coal_Lignite,MK,2015,718.0,other,False
Hydro_Pure_storage,MK,2015,539.0,other,False
Solar_PV,MK,2015,17.0,other,False
Wind_onshore,MK,2015,36.0,other,False
Biomass,MK,2015,4.0,renewable,True
Fossil Gas,MK,2016,250.0,fossil,False
Fossil Oil,MK,2016,189.0,fossil,False
Biogas,MK,2016,4.0,other,False
Fossil_Brown_coal_Lignite,MK,2016,718.0,other,False
Hydro_Pure_storage,MK,2016,567.0,other,False
Hydro_RunOfRiver_and_poundage,MK,2016,109.0,other,False
Solar_PV,MK,2016,17.0,other,False
Wind_onshore,MK,2016,36.0,other,False
Fossil Gas,MK,2017,250.0,fossil,False
Fossil Oil,MK,2017,189.0,fossil,False
Biogas,MK,2017,4.0,other,False
Fossil_Brown_coal_Lignite,MK,2017,718.0,other,False
Hydro_Pure_storage,MK,2017,567.0,other,False
Hydro_RunOfRiver_and_poundage,MK,2017,109.0,other,False
Solar_PV,MK,2017,17.0,other,False
Wind_onshore,MK,2017,36.0,other,False
Fossil Gas,MK,2018,250.0,fossil,False
Fossil Oil,MK,2018,189.0,fossil,False
Biogas,MK,2018,7.0,other,False
Fossil_Brown_coal_Lignite,MK,2018,718.0,other,False
Hydro_Pure_storage,MK,2018,567.0,other,False
Hydro_RunOfRiver_and_poundage,MK,2018,109.0,other,False
Solar_PV,MK,2018,17.0,other,False
Wind_onshore,MK,2018,36.8,other,False
Fossil Brown coal/Lignite,MK,2019,824.0,fossil,False
Fossil Gas,MK,2019,251.0,fossil,False
Fossil Oil,MK,2019,165.0,fossil,False
Hydro Water Reservoir,MK,2019,506.0,renewable,True
Wind Onshore,MK,2019,35.0,renewable,True
Fossil Brown coal/Lignite,MK,2020,824.0,fossil,False
Fossil Gas,MK,2020,251.0,fossil,False
Fossil Oil,MK,2020,165.0,fossil,False
Hydro Water Reservoir,MK,2020,506.0,renewable,True
Wind Onshore,MK,2020,35.0,renewable,True
Fossil Brown coal/Lignite,MK,2021,824.0,fossil,False
Fossil Gas,MK,2021,251.0,fossil,False
Hydro Water Reservoir,MK,2021,506.0,renewable,True
Wind Onshore,MK,2021,35.0,renewable,True
Fossil Brown coal/Lignite,MK,2022,824.0,fossil,False
Fossil Gas,MK,2022,251.0,fossil,False
Biomass,MK,2022,7.0,renewable,True
Hydro Water Reservoir,MK,2022,644.0,renewable,True
Solar,MK,2022,22.0,renewable,True
Wind Onshore,MK,2022,37.0,renewable,True
Fossil Brown coal/Lignite,MK,2023,824.0,fossil,False
Fossil Gas,MK,2023,251.0,fossil,False
Fossil Oil,MK,2023,165.0,fossil,False
Biomass,MK,2023,7.0,renewable,True
Hydro Water Reservoir,MK,2023,644.0,renewable,True
Solar,MK,2023,22.0,renewable,True
Wind Onshore,MK,2023,37.0,renewable,True
Fossil Brown coal/Lignite,MK,2024,824.0,fossil,False
Fossil Gas,MK,2024,251.0,fossil,False
Fossil Oil,MK,2024,165.0,fossil,False
Biomass,MK,2024,7.0,renewable,True
Hydro Water Reservoir,MK,2024,644.0,renewable,True
Wind Onshore,MK,2024,37.0,renewable,True
Fossil Gas,NL,2014,19590.0,fossil,False
Nuclear,NL,2014,486.0,nuclear,False
Fossil_Hard_coal,NL,2014,7270.0,other,False
Hydro_RunOfRiver_and_poundage,NL,2014,38.0,other,False
Non_identified_net_gen,NL,2014,680.0,other,False
Solar_PV,NL,2014,1000.0,other,False
Waste_renewable,NL,2014,869.0,other,False
Wind_offshore,NL,2014,228.0,other,False
Wind_onshore,NL,2014,2646.0,other,False
Biomass,NL,2014,400.0,renewable,True
Fossil Gas,NL,2015,19914.0,fossil,False
Nuclear,NL,2015,486.0,nuclear,False
Fossil_Hard_coal,NL,2015,5658.0,other,False
Hydro_RunOfRiver_and_poundage,NL,2015,38.0,other,False
Solar_PV,NL,2015,1429.0,other,False
Waste_renewable,NL,2015,674.0,other,False
Wind_offshore,NL,2015,357.0,other,False
Wind_onshore,NL,2015,3284.0,other,False
Biomass,NL,2015,398.0,renewable,True
Fossil Gas,NL,2016,19297.0,fossil,False
Nuclear,NL,2016,486.0,nuclear,False
Fossil_Hard_coal,NL,2016,4608.0,other,False
Hydro_RunOfRiver_and_poundage,NL,2016,38.0,other,False
Solar_PV,NL,2016,2039.0,other,False
Waste_renewable,NL,2016,678.0,other,False
Wind_offshore,NL,2016,638.0,other,False
Wind_onshore,NL,2016,3479.0,other,False
Biomass,NL,2016,486.0,renewable,True
Fossil Gas,NL,2017,18433.0,fossil,False
Nuclear,NL,2017,486.0,nuclear,False
Fossil_Hard_coal,NL,2017,4631.0,other,False
Hydro_RunOfRiver_and_poundage,NL,2017,38.0,other,False
Solar_PV,NL,2017,2584.0,other,False
Waste_renewable,NL,2017,683.0,other,False
Wind_offshore,NL,2017,957.0,other,False
Wind_onshore,NL,2017,3675.0,other,False
Biomass,NL,2017,489.0,renewable,True
Fossil Gas,NL,2018,15570.0,fossil,False
Nuclear,NL,2018,486.0,nuclear,False
Fossil_Hard_coal,NL,2018,4631.0,other,False
Hydro_RunOfRiver_and_poundage,NL,2018,38.0,other,False
Solar_PV,NL,2018,3937.0,other,False
Waste_renewable,NL,2018,758.0,other,False
Wind_offshore,NL,2018,957.0,other,False
