country,year,TOTAL,RA000,RA100,RA110,RA120,RA130,RA200,RA300,RA310,RA320,RA400,RA410,RA420,RA500_5160,CF,CF_R,CF_NR_OTH,C0000,G3000,O4000XBIO,FE,N9000,X9900,share_ra000,share_ra100,share_ra110,share_ra120,share_ra130,share_ra200,share_ra300,share_ra310,share_ra320,share_ra400,share_ra410,share_ra420,share_ra500_5160,share_cf,share_cf_r,share_cf_nr_oth,share_c0000,share_g3000,share_o4000xbio,share_fe,share_n9000,share_x9900
CH,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,2015,4260.0,,0.0,,,,0.0,220.0,,,,,,,3921.0,,,,,,,0.0,,,0.0,,,,0.0,0.051643192488262914,,,,,,,0.9204225352112676,,,,,,,0.0,
CY,2016,4589.0,,0.0,,,,0.0,224.0,,,,,,,4231.0,,,,,,,0.0,,,0.0,,,,0.0,0.04881237742427544,,,,,,,0.9219873610808454,,,,,,,0.0,
CY,2017,4740.848,408.17,0.0,0.0,0.0,0.0,0.0,211.019,211.019,0.0,160.655,0.0,160.655,0.0,4369.174,36.496,0.0,0.0,0.0,4332.678,,0.0,0.0,0.0860964114436911,0.0,0.0,0.0,0.0,0.0,0.0445108132553501,0.0445108132553501,0.0,0.03388739736013473,0.0,0.03388739736013473,0.0,0.9216017893845152,0.007698200828206263,0.0,0.0,0.0,0.9139035885563089,,0.0,0.0
CY,2018,4791.085,447.045,0.0,0.0,0.0,0.0,0.0,220.613,220.613,0.0,190.329,0.0,190.329,0.0,4380.143,36.103,0.0,0.0,0.0,4344.04,,0.0,0.0,0.09330767456640823,0.0,0.0,0.0,0.0,0.0,0.046046563565455424,0.046046563565455424,0.0,0.039725657131944016,0.0,0.039725657131944016,0.0,0.9142277793026006,0.007535453869008795,0.0,0.0,0.0,0.9066923254335918,,0.0,0.0
CY,2019,4882.917,491.44,0.0,0.0,0.0,0.0,0.0,238.135,238.135,0.0,215.54,0.0,215.54,0.0,4429.242,37.765,0.0,0.0,0.0,4391.477,,0.0,0.0,0.1006447580411463,0.0,0.0,0.0,0.0,0.0,0.04876900426527831,0.04876900426527831,0.0,0.04414164729812118,0.0,0.04414164729812118,0.0,0.9070893484366005,0.007734106477746806,0.0,0.0,0.0,0.8993552419588536,,0.0,0.0
CY,2020,4701.571,607.517,0.0,0.0,0.0,0.0,0.0,239.981,239.981,0.0,324.876,0.0,324.875,0.0,4136.714,42.66,0.0,0.0,0.0,4094.054,,0.0,0.0,0.1292157451200886,0.0,0.0,0.0,0.0,0.0,0.051042725931396124,0.051042725931396124,0.0,0.06909945633066053,0.0,0.06909924363579749,0.0,0.8798578177379434,0.009073562858031922,0.0,0.0,0.0,0.8707842548799114,,0.0,0.0
CY,2021,4879.134,762.248,0.0,0.0,0.0,0.0,0.0,246.478,246.478,0.0,473.899,0.0,473.899,0.0,4158.757,41.871,0.0,0.0,0.0,4116.8859999999995,,0.0,0.0,0.15622608438300734,0.0,0.0,0.0,0.0,0.0,0.050516751538285276,0.050516751538285276,0.0,0.09712768700347234,0.0,0.09712768700347234,0.0,0.8523555614582423,0.008581645841249697,0.0,0.0,0.0,0.8437739156169926,,0.0,0.0
CY,2022,5016.275,873.9839999999999,0.0,0.0,0.0,0.0,0.0,224.265,224.265,0.0,610.765,0.0,610.765,0.0,4181.245,38.954,0.0,0.0,0.0,4142.291,,0.0,0.0,0.1742296823838406,0.0,0.0,0.0,0.0,0.0,0.04470747716183822,0.04470747716183822,0.0,0.12175668200008971,0.0,0.12175668200008971,0.0,0.8335358408380721,0.007765523221912675,0.0,0.0,0.0,0.8257703176161595,,0.0,0.0
CY,2023,5132.937,1082.607,0.0,0.0,0.0,0.0,0.0,208.476,208.476,0.0,836.477,0.0,836.477,0.0,4087.984,37.653999999999996,0.0,0.0,0.0,4050.33,,0.0,0.0,0.21091375171758392,0.0,0.0,0.0,0.0,0.0,0.04061534361321793,0.04061534361321793,0.0,0.16296264692124607,0.0,0.16296264692124607,0.0,0.796422009465536,0.007335761183119917,0.0,0.0,0.0,0.7890862482824161,,0.0,0.0
CY,2024,5514.901,1324.4650000000001,0.0,0.0,0.0,0.0,0.0,202.65,202.65,0.0,1083.536,0.0,1083.536,0.0,4228.715,38.278999999999996,0.0,0.0,0.0,4190.436,4190.436,0.0,0.0,0.24016115611141528,0.0,0.0,0.0,0.0,0.0,0.036745899881067676,0.036745899881067676,0.0,0.19647424314597853,0.0,0.19647424314597853,0.0,0.7667798569729539,0.006941013084369057,0.0,0.0,0.0,0.7598388438885847,0.7598388438885847,0.0,0.0
CZ,2015,77596.0,,2960.0,,,,0.0,562.0,,,,,,,46514.0,,,,,,,25338.0,,,0.038146296200835095,,,,0.0,0.007242641373266663,,,,,,,0.5994381153667715,,,,,,,0.3265374503840404,
CZ,2016,77373.0,,3169.0,,,,0.0,487.0,,,,,,,48910.0,,,,,,,22729.0,,,0.04095743993382705,,,,0.0,0.006294185310121101,,,,,,,0.6321326560945032,,,,,,,0.29375880475101135,
CZ,2017,81066.374,9188.649,3006.44,1850.949,0.0,1155.492,0.0,581.9159999999999,581.9159999999999,0.0,2163.8849999999998,0.0,2163.8849999999998,0.0,48428.487,4591.9,78.176,40059.766,3584.249,114.39699999999999,,26785.566,100.081,0.1133472307519268,0.03708615362517633,0.022832512528560858,0.0,0.014253653432186321,0.0,0.007178266046536138,0.007178266046536138,0.0,0.0266927567279622,0.0,0.0266927567279622,0.0,0.5973930325291225,0.05664370778443846,0.0009643455867410575,0.4941600817127951,0.04421375748223302,0.0014111522984856827,,0.3304152471405715,0.00123455626620231
CZ,2018,81967.62700000001,9006.081,2650.153,1612.84,0.0,1037.317,0.0,600.67,600.67,0.0,2317.645,0.0,2317.645,0.0,48042.915,4474.93,67.609,39732.619,3665.919,101.83500000000001,,28255.421000000002,100.826,0.10987363340407548,0.03233170334429713,0.019676548645235267,0.0,0.012655203498815453,0.0,0.007328136997305045,0.007328136997305045,0.0,0.028275126227577625,0.0,0.028275126227577625,0.0,0.586120603442625,0.05459387033371114,0.0008248256351254379,0.48473550417654515,0.04472398597070523,0.0012423807267227585,,0.34471439559913086,0.0012300709888795486
CZ,2019,81133.564,9597.522,3142.533,1990.9969999999998,0.0,1151.535,0.0,690.967,690.967,0.0,2261.49,0.0,2261.49,0.0,46343.589,4654.067,72.319,35846.428,5659.233,111.543,,28582.23,112.754,0.1182928682881477,0.03873283564863488,0.02453974535125808,0.0,0.014193077972021543,0.0,0.008516413749554993,0.008516413749554993,0.0,0.027873667672234884,0.0,0.027873667672234884,0.0,0.5712011985569868,0.05736302918974446,0.0008913573672173455,0.44181995998598067,0.0697520572373722,0.0013748071020274668,,0.35228613893998295,0.0013897331072501636
CZ,2020,76115.206,9854.266,3401.164,2125.0389999999998,0.0,1276.126,0.0,690.694,690.694,0.0,2212.8849999999998,0.0,2212.8849999999998,0.0,41332.0,4825.649,81.588,29657.607,6687.405,79.749,,28372.328999999998,106.136,0.12946514261552414,0.0446844221902257,0.02791871837015063,0.0,0.016765716958054344,0.0,0.009074323466982405,0.009074323466982405,0.0,0.02907283729876524,0.0,0.02907283729876524,0.0,0.543018959969707,0.06339927661760517,0.0010719014542245342,0.3896410265249758,0.08785898838663064,0.0010477407103122074,,0.3727550707804692,0.0013944125698089813
CZ,2021,79296.185,10097.256,3584.775,2389.217,0.0,1195.559,0.0,593.9879999999999,593.9879999999999,0.0,2132.314,0.0,2132.314,0.0,43814.358,4981.738,88.161,31546.478,7109.0,88.979,,29044.666,126.081,0.12733596200119843,0.045207408149585,0.03013028937016327,0.0,0.015077131390368906,0.0,0.007490751288980674,0.007490751288980674,0.0,0.026890499208757645,0.0,0.026890499208757645,0.0,0.5525405541262799,0.06282443474424401,0.0011117937136572208,0.39783096753015296,0.08965122344788719,0.0011221094684441628,,0.3662807485631245,0.0015900008304308715
CZ,2022,78769.56,9996.612,3053.161,2076.117,0.0,977.044,0.0,633.22,633.22,0.0,2277.188,0.0,2277.188,0.0,43373.458,5010.0869999999995,90.514,34002.243,4193.165,77.447,,29311.329,121.203,0.12690958283885298,0.03876067100032043,0.026356843938191356,0.0,0.012403827062129077,0.0,0.008038892181192837,0.008038892181192837,0.0,0.028909492448605783,0.0,0.028909492448605783,0.0,0.5506373020237767,0.063604354270863,0.001149098712751474,0.43166729635153483,0.05323331754043059,0.000983209757677966,,0.3721149261212073,0.0015387035296375912
CZ,2023,70956.26699999999,9954.822,3375.8450000000003,2325.349,0.0,1050.49,0.0,693.083,693.083,0.0,2171.297,0.0,2171.297,0.0,35882.528,4765.0869999999995,100.304,27386.466,3547.392,83.276,,28729.178,104.334,0.140295176464117,0.04757641773911247,0.032771580274931884,0.0,0.014804752905053476,0.0,0.009767748914976037,0.009767748914976037,0.0,0.03060049650018934,0.0,0.03060049650018934,0.0,0.5056992076542021,0.06715526621489262,0.0014136031141548076,0.38596260989885506,0.049994061835299204,0.0011736243114367896,,0.40488570234395227,0.0014703986611922526
CZ,2024,68947.681,11877.009,3547.597,2636.702,0.0,910.894,0.0,696.366,696.366,0.0,3565.677,0.0,3565.677,0.0,32986.558000000005,4978.259,99.413,24187.998,3651.748,69.138,28008.297,28049.831,101.651,0.17226118163423076,0.0514534636777704,0.03824206937431297,0.0,0.01321137979970639,0.0,0.010099919096626326,0.010099919096626326,0.0,0.05171569149657115,0.0,0.05171569149657115,0.0,0.47842882489405275,0.07220342914796511,0.0014418614021260556,0.3508167011447419,0.05296404385232333,0.0010027603393941561,0.40622536673858545,0.4068277655342752,0.0014743207969532724
DE,2015,529449.0,,21247.0,,,,92.0,87974.0,,,,,,,288736.0,,,,,,,86767.0,,,0.040130399717442096,,,,0.000173765556266987,0.16616142442425993,,,,,,,0.5453518658076604,,,,,,,0.16388169587627893,
DE,2016,524351.0,,22339.0,,,,151.0,82732.0,,,,,,,294087.0,,,,,,,80038.0,,,0.04260314178861106,,,,0.00028797503962040694,0.15777980780050005,,,,,,,0.5608590428930239,,,,,,,0.15264202795455717,
DE,2017,575256.748,176146.11800000002,22675.631999999998,16337.973,468.46000000000004,5869.2,142.004,104378.0,86391.0,17987.0,39326.0,0.0,39326.0,0.0,336016.022,15493.682,18735.328,221723.235,74851.284,5212.49,,72154.983,564.106,0.3062043489492452,0.03941828075696036,0.02840118443947397,0.000814349421590792,0.010202748634249833,0.0002468532537753038,0.18144593759724137,0.1501781601004357,0.03126777749680565,0.06836251836545167,0.0,0.06836251836545167,0.0,0.5841148724777757,0.026933507610066316,0.03256863663944365,0.38543352298059436,0.13011804600334737,0.009061154029261382,,0.12543091976037105,0.00098061605007022
DE,2018,571799.713,189462.386,20041.878,13380.792,1075.502,5585.581,165.25,112174.0,92695.0,19479.0,46184.0,0.0,46184.0,0.0,320437.701,16482.839,18231.794,210331.607,70628.077,4763.385,,72274.133,522.751,0.3313439683380883,0.03505052126530186,0.023401186981708053,0.0018809068552295687,0.00976842218177189,0.0002889997952832131,0.19617708342571344,0.16211095929668645,0.03406612412902698,0.08076954036526422,0.0,0.08076954036526422,0.0,0.5604019969139089,0.028826245668297494,0.03188493030950507,0.3678414000882858,0.12351890949619977,0.00833051310048489,,0.12639763776866395,0.0009142204658644171
DE,2019,540234.134,204299.486,22775.22,16379.989,810.478,5584.751,188.679,125748.0,101182.0,24566.0,44895.0,0.0,44895.0,0.0,275100.477,16277.338,17652.574,156772.123,79867.841,4530.6,,70992.174,534.584,0.3781684146600037,0.042158054381658164,0.03032016670016634,0.0015002347111965346,0.010337649268196742,0.0003492541254344362,0.23276574375065315,0.1872928673551753,0.04547287639547782,0.08310285702902291,0.0,0.08310285702902291,0.0,0.5092245374484242,0.030130154641431824,0.03267578423691384,0.290192924018385,0.14783930887269706,0.008386363827947238,,0.13141001194122992,0.0009895413235773065
DE,2020,505933.75,215125.675,22213.957000000002,15154.382,1074.409,5985.1630000000005,195.0,132073.0,104959.0,27114.0,50130.0,0.0,50130.0,0.0,239889.37900000002,16498.881,15865.508,122875.404,80746.125,3903.458,,60916.768000000004,515.647,0.425205226968946,0.043906849463986146,0.029953293291858866,0.002123615987271061,0.011829934255226104,0.0003854259574499626,0.2610480127091739,0.20745601573328523,0.053591996975888644,0.09908411921521346,0.0,0.09908411921521346,0.0,0.4741517619648818,0.0326107538783487,0.03135886467348739,0.24286856530128698,0.15959821814615055,0.007715354035978031,,0.12040463400593458,0.0010191986599035942
DE,2021,520708.9,200792.705,21485.129,15628.918,1163.612,4692.599,208.0,115748.0,91410.0,24338.0,51221.0,0.0,51221.0,0.0,266060.795,16823.175,16089.661,151788.37900000002,77272.147,4087.4300000000003,,65444.269,541.709,0.38561412144098167,0.04126130550101986,0.03001469343043685,0.0022346689292232188,0.009011943141359788,0.00039945543469681425,0.22228926757349451,0.17554914079632591,0.046740126777168586,0.09836782125291117,0.0,0.09836782125291117,0.0,0.5109588005889663,0.032308214820219124,0.03089953138884317,0.2915033313238933,0.14839797629731313,0.007849740997321152,,0.12568302366254927,0.0010403298272796948
DE,2022,515294.265,221058.09100000001,20299.591,13902.509,1001.937,5395.145,217.0,127326.0,102237.0,25089.0,61304.0,0.0,61304.0,0.0,273041.371,17306.645,15510.95,166234.674,69636.227,4352.875,,32765.409,340.895,0.42899388953998935,0.03939417218237428,0.026979747193576858,0.0019443977316533883,0.010470027257144033,0.00042111860103857357,0.2470937649577761,0.19840508025060205,0.048688684707174065,0.11896891575146873,0.0,0.11896891575146873,0.0,0.5298746552127841,0.03358594530447569,0.0301011500681072,0.32260144405061447,0.13513875804536657,0.008447357744220188,,0.06358582120062989,0.0006615540345670254
DE,2023,455991.581,241149.265,21885.839,15900.864,1113.888,4871.085,186.0,144727.0,120900.0,23827.0,61906.0,0.0,61906.0,0.0,220133.247,17315.511,14916.773,116847.232,67528.665,3525.068,,6723.008,430.488,0.5288458713890158,0.047996147104303666,0.03487095960221248,0.002442781942502574,0.01068240117354272,0.0004079022678271773,0.3173896318055048,0.2651364740876652,0.05225315771783953,0.1357612784522002,0.0,0.1357612784522002,0.0,0.4827572616960224,0.03797331293272276,0.03271282545894197,0.25624866087165765,0.14809191181097703,0.007730555007768883,,0.014743710805485243,0.0009440700616794941
DE,2024,441200.653,248192.31100000002,25173.215,18371.626,1140.462,5661.131,197.0,139642.0,113561.0,26081.0,71935.0,,71935.0,,203797.178,16906.227,15013.257,98075.951,69685.529,4116.219,186890.956,0.0,456.26,0.562538403586633,0.05705615988741522,0.041640069830087036,0.0025849055123678614,0.012831193611130037,0.00044650885863489417,0.3165045179568218,0.25739082484993514,0.059113693106886675,0.16304372967462494,,0.16304372967462494,,0.46191495097356533,0.03831868082026615,0.034028183997270735,0.2222933042667097,0.15794520820892802,0.00932958501310287,0.4235962814860113,0.0,0.001034132648937852
DK,2015,26777.0,,18.0,,,,0.0,13827.0,,,,,,,10247.0,,,,,,,0.0,,,0.0006722186951488218,,,,0.0,0.5163759943234866,,,,,,,0.3826791649549987,,,,,,,0.0,
DK,2016,28923.0,,18.0,,,,0.0,12780.0,,,,,,,15380.0,,,,,,,0.0,,,0.0006223420806970231,,,,0.0,0.44186287729488644,,,,,,,0.5317567333955675,,,,,,,0.0,
DK,2017,29458.172,20197.102,16.215,16.215,0.0,0.0,0.0,14774.667,9594.894,5179.772,788.781,0.0,788.781,0.0,13878.473,4617.439,635.043,6365.262,2035.452,225.276,,0.0,0.037,0.6856196643837914,0.000550441487000619,0.000550441487000619,0.0,0.0,0.0,0.5015473125759466,0.3257124712286968,0.17583480740081225,0.026776305060612723,0.0,0.026776305060612723,0.0,0.4711247188046835,0.15674560526023137,0.021557447624380766,0.2160779698074952,0.06909634447106902,0.0076473176950694706,,0.0,1.2560181942043112e-06
DK,2018,28939.089,19304.364,14.929,14.929,0.0,0.0,0.0,13898.806,9268.96,4629.846,952.973,0.0,952.973,0.0,14072.337,4437.656,570.381,6871.64,1959.676,232.983,,0.0,0.044,0.667068821689584,0.0005158766400697686,0.0005158766400697686,0.0,0.0,0.0,0.4802779382585264,0.32029204512968595,0.15998589312884035,0.03293030406036624,0.0,0.03293030406036624,0.0,0.48627436060616835,0.15334470273062153,0.01970970820816094,0.23745184238522507,0.06771726642811735,0.008050806298705533,,0.0,1.5204348692524493e-06
DK,2019,28451.004,21862.237,17.014,17.014,0.0,0.0,0.0,16149.833,9952.261,6197.569,963.269,0.0,963.269,0.0,11320.848,4732.121,715.732,3794.814,1853.049,225.131,,0.0,0.041,0.7684170653520699,0.0005980105306652798,0.0005980105306652798,0.0,0.0,0.0,0.5676366640699217,0.34980350781294045,0.21783305081254778,0.03385711801242585,0.0,0.03385711801242585,0.0,0.39790680146120677,0.16632527273905695,0.02515665176525932,0.13338067085435718,0.06513123403307665,0.00791293692131216,,0.0,1.4410739248428631e-06
DK,2020,27678.146,21865.096999999998,17.125,17.125,0.0,0.0,0.0,16353.349,9750.265,6603.0869999999995,1181.084,0.0,1181.084,0.0,10126.511,4313.539,705.6659999999999,3758.891,1131.098,217.316,,0.0,0.081,0.7899769370390631,0.0006187191873328509,0.0006187191873328509,0.0,0.0,0.0,0.590839754946014,0.35227305326014247,0.23856681007463432,0.042672077819085136,0.0,0.042672077819085136,0.0,0.36586666606932416,0.15584638508663115,0.025495421550272908,0.13580718159373825,0.04086610425423726,0.007851537454856984,,0.0,2.9264965940999084e-06
DK,2021,31917.413,23709.295,16.367,16.367,0.0,0.0,0.0,16054.467,8461.767,7592.702,1278.516,0.0,1278.516,0.0,14567.993,6359.945,751.7570000000001,5748.024,1488.113,220.156,,0.0,0.06999999999999999,0.7428326036323808,0.0005127921865096021,0.0005127921865096021,0.0,0.0,0.0,0.5030002588242349,0.26511443768954585,0.23788588379640918,0.0400570058732517,0.0,0.0400570058732517,0.0,0.4564277499558,0.19926254674838464,0.023553193361880553,0.18009053553306467,0.04662386014806401,0.0068976768261262275,,0.0,2.193160203804738e-06
DK,2022,33666.301999999996,28014.347999999998,14.9,14.9,0.0,0.0,0.0,19022.237,10280.405,8741.835,2065.014,0.0,2065.014,0.0,12564.102,6912.197,769.469,3585.736,1116.054,180.644,,0.0,0.05,0.8321183597770851,0.00044257905130180327,0.00044257905130180327,0.0,0.0,0.0,0.5650230607448363,0.3053618719394842,0.25966127791522814,0.061337713895633694,0.0,0.061337713895633694,0.0,0.37319519084691877,0.20531500608531347,0.022855762417862233,0.10650816356367267,0.03315047788735455,0.005365721486131742,,0.0,1.4851646016839037e-06
DK,2023,32502.323,29023.982,19.627,19.627,0.0,0.0,0.0,19389.158,10823.061,8566.101,3259.9719999999998,0.0,3259.9719999999998,0.0,9833.525,6355.225,669.184,1712.179,917.973,178.962,,0.0,0.041999999999999996,0.8929817724105443,0.0006038645299291376,0.0006038645299291376,0.0,0.0,0.0,0.5965468375906546,0.3329934601905224,0.26355350046825887,0.10029966165802978,0.0,0.10029966165802978,0.0,0.30254837477308927,0.19553140863193072,0.020588805298624346,0.05267866546031187,0.028243304332431867,0.005506129515727229,,0.0,1.2922153287320417e-06
DK,2024,34022.545,30068.18,19.513,19.513,0.0,0.0,0.0,20552.742,10821.222,9731.52,3776.204,0.0,3776.204,0.0,9674.089,5719.724,629.45,2373.685,877.919,73.309,3954.365,0.0,0.0,0.8837722163347863,0.0005735314627403682,0.0005735314627403682,0.0,0.0,0.0,0.6040918455688721,0.31806033322903976,0.2860315123398323,0.11099122655286371,0.0,0.11099122655286371,0.0,0.284343484592349,0.16811570092713524,0.01850096752021344,0.0697680023643146,0.02580403670566091,0.0021547182904747427,0.11622778366521376,0.0,0.0
EE,2015,9264.0,,29.0,,,,0.0,714.0,,,,,,,8521.0,,,,,,,0.0,,,0.003130397236614853,,,,0.0,0.07707253886010362,,,,,,,0.9197970639032815,,,,,,,0.0,
EE,2016,10414.0,,36.0,,,,0.0,613.0,,,,,,,9765.0,,,,,,,0.0,,,0.003456884962550413,,,,0.0,0.058863068945650084,,,,,,,0.9376800460917994,,,,,,,0.0,
EE,2017,11230.4,762.4,29.8,12.1,0.0,0.0,0.0,732.6,266.1,0.0,0.0,0.0,0.0,0.0,10468.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.06788716341359168,0.0026535118962815215,0.001077432682718336,0.0,0.0,0.0,0.06523365151731016,0.02369461461746688,0.0,0.0,0.0,0.0,0.0,0.9321128365864083,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
EE,2018,10834.143,664.1,18.2,0.0,0.0,0.0,0.0,645.9,0.0,0.0,0.0,0.0,0.0,0.0,10170.043,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.06129695722125876,0.0016798744487681212,0.0,0.0,0.0,0.0,0.05961708277249063,0.0,0.0,0.0,0.0,0.0,0.0,0.9387030427787412,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
EE,2019,6437.7029999999995,706.4,18.3,0.0,0.0,0.0,0.0,688.1,0.0,0.0,0.0,0.0,0.0,0.0,5731.303,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.10972857865608278,0.0028426288072003324,0.0,0.0,0.0,0.0,0.10688594984888244,0.0,0.0,0.0,0.0,0.0,0.0,0.8902714213439172,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
EE,2020,5006.246,2134.9,37.0,37.0,0.0,0.0,0.0,824.8,824.8,0.0,118.678,0.0,118.678,0.0,4025.768,1154.422,2866.0,0.0,0.0,0.0,,0.0,0.0,0.42644728205525656,0.007390767453297341,0.007390767453297341,0.0,0.0,0.0,0.16475418906701747,0.16475418906701747,0.0,0.023705986481687074,0.0,0.023705986481687074,0.0,0.8041490569979981,0.23059633905325466,0.5724848519229778,0.0,0.0,0.0,,0.0,0.0
EE,2021,6449.582,2096.438,20.9,20.9,0.0,0.0,0.0,732.932,732.932,0.0,304.75,0.0,304.75,0.0,5391.0,1037.856,3658.931,0.0,0.0,0.0,,0.0,0.0,0.32505021255641064,0.003240520083317027,0.003240520083317027,0.0,0.0,0.0,0.11364023280888591,0.11364023280888591,0.0,0.047251124181381055,0.0,0.047251124181381055,0.0,0.835868122926416,0.16091833548282664,0.5673128894244619,0.0,0.0,0.0,,0.0,0.0
EE,2022,7573.604,2577.045,22.959999999999997,22.959999999999997,0.0,0.0,0.0,666.8,666.8,0.0,509.844,0.0,509.844,0.0,6374.0,1377.441,4990.354,0.0,0.0,0.0,,0.0,0.0,0.34026666828632707,0.003031581793819692,0.003031581793819692,0.0,0.0,0.0,0.08804262805396215,0.08804262805396215,0.0,0.06731854477736095,0.0,0.06731854477736095,0.0,0.8416072453748572,0.1818739136611843,0.6589140388116411,0.0,0.0,0.0,,0.0,0.0
EE,2023,4888.9,2559.1,22.7,22.7,0.0,0.0,0.0,682.8,682.8,0.0,626.1,0.0,626.1,0.0,3557.3,1227.5,2329.8,0.0,0.0,0.0,,0.0,0.0,0.5234510830657203,0.0046431712655198515,0.0046431712655198515,0.0,0.0,0.0,0.1396633189470024,0.1396633189470024,0.0,0.1280656180326863,0.0,0.1280656180326863,0.0,0.7276278917547916,0.2510789748205118,0.47654891693427975,0.0,0.0,0.0,,0.0,0.0
EE,2024,5243.23,3284.876,29.948999999999998,29.948999999999998,0.0,0.0,0.0,1047.117,1047.117,0.0,977.941,0.0,977.941,0.0,3188.223,1229.8690000000001,1958.354,0.0,0.0,0.0,1958.354,0.0,0.0,0.6264985514654136,0.005711937107470014,0.005711937107470014,0.0,0.0,0.0,0.19970838586138698,0.19970838586138698,0.0,0.1865149917131234,0.0,0.1865149917131234,0.0,0.6080646853180197,0.23456323678343316,0.37350144853458656,0.0,0.0,0.0,0.37350144853458656,0.0,0.0
ES,2015,266572.0,,30394.0,,,,0.0,47684.0,,,,,,,120283.0,,,,,,,54957.0,,,0.11401797638161547,,,,0.0,0.1788785018681632,,,,,,,0.4512214336089312,,,,,,,0.20616193748780817,
ES,2016,262238.0,,39177.0,,,,0.0,47797.0,,,,,,,106064.0,,,,,,,56099.0,,,0.1493948245486924,,,,0.0,0.1822657280790732,,,,,,,0.40445701995896854,,,,,,,0.21392399270891327,
ES,2017,262569.319,83327.568,20568.467,0.0,0.0,2604.495,0.0,47831.274000000005,47831.274000000005,0.0,13882.312,5463.955,8418.356,0.0,124653.509,3650.01,3501.38,45174.593,59507.715,12819.811,,55633.76,0.0,0.31735454971416516,0.07833537855197774,0.0,0.0,0.009919266310013927,0.0,0.1821662720616646,0.1821662720616646,0.0,0.05287103631479503,0.0208095714335916,0.03206146107268534,0.0,0.47474514339582835,0.013901129095741762,0.01333506905275555,0.17204825442686242,0.22663620877959467,0.04882448204087393,,0.21188218110128854,0.0
ES,2018,261071.191,100138.0,36083.636,34074.227,0.0,2009.408,0.0,49495.207,0.0,0.0,12137.315,4424.326,7712.99,0.0,110084.238,4431.25,2434.58,37422.377,53151.566,12644.466,,53270.8,0.0,0.3835658757154864,0.1382137793978195,0.13051699373447911,0.0,0.0076967818329675445,0.0,0.18958509673325083,0.0,0.0,0.0464904417584704,0.016946818157350805,0.02954362743149243,0.0,0.4216636756370411,0.01697333965891319,0.009325349115215091,0.14334165656753756,0.20359031494976404,0.048433019175984075,,0.20404702562528243,0.0
ES,2019,261019.822,98165.345,26362.747,24710.271999999997,0.0,1652.475,0.0,54624.501000000004,0.0,0.0,14325.641,5166.473,9159.168,0.0,109882.553,4504.9310000000005,2222.488,12669.808,78784.996,11700.329,,55824.387,0.0,0.3760838707490958,0.1009990229784158,0.09466818194366862,0.0,0.006330841034747162,0.0,0.20927338231040554,0.0,0.0,0.05488334521965922,0.019793412471180064,0.03508993274847916,0.0,0.42097397875016557,0.017258961275362455,0.008514633038099306,0.04853963926157302,0.30183529892990274,0.04482544241410141,,0.21387029755924056,0.0
ES,2020,250960.834,110211.07,33279.122,30533.198,0.0,2745.924,0.0,54760.212,0.0,0.0,19727.593,4537.944,15189.649,0.0,87437.04000000001,5190.067,2013.7169999999999,5021.959,65063.46,10147.837,,55756.87,0.0,0.43915645418997934,0.1326068353757543,0.12166519178845253,0.0,0.010941643587301753,0.0,0.21820222353899255,0.0,0.0,0.07860825406724621,0.018082279723377077,0.06052597434386913,0.0,0.34840910673734854,0.020680784795288017,0.008024028960630565,0.020010927282780706,0.25925742659908435,0.04043593909956483,,0.222173592234715,0.0
ES,2021,259475.772,121264.794,32237.603,29588.983,0.0,2648.6220000000003,0.0,60494.070999999996,0.0,0.0,25587.443,4705.425,20882.017,0.0,87116.579,5594.299,2233.096,4986.9400000000005,64535.967000000004,9766.278,,54040.077,0.0,0.46734534428902286,0.12424128369102608,0.11403370253774599,0.0,0.010207588861128816,0.0,0.23313957420271206,0.0,0.0,0.09861207003172535,0.018134352058118166,0.08047771411968282,0.0,0.33574070645794246,0.021560005224688185,0.008606183085178373,0.01921928957590692,0.24871673568043187,0.03763849674566148,,0.2082663694705184,0.0
ES,2022,276134.659,117030.919,21611.342,16212.595,2287.922,3110.824,0.0,61120.148,0.0,0.0,31876.606,4123.304,27753.302,0.0,105543.886,5533.647,1899.059,7765.93,80567.213,9778.039,,55982.677,0.0,0.4238182900466689,0.07826377926720167,0.05871264063233728,0.00828552999571126,0.011265605017731585,0.0,0.22134182004295233,0.0,0.0,0.11543862735463425,0.014932221891059319,0.10050640546357494,0.0,0.38221890139477205,0.020039668399612236,0.0068772931542794855,0.028123706122671115,0.2917678399798412,0.035410400981211135,,0.20273687194043977,0.0
